,sma,ecc,inc,aop,pan,epp,p,sma_err,ecc_err,inc_err,aop_err,pan_err,epp_err,p_err
0,1.177534163228148,0.056527989955047035,105.10964414404944,253.88299769734448,316.4633461476176,2030.5012722122112,1.2302029215268722,0.024496262516622846,0.02332022434330773,0.9034406349999955,85.64347323188707,128.7486278879473,7.32205175120157,0.03667216624933789
1,1.1830847243190052,0.057691262974713386,106.53840032563946,263.2077858092683,315.7988776258171,2037.9286622923084,1.239332039739193,0.024496262516622846,0.02332022434330773,0.9034406349999955,85.64347323188707,128.7486278879473,7.32205175120157,0.03667216624933789
2,1.1467205768937516,0.009093452650755864,104.47113494896159,290.38074410884593,136.40836097715336,2031.4031543849687,1.1820980525542932,0.024496262516622846,0.02332022434330773,0.9034406349999955,85.64347323188707,128.7486278879473,7.32205175120157,0.03667216624933789
3,1.1415116719248666,0.00032282562746029086,105.98721322827589,285.50559501244095,317.41761116156687,2043.7260827478872,1.1726724108325874,0.024496262516622846,0.02332022434330773,0.9034406349999955,85.64347323188707,128.7486278879473,7.32205175120157,0.03667216624933789
4,1.1604909636806007,0.030627711571258105,105.78836996832489,219.31174621105086,315.4544156408377,2034.1078555974736,1.2027523379080067,0.024496262516622846,0.02332022434330773,0.9034406349999955,85.64347323188707,128.7486278879473,7.32205175120157,0.03667216624933789
5,1.1283824225341106,0.0006282095405956423,104.84276241367152,236.65471214422305,315.82483536023784,2035.366182677415,1.1540377360548812,0.024496262516622846,0.02332022434330773,0.9034406349999955,85.64347323188707,128.7486278879473,7.32205175120157,0.03667216624933789
6,1.1449612670529081,0.012382880642750012,105.78033100733091,195.82629917395334,136.99969008118725,2057.014760842116,1.17802913279248,0.024496262516622846,0.02332022434330773,0.9034406349999955,85.64347323188707,128.7486278879473,7.32205175120157,0.03667216624933789
7,1.1515679764881683,0.016899711327920994,104.58533438621443,191.30288252339517,315.02625604223994,2025.714530155827,1.188171759385094,0.024496262516622846,0.02332022434330773,0.9034406349999955,85.64347323188707,128.7486278879473,7.32205175120157,0.03667216624933789
8,1.1495626202380775,0.008566368996401072,104.48877996848577,357.8470343361256,136.5016743280639,2029.2378806468964,1.1867427214207973,0.024496262516622846,0.02332022434330773,0.9034406349999955,85.64347323188707,128.7486278879473,7.32205175120157,0.03667216624933789
9,1.154500246307992,0.016084308746519678,105.4567213088836,209.7624435870974,316.1368200484155,2035.2736973890526,1.1946537935700459,0.024496262516622846,0.02332022434330773,0.9034406349999955,85.64347323188707,128.7486278879473,7.32205175120157,0.03667216624933789
10,1.1653617718993852,0.02598119762493313,104.81497622149233,193.60010653305537,315.97435719245607,2041.2799923964935,1.2110650143997774,0.024496262516622846,0.02332022434330773,0.9034406349999955,85.64347323188707,128.7486278879473,7.32205175120157,0.03667216624933789
