iteration,chain,alpha,beta,gamma,freq,e_alpha,e_beta,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
501,1,-1.214260338539244,-0.6299198033626237,-1.3259943815271829,3.168891638256834,8.386628246994842,112.65569353928478,-934.7547054248512,11.0,1.0,0.5439521963313646,-934.7547054248512,939.1251342878732,0.17771637087048475,400.9950824679661,3.0,0.0,0.417524233601525,0.417524233601525
502,1,-1.1400044061133983,-0.8457126887073034,-0.5882757790035775,3.5219165089704236,8.883020230372297,95.19733147291093,-930.9787471312236,7.0,1.0,0.9959005389772267,-930.9787471312236,934.9821263563282,-0.5098270079289478,-0.5098270079289478,3.0,0.0,0.417524233601525,0.417524233601525
503,1,-1.0955416212301223,-0.8372234436960149,-0.6343475528377365,4.106424486980672,8.047838762024607,107.17437053452322,-931.7246453786801,7.0,1.0,0.9969864127343911,-931.7246453786801,932.1211490885133,0.021320792202004668,-0.09485027483162867,3.0,0.0,0.417524233601525,0.417524233601525
504,1,-1.316488681691144,-0.8059763937451372,-0.354155862905122,3.6150034699187,9.506140068417562,106.83049972229377,-931.835304220693,7.0,1.0,0.9644609874124431,-931.835304220693,933.0334111022688,0.03357151680313564,0.06527078915098627,3.0,0.0,0.417524233601525,0.417524233601525
505,1,-1.5745245609979541,-0.832007024458786,-0.5811234672694319,3.798132634572713,9.602106198553393,107.31830748223379,-934.5113520415765,7.0,1.0,0.8473846542226049,-934.5113520415765,936.2212795101684,0.17155487121874557,0.315153566694903,3.0,0.0,0.417524233601525,0.417524233601525
506,1,-0.9112529744188258,-0.7351090550771584,-0.6381003598891883,3.56073048447467,9.635350731927801,111.12004961944189,-933.8420846293236,15.0,1.0,0.7671747275099647,-933.8420846293236,935.702694977316,-0.013838901244980661,119.33671426318597,3.0,0.0,0.417524233601525,0.417524233601525
507,1,-1.3347432313541816,-0.8481261354122935,-0.29161143059636885,3.541040436711684,9.019742127422564,106.20747486456145,-932.4919572070353,7.0,1.0,0.9900295906794758,-932.4919572070353,935.7122833275006,-0.0272052950390389,-0.1987020360884344,3.0,0.0,0.417524233601525,0.417524233601525
508,1,-1.2639386304813929,-0.9241748063464232,-0.5546440809975337,3.52157016521768,9.337657304890552,103.83533127965768,-933.0646868336872,15.0,1.0,0.908091391688524,-933.0646868336872,934.8979614519787,0.006540640349385285,-0.906522162365718,4.0,0.0,0.417524233601525,0.417524233601525
509,1,-1.1922633931485098,-0.9057596041385629,-0.31006135780546096,3.9806458585038373,9.267243310843822,98.8569850908347,-932.3696190941441,7.0,1.0,0.8298768718368744,-932.3696190941441,934.9830898747412,-0.07622580966176429,0.858384169825058,2.0,0.0,0.417524233601525,0.417524233601525
510,1,-1.2030831480575976,-0.8034543816356443,0.0786118197086676,3.7763812896888305,9.652861778773119,122.19376885210846,-934.6356694153618,7.0,1.0,0.8542166402207165,-934.6356694153618,936.6560657982021,0.20666961896154135,0.36258841288088206,3.0,0.0,0.417524233601525,0.417524233601525
511,1,-1.2193525045346156,-0.8146572716236342,-1.0862274696036849,3.9481766543813546,6.424880373082807,81.39516252163142,-931.4738898245963,7.0,1.0,0.9627747834639642,-931.4738898245963,935.1935678483418,-1.2452633102693653,-1.2452633102693653,3.0,0.0,0.417524233601525,0.417524233601525
512,1,-0.916603630421001,-0.8269187836354828,-0.48597722298723767,3.5322747627956925,7.665453688020119,92.93185623809691,-931.2912179424477,7.0,1.0,0.48675141048504067,-931.2912179424477,933.6876560182534,-0.23748793327206386,77.6007548553356,2.0,0.0,0.417524233601525,0.417524233601525
513,1,-1.4162785913896698,-0.637950589277672,-1.1972006267370396,3.207508256397009,7.876896241935628,93.15401668709713,-932.4680294254415,13.0,1.0,0.8216024657363274,-932.4680294254415,933.8223619336701,0.01807231666134612,78.61213887026145,3.0,0.0,0.417524233601525,0.417524233601525
514,1,-0.9189637837079658,-0.9164299717909987,-0.19578836564496704,4.067988771559223,6.1236510484157485,81.42478741786371,-933.5127883899657,11.0,1.0,0.7137214727201786,-933.5127883899657,935.1971352884343,1.0346541384058128,2.5940522110117854,3.0,0.0,0.417524233601525,0.417524233601525
515,1,-1.0140404878458327,-0.972918314309398,-0.24671392544645165,3.938738380314615,7.024084139489862,72.12902938635382,-933.6478074243711,7.0,1.0,0.2631638633649283,-933.6478074243711,935.8204623604171,-0.31151482111420137,11.762944500016943,3.0,0.0,0.417524233601525,0.417524233601525
516,1,-1.0094268923870828,-0.9561799299036107,-0.4700493715997318,3.9539567698440976,6.780843554052162,77.92555474614164,-931.3081902376757,15.0,1.0,0.08020809515987853,-931.3081902376757,933.7905622087615,-1.4570661959721747,121.52314706169659,4.0,0.0,0.417524233601525,0.417524233601525
517,1,-1.0094268923870828,-0.9561799299036107,-0.4700493715997318,3.9539567698440976,6.780843554052162,77.92555474614164,-931.3081902376757,5.0,1.0,0.10652693163914621,-931.3081902376757,934.5269048633697,0.0,39.768875017067444,2.0,0.0,0.417524233601525,0.417524233601525
518,1,-0.9637223183280863,-0.9505004630952261,-0.7219349794551153,4.030305549524948,6.917815001267161,74.02949165716223,-932.4889981961447,15.0,1.0,0.04049659058011474,-932.4889981961447,934.5075731373983,0.8510965211535222,133.92488482744204,4.0,0.0,0.417524233601525,0.417524233601525
519,1,-0.9487692128858285,-0.9070394467693763,-0.5097836379173337,3.711333585268316,6.217130589874897,76.93704884398957,-931.3082163015491,15.0,1.0,0.23318380949682424,-931.3082163015491,935.003278475423,-0.5744199634704046,21.035869716778848,4.0,0.0,0.417524233601525,0.417524233601525
520,1,-1.0792139781556127,-0.7343004717665327,-1.113772740252962,3.4284489073662443,7.543174127991046,87.73961920982737,-930.7890476991157,15.0,1.0,0.47965763521496824,-930.7890476991157,933.6331040121546,-0.16695750579515334,54.170849970579525,3.0,0.0,0.417524233601525,0.417524233601525
521,1,-1.485082000550893,-0.7618037356024203,-0.25419124567698503,3.909815754056105,7.111876271253593,80.51665862012469,-931.3677313031936,15.0,1.0,0.8678834042706562,-931.3677313031936,932.5152733233373,0.07820335778524168,4.403024070843344,3.0,0.0,0.417524233601525,0.417524233601525
522,1,-1.136955692384218,-0.6828380166593639,-1.522262450444261,3.3684907421503736,7.403627131014844,88.64531044603488,-933.3584500607225,15.0,1.0,0.9858495234264834,-933.3584500607225,935.4106883403413,0.05011133669404444,-0.1302354793762106,3.0,0.0,0.417524233601525,0.417524233601525
523,1,-1.071291609980637,-0.7072164912980341,-1.189135929956409,3.4188397783809306,8.094482865752088,94.96496460698803,-931.6638824335095,7.0,1.0,0.3150503728905201,-931.6638824335095,937.1767607147643,-0.06593047360615856,388.83789471575335,2.0,0.0,0.417524233601525,0.417524233601525
524,1,-1.1680556597050966,-0.7142205286687968,-1.0213227242940324,3.406615916087245,7.0803523448085866,80.34966907415722,-930.2022994505594,6.0,1.0,0.1994402950969121,-930.2022994505594,936.2859972030517,-0.01738641894291959,1357.5602934381432,2.0,1.0,0.417524233601525,0.417524233601525
525,1,-1.1680556597050966,-0.7142205286687968,-1.0213227242940324,3.406615916087245,7.0803523448085866,80.34966907415722,-930.2022994505594,15.0,1.0,0.008858231219952198,-930.2022994505594,933.1674533891335,0.0,117.05317196743067,4.0,0.0,0.417524233601525,0.417524233601525
526,1,-1.353127434084728,-0.7219538312822387,-0.2692946374534593,3.7945873773412635,8.958915338649936,102.22091582130726,-931.3035198415247,15.0,1.0,0.33064219165362996,-931.3035198415247,933.6724986041014,0.44392382198589075,163.86423264536336,3.0,0.0,0.417524233601525,0.417524233601525
527,1,-1.267131697473399,-0.7048445078243954,-0.3600949744604005,3.629582524599126,9.877494755474885,116.862225602767,-933.3766002215617,11.0,1.0,0.6685993979872942,-933.3766002215617,935.0256081470149,-0.010032953357949737,372.0571241043459,3.0,0.0,0.417524233601525,0.417524233601525
528,1,-1.2040103806400513,-0.7327695503874825,-1.1056717873965933,3.4882088668622955,8.36913428767995,105.14195892549901,-931.3233565242263,11.0,1.0,0.5797059371624894,-931.3233565242263,935.3283311704447,-0.13938497598758204,181.71779461877975,3.0,0.0,0.417524233601525,0.417524233601525
529,1,-1.3531075944814397,-0.6559112187010037,0.014877707940684104,4.040774673719386,8.157098586824082,98.55366926322274,-932.8686880828482,15.0,1.0,0.8189001426636292,-932.8686880828482,937.0221245074246,0.05583535270943685,1.0340824779125342,4.0,0.0,0.417524233601525,0.417524233601525
530,1,-1.3041351903566074,-0.7361184503618858,-0.35989188783347714,3.9722313079455893,7.405822450932967,83.76540582449816,-930.2058766031574,7.0,1.0,0.2631666654666363,-930.2058766031574,934.3308770636982,-0.2011628515249413,37.67236233343249,3.0,0.0,0.417524233601525,0.417524233601525
531,1,-1.4624809701327006,-0.7283355442876722,-0.7960627374009768,3.8614642162097317,8.23811619139855,107.16238568871617,-931.9864325933231,31.0,1.0,0.2709112373071761,-931.9864325933231,932.8476960718853,0.9225422113769355,14.321654520269021,5.0,0.0,0.417524233601525,0.417524233601525
532,1,-1.2212568668264154,-0.7010665916287877,-0.47713813442658193,3.91290740464525,8.766276700219343,87.92838724290849,-933.1216095419742,7.0,1.0,0.11171516534499312,-933.1216095419742,938.6011313754871,3.060952152465802,5.135181491285948,3.0,0.0,0.417524233601525,0.417524233601525
