PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,DetStatus,NDet,NObs,LastObs,HZ
HD 53705_2,HD 53705,1.597,0.089,2.478,5.883,17.059,1.04,1.49,0.088,159.768,1.61,0.157,1,1,1,2035.058,True
HD 53705_3,HD 53705,0.715,0.026,1.359,2.07,17.059,1.04,1.49,0.04,172.057,0.716,0.195,0,0,1,2035.058,False
HD 53705_4,HD 53705,0.527,0.092,2.437,20.655,17.059,1.04,1.49,0.028,271.963,0.506,0.473,0,0,1,2035.058,False
HD 55575_0,HD 55575,1.084,0.09,0.727,0.609,16.852,1.14,1.463,0.06,246.511,1.009,0.369,0,0,1,2035.059,True
HD 55575_1,HD 55575,0.133,0.053,0.578,0.106,16.852,1.14,1.463,0.008,168.498,0.137,0.526,0,0,1,2035.059,False
HD 20630_1,HD 20630,0.648,0.142,1.547,2.557,9.276,0.98,0.857,0.067,168.076,0.625,0.25,1,1,1,2035.06,False
HD 20630_5,HD 20630,1.387,0.083,0.621,0.155,9.276,0.98,0.857,0.134,124.809,1.272,0.213,0,0,1,2035.06,True
HD 102365_0,HD 102365,1.154,0.024,2.235,6.312,9.319,1.02,0.844,0.116,234.221,1.126,0.186,1,1,1,2035.062,True
HD 102365_1,HD 102365,4.021,0.031,1.113,3.548,9.319,1.02,0.844,0.332,78.511,4.146,0.059,0,0,1,2035.062,False
HD 102365_2,HD 102365,0.113,0.031,0.976,1.053,9.319,1.02,0.844,0.01,100.82,0.11,0.083,0,0,1,2035.062,False
HD 39091_1,HD 39091,3.12,0.028,1.191,1.233,18.287,1.08,1.533,0.141,177.874,3.179,0.081,0,0,1,2035.063,False
HD 39091_2,HD 39091,2.865,0.029,0.677,0.276,18.287,1.08,1.533,0.038,164.539,2.785,0.002,0,0,1,2035.063,False
HD 39091_3,HD 39091,3.55,0.072,1.069,1.542,18.287,1.08,1.533,0.19,167.352,3.604,0.458,0,0,1,2035.063,False
HD 39091_4,HD 39091,4.534,0.027,1.234,2.258,18.287,1.08,1.533,0.193,153.753,4.529,0.697,0,0,1,2035.063,False
HD 39091_5,HD 39091,1.437,0.051,1.31,4.963,18.287,1.08,1.533,0.08,263.087,1.505,0.454,0,0,1,2035.063,True
HD 39091_6,HD 39091,0.67,0.012,2.604,10.642,18.287,1.08,1.533,0.036,227.338,0.662,0.375,0,0,1,2035.063,False
HD 20807_0,HD 20807,0.337,0.072,1.793,2.884,12.039,1.07,1.017,0.029,157.045,0.354,0.44,0,0,1,2035.064,False
HD 20807_1,HD 20807,1.546,0.069,0.954,0.889,12.039,1.07,1.017,0.095,234.458,1.636,0.76,1,1,1,2035.064,True
HD 20807_2,HD 20807,2.979,0.055,2.038,4.205,12.039,1.07,1.017,0.191,261.036,3.009,0.065,0,0,1,2035.064,False
HD 131156 A_0,HD 131156 A,0.922,0.01,2.426,5.907,6.754,0.96,0.553,0.137,227.893,0.923,0.33,1,1,1,2035.066,True
HD 131156 A_1,HD 131156 A,1.097,0.147,1.932,11.706,6.754,0.96,0.553,0.102,22.316,1.131,0.822,1,1,1,2035.066,True
HD 65907 A_0,HD 65907 A,0.584,0.099,0.585,0.135,16.172,1.11,1.29,0.023,70.921,0.54,0.768,0,0,1,2035.067,False
HD 65907 A_1,HD 65907 A,1.316,0.075,0.982,1.107,16.172,1.11,1.29,0.047,131.316,1.414,0.019,0,0,1,2035.067,True
HD 65907 A_2,HD 65907 A,1.009,0.058,1.202,3.968,16.172,1.11,1.29,0.055,333.249,0.953,0.514,0,0,1,2035.067,True
HD 147513_0,HD 147513,1.541,0.04,0.645,0.275,12.892,1.07,1.001,0.123,149.165,1.599,0.386,0,0,1,2035.068,True
HD 147513_1,HD 147513,1.513,0.099,0.537,0.114,12.892,1.07,1.001,0.12,7.739,1.644,0.507,0,0,1,2035.068,True
HD 147513_2,HD 147513,4.633,0.075,1.379,2.053,12.892,1.07,1.001,0.333,136.889,4.332,0.391,0,0,1,2035.068,False
HD 147513_4,HD 147513,0.196,0.111,0.74,0.193,12.892,1.07,1.001,0.013,142.855,0.174,0.384,0,0,1,2035.068,False
HD 147513_5,HD 147513,4.52,0.075,0.624,0.154,12.892,1.07,1.001,0.343,291.036,4.667,0.496,0,0,1,2035.068,False
HD 147513_6,HD 147513,1.743,0.075,1.796,1.351,12.892,1.07,1.001,0.096,168.881,1.613,0.706,1,1,1,2035.068,False
HD 147513_7,HD 147513,2.47,0.028,0.667,0.198,12.892,1.07,1.001,0.182,33.129,2.406,0.441,0,0,1,2035.068,False
HD 146233_0,HD 146233,0.356,0.047,2.679,19.012,14.137,1.02,1.094,0.02,158.573,0.34,0.639,0,0,1,2035.07,False
HD 146233_1,HD 146233,0.206,0.044,2.032,18.545,14.137,1.02,1.094,0.011,81.579,0.201,0.71,0,0,1,2035.07,False
HD 146233_4,HD 146233,0.539,0.141,1.433,1.238,14.137,1.02,1.094,0.037,34.442,0.532,0.205,0,0,1,2035.07,False
HD 30495_0,HD 30495,1.934,0.08,0.989,0.414,13.24,1.04,0.966,0.086,330.529,2.089,0.859,0,0,1,2035.071,False
HD 30495_2,HD 30495,0.416,0.06,1.179,2.305,13.24,1.04,0.966,0.026,187.132,0.395,0.614,0,0,1,2035.071,False
HD 30495_3,HD 30495,1.848,0.089,0.623,0.192,13.24,1.04,0.966,0.078,38.874,1.76,0.834,0,0,1,2035.071,False
HD 50692_0,HD 50692,3.95,0.04,2.831,8.758,17.405,1.08,1.293,0.175,117.072,4.002,0.713,1,1,1,2035.073,False
HD 50692_1,HD 50692,0.28,0.064,0.734,0.338,17.405,1.08,1.293,0.015,151.941,0.263,0.287,0,0,1,2035.073,False
HD 50692_2,HD 50692,0.513,0.081,1.798,3.935,17.405,1.08,1.293,0.028,209.871,0.549,0.592,0,0,1,2035.073,False
HD 50692_3,HD 50692,0.925,0.032,2.849,11.466,17.405,1.08,1.293,0.051,285.791,0.905,0.222,0,0,1,2035.073,True
HD 190360_0,HD 190360,0.922,0.17,1.79,3.607,16.003,0.96,1.165,0.055,290.148,1.047,0.641,0,0,1,2035.074,False
HD 190360_1,HD 190360,3.764,0.081,1.071,4.456,16.003,0.96,1.165,0.225,40.143,3.613,0.269,0,0,1,2035.074,False
HD 190360_3,HD 190360,3.632,0.139,2.733,14.342,16.003,0.96,1.165,0.157,276.24,3.951,0.033,0,0,1,2035.074,False
HD 190360_4,HD 190360,1.735,0.021,0.534,0.11,16.003,0.96,1.165,0.11,25.783,1.769,0.274,0,0,1,2035.074,True
HD 190360_5,HD 190360,0.581,0.08,1.934,4.569,16.003,0.96,1.165,0.025,266.987,0.571,0.048,0,0,1,2035.074,False
HD 136352_0,HD 136352,1.127,0.083,0.501,0.057,14.739,1.02,1.029,0.076,326.062,1.219,0.542,0,0,1,2035.075,True
HD 136352_2,HD 136352,0.995,0.082,1.549,2.6,14.739,1.02,1.029,0.05,347.633,0.923,0.686,0,0,1,2035.075,True
HD 136352_3,HD 136352,3.774,0.069,2.041,2.393,14.739,1.02,1.029,0.255,274.256,3.833,0.42,0,0,1,2035.075,False
HD 136352_4,HD 136352,1.831,0.068,0.826,1.102,14.739,1.02,1.029,0.122,26.168,1.94,0.154,0,0,1,2035.075,False
HD 128621_0,HD 128621,0.181,0.076,0.591,0.143,1.332,0.94,0.503,0.1,184.972,0.172,0.069,1,1,1,2035.077,False
HD 128621_1,HD 128621,3.969,0.152,0.756,0.205,1.332,0.94,0.503,2.786,287.925,3.712,0.306,0,0,1,2035.077,False
HD 128621_3,HD 128621,4.377,0.084,0.667,0.375,1.332,0.94,0.503,1.733,322.187,4.648,0.014,0,0,1,2035.077,False
HD 128621_4,HD 128621,1.135,0.055,1.179,6.717,1.332,0.94,0.503,0.877,1.541,1.171,0.291,1,1,1,2035.077,True
HD 101501_3,HD 101501,0.112,0.069,1.262,2.632,9.576,0.94,0.609,0.006,95.542,0.114,0.861,0,0,1,2035.078,False
HD 101501_7,HD 101501,0.888,0.054,0.887,0.375,9.576,0.94,0.609,0.051,354.409,0.935,0.018,0,0,1,2035.078,True
HD 20766_0,HD 20766,1.336,0.161,1.674,2.568,12.045,1.01,0.794,0.101,256.534,1.359,0.126,0,0,1,2035.079,True
HD 20766_1,HD 20766,0.327,0.097,2.659,5.834,12.045,1.01,0.794,0.026,50.199,0.32,0.416,0,0,1,2035.079,False
HD 20766_4,HD 20766,1.915,0.031,0.912,0.627,12.045,1.01,0.794,0.08,43.527,1.878,0.874,1,1,1,2035.079,False
HD 72905_1,HD 72905,0.661,0.069,0.5,0.066,14.439,1.08,0.973,0.021,83.871,0.617,0.015,0,0,1,2035.081,False
HD 72905_3,HD 72905,0.899,0.099,2.776,7.831,14.439,1.08,0.973,0.038,264.447,0.824,0.786,0,0,1,2035.081,True
HD 72905_4,HD 72905,0.923,0.214,1.407,1.443,14.439,1.08,0.973,0.02,210.957,0.83,0.941,0,0,1,2035.081,False
HD 72905_5,HD 72905,3.175,0.086,0.525,0.102,14.439,1.08,0.973,0.141,250.822,2.972,0.043,0,0,1,2035.081,False
HD 156274 A_3,HD 156274 A,4.433,0.138,1.608,7.03,8.791,0.9,0.452,0.543,240.879,4.855,0.231,0,0,1,2035.082,False
HD 4391_0,HD 4391,0.363,0.182,1.471,2.315,15.049,0.98,0.923,0.02,93.439,0.429,0.045,0,0,1,2035.084,False
HD 4391_1,HD 4391,1.544,0.114,0.614,0.238,15.049,0.98,0.923,0.052,292.318,1.594,0.887,0,0,1,2035.084,False
HD 4391_2,HD 4391,0.361,0.058,0.863,0.585,15.049,0.98,0.923,0.024,296.174,0.36,0.367,0,0,1,2035.084,False
HD 4391_3,HD 4391,0.102,0.064,0.942,0.594,15.049,0.98,0.923,0.006,76.855,0.1,0.483,0,0,1,2035.084,False
HD 4391_4,HD 4391,0.526,0.038,2.712,6.312,15.049,0.98,0.923,0.016,77.911,0.533,0.904,0,0,1,2035.084,False
HD 10780_0,HD 10780,0.841,0.11,1.077,1.419,10.041,0.9,0.516,0.069,109.118,0.762,0.552,1,1,1,2035.085,True
HD 10780_3,HD 10780,2.25,0.098,1.348,1.373,10.041,0.9,0.516,0.15,285.479,2.193,0.771,1,1,1,2035.085,False
HD 10780_4,HD 10780,2.669,0.102,2.513,5.195,10.041,0.9,0.516,0.239,153.828,2.417,0.261,0,0,1,2035.085,False
HD 140538 A_0,HD 140538 A,2.088,0.047,0.685,0.566,14.793,0.94,0.834,0.03,119.62,2.151,0.98,0,0,1,2035.086,False
HD 140538 A_1,HD 140538 A,0.512,0.053,2.798,25.412,14.793,0.94,0.834,0.036,56.5,0.539,0.272,0,0,1,2035.086,False
HD 140538 A_2,HD 140538 A,4.137,0.053,0.916,0.811,14.793,0.94,0.834,0.266,84.488,4.111,0.473,0,0,1,2035.086,False
HD 165341 A_0,HD 165341 A,3.482,0.036,1.359,6.662,5.113,0.88,0.532,0.274,342.126,3.424,0.008,0,0,1,2035.088,False
HD 165341 A_2,HD 165341 A,0.277,0.022,2.947,11.466,5.113,0.88,0.532,0.049,11.025,0.271,0.148,0,0,1,2035.088,False
HD 165341 A_3,HD 165341 A,0.642,0.027,1.615,4.051,5.113,0.88,0.532,0.099,22.32,0.659,0.705,1,1,1,2035.088,True
HD 166_0,HD 166,1.592,0.09,1.08,1.198,13.766,0.94,0.647,0.101,149.734,1.711,0.662,1,1,1,2035.089,False
HD 166_1,HD 166,0.635,0.021,0.515,0.133,13.766,0.94,0.647,0.044,111.998,0.631,0.191,0,0,1,2035.089,True
HD 26965 A_1,HD 26965 A,0.482,0.058,1.38,6.418,5.01,0.86,0.41,0.085,114.642,0.51,0.094,1,1,1,2035.09,False
HD 26965 A_2,HD 26965 A,0.345,0.049,0.5,0.068,5.01,0.86,0.41,0.061,74.713,0.362,0.097,0,0,1,2035.09,False
HD 185144_1,HD 185144,0.747,0.07,0.5,0.055,5.764,0.87,0.434,0.051,56.897,0.72,0.008,0,0,1,2035.092,True
HD 185144_3,HD 185144,0.688,0.135,2.317,4.531,5.764,0.87,0.434,0.11,270.344,0.644,0.42,1,1,1,2035.092,True
HD 209100_0,HD 209100,2.433,0.127,0.524,0.06,3.638,0.72,0.222,0.397,177.226,2.228,0.797,0,0,1,2035.093,False
HD 209100_1,HD 209100,1.218,0.094,0.54,0.062,3.638,0.72,0.222,0.191,39.373,1.192,0.837,0,0,1,2035.093,False
HD 209100_2,HD 209100,0.989,0.073,1.925,6.418,3.638,0.72,0.222,0.291,197.589,1.061,0.352,0,0,1,2035.093,False
HD 209100_4,HD 209100,3.542,0.022,2.632,11.231,3.638,0.72,0.222,0.905,304.895,3.497,0.506,1,1,1,2035.093,False
HD 209100_5,HD 209100,0.635,0.076,0.931,0.561,3.638,0.72,0.222,0.161,327.341,0.653,0.571,1,1,1,2035.093,True
HD 209100_6,HD 209100,1.701,0.082,0.885,0.458,3.638,0.72,0.222,0.23,292.064,1.726,0.013,0,0,1,2035.093,False
HD 209100_8,HD 209100,2.097,0.099,2.488,5.392,3.638,0.72,0.222,0.408,305.789,1.9,0.695,1,1,1,2035.093,False
HD 209100_9,HD 209100,0.782,0.071,2.297,7.389,3.638,0.72,0.222,0.221,226.572,0.805,0.324,1,1,1,2035.093,False
HD 209100_10,HD 209100,0.182,0.056,2.026,3.984,3.638,0.72,0.222,0.049,101.235,0.186,0.195,0,0,1,2035.093,False
HD 209100_11,HD 209100,0.917,0.107,1.174,1.243,3.638,0.72,0.222,0.205,302.281,0.88,0.098,1,1,1,2035.093,False
HD 201091_1,HD 201091,1.051,0.108,0.699,0.561,3.497,0.68,0.142,0.333,280.189,1.164,0.332,0,0,1,2035.095,False
HD 201091_2,HD 201091,2.964,0.153,0.94,0.635,3.497,0.68,0.142,0.294,246.852,2.594,0.007,0,0,1,2035.095,False
HD 201091_4,HD 201091,2.241,0.067,3.013,5.907,3.497,0.68,0.142,0.284,266.308,2.371,0.008,0,0,1,2035.095,False
HD 155885_0,HD 155885,0.424,0.016,1.08,4.862,5.948,0.85,0.332,0.051,103.766,0.431,0.758,0,0,1,2035.096,False
HD 155885_1,HD 155885,0.125,0.137,2.355,2.721,5.948,0.85,0.332,0.019,258.011,0.112,0.387,0,0,1,2035.096,False
HD 155885_4,HD 155885,2.293,0.052,0.991,1.006,5.948,0.85,0.332,0.262,296.584,2.377,0.792,0,0,1,2035.096,False
HD 155886_1,HD 155886,0.511,0.064,0.698,0.247,5.952,0.85,0.327,0.087,198.016,0.531,0.218,1,1,1,2035.097,True
HD 155886_2,HD 155886,0.232,0.069,1.589,5.691,5.952,0.85,0.327,0.021,291.454,0.245,0.88,0,0,1,2035.097,False
HD 155886_3,HD 155886,1.253,0.044,2.915,5.37,5.952,0.85,0.327,0.204,162.271,1.272,0.181,1,1,1,2035.097,False
HD 155886_4,HD 155886,0.305,0.028,0.94,1.414,5.952,0.85,0.327,0.053,10.254,0.314,0.349,0,0,1,2035.097,False
HD 155886_5,HD 155886,0.201,0.128,1.339,1.367,5.952,0.85,0.327,0.026,164.405,0.175,0.604,0,0,1,2035.097,False
HD 155886_6,HD 155886,0.316,0.044,0.948,1.621,5.952,0.85,0.327,0.053,16.121,0.319,0.228,0,0,1,2035.097,False
HD 155886_7,HD 155886,0.59,0.079,3.352,4.512,5.952,0.85,0.327,0.094,280.789,0.603,0.527,1,1,1,2035.097,True
HD 155886_8,HD 155886,3.879,0.087,2.635,17.572,5.952,0.85,0.327,0.673,202.596,4.145,0.199,0,0,1,2035.097,False
HD 10476_0,HD 10476,0.171,0.07,0.738,0.194,7.644,0.85,0.454,0.012,330.41,0.17,0.852,0,0,1,2035.099,False
HD 201092_1,HD 201092,2.708,0.059,2.37,8.333,3.496,0.63,0.078,0.728,10.079,2.587,0.413,1,1,1,2035.1,False
HD 165341 B_1,HD 165341 B,1.256,0.089,0.5,0.079,5.122,0.78,0.164,0.187,337.716,1.215,0.074,0,0,1,2035.101,False
HD 165341 B_2,HD 165341 B,4.082,0.042,1.247,1.843,5.122,0.78,0.164,0.481,319.725,4.21,0.025,0,0,1,2035.101,False
HD 165341 B_3,HD 165341 B,0.1,0.077,0.528,0.138,5.122,0.78,0.164,0.015,155.083,0.107,0.748,0,0,1,2035.101,False
HD 165341 B_4,HD 165341 B,0.76,0.117,1.137,2.589,5.122,0.78,0.164,0.041,211.704,0.845,0.002,0,0,1,2035.101,False
HD 131977_0,HD 131977,2.114,0.033,1.305,2.166,5.886,0.72,0.223,0.292,337.285,2.102,0.66,1,1,1,2035.103,False
HD 219134_0,HD 219134,1.298,0.068,3.021,3.577,6.542,0.75,0.266,0.122,354.175,1.22,0.036,1,1,1,2035.104,False
HD 219134_1,HD 219134,0.107,0.06,0.589,0.095,6.542,0.75,0.266,0.01,187.329,0.108,0.031,0,0,1,2035.104,False
HD 219134_2,HD 219134,0.475,0.085,1.279,1.562,6.542,0.75,0.266,0.048,120.776,0.435,0.054,0,0,1,2035.104,True
HD 219134_3,HD 219134,2.999,0.067,1.913,2.632,6.542,0.75,0.266,0.429,192.595,2.878,0.215,0,0,1,2035.104,False
HD 219134_4,HD 219134,0.285,0.083,1.716,1.696,6.542,0.75,0.266,0.046,138.862,0.3,0.371,0,0,1,2035.104,False
HD 219134_5,HD 219134,1.823,0.052,1.09,1.858,6.542,0.75,0.266,0.193,315.191,1.879,0.782,1,1,1,2035.104,False
HD 219134_7,HD 219134,0.986,0.056,2.277,3.252,6.542,0.75,0.266,0.134,244.967,1.016,0.109,1,1,1,2035.104,False
HD 88230_0,HD 88230,1.858,0.024,1.413,2.053,4.871,0.63,0.103,0.261,142.191,1.834,0.765,1,1,1,2035.105,False
HD 88230_1,HD 88230,0.369,0.102,2.613,5.786,4.871,0.63,0.103,0.048,275.891,0.336,0.765,0,0,1,2035.105,True
HD 88230_2,HD 88230,0.941,0.058,0.511,0.071,4.871,0.63,0.103,0.138,179.65,0.993,0.777,0,0,1,2035.105,False
HD 88230_3,HD 88230,1.397,0.055,1.541,1.79,4.871,0.63,0.103,0.221,218.186,1.464,0.733,1,1,1,2035.105,False
HD 88230_4,HD 88230,0.683,0.12,0.831,1.323,4.871,0.63,0.103,0.053,308.582,0.747,0.005,0,0,1,2035.105,False
HD 88230_5,HD 88230,2.552,0.09,1.594,5.37,4.871,0.63,0.103,0.475,357.479,2.723,0.627,1,1,1,2035.105,False
HD 88230_6,HD 88230,2.842,0.103,0.661,0.236,4.871,0.63,0.103,0.354,329.009,2.955,0.025,0,0,1,2035.105,False
HD 4628_0,HD 4628,0.299,0.054,1.741,3.577,7.435,0.78,0.3,0.037,90.488,0.283,0.204,0,0,1,2035.107,False
HD 4628_1,HD 4628,4.258,0.031,1.273,2.113,7.435,0.78,0.3,0.318,326.484,4.245,0.021,0,0,1,2035.107,False
HD 4628_4,HD 4628,4.069,0.034,0.981,0.978,7.435,0.78,0.3,0.565,94.661,4.207,0.286,0,0,1,2035.107,False
HD 4628_5,HD 4628,3.681,0.025,0.897,0.907,7.435,0.78,0.3,0.483,245.135,3.596,0.332,0,0,1,2035.107,False
HD 4628_6,HD 4628,1.476,0.055,1.942,3.279,7.435,0.78,0.3,0.18,258.135,1.415,0.171,1,1,1,2035.107,False
HD 192310_0,HD 192310,1.267,0.07,0.641,3.225,8.812,0.77,0.404,0.073,348.522,1.218,0.018,0,0,1,2035.108,False
HD 192310_1,HD 192310,1.472,0.082,2.73,38.464,8.812,0.77,0.404,0.154,298.016,1.586,0.103,0,0,1,2035.108,False
HD 192310_2,HD 192310,0.631,0.109,2.544,7.928,8.812,0.77,0.404,0.066,75.11,0.651,0.572,1,1,1,2035.108,True
HD 192310_3,HD 192310,0.091,0.084,2.458,9.634,8.812,0.77,0.404,0.011,219.147,0.098,0.392,0,0,1,2035.108,False
HD 10360_0,HD 10360,0.111,0.132,2.009,2.79,8.189,0.78,0.345,0.012,348.033,0.109,0.126,0,0,1,2035.11,False
HD 10360_1,HD 10360,0.559,0.036,0.525,0.157,8.189,0.78,0.345,0.02,162.717,0.572,0.959,0,0,1,2035.11,True
HD 10360_2,HD 10360,3.873,0.13,2.182,6.634,8.189,0.78,0.345,0.41,319.286,3.389,0.251,0,0,1,2035.11,False
HD 10360_4,HD 10360,0.185,0.028,3.239,14.522,8.189,0.78,0.345,0.011,92.46,0.18,0.884,0,0,1,2035.11,False
HD 10360_5,HD 10360,2.33,0.067,0.679,0.262,8.189,0.78,0.345,0.292,55.369,2.486,0.465,0,0,1,2035.11,False
HD 156026_0,HD 156026,3.18,0.093,3.171,12.457,5.954,0.68,0.158,0.548,179.357,3.296,0.391,1,1,1,2035.111,False
HD 156026_1,HD 156026,0.564,0.081,0.509,0.104,5.954,0.68,0.158,0.096,140.62,0.607,0.164,0,0,1,2035.111,True
HD 156026_2,HD 156026,0.423,0.044,0.607,0.161,5.954,0.68,0.158,0.068,296.818,0.413,0.429,1,1,1,2035.111,True
HD 156026_3,HD 156026,1.001,0.06,2.318,6.886,5.954,0.68,0.158,0.147,66.158,1.025,0.621,1,1,1,2035.111,False
HD 156026_5,HD 156026,1.693,0.124,2.972,18.392,5.954,0.68,0.158,0.298,226.942,1.856,0.479,1,1,1,2035.111,False
HD 149661_2,HD 149661,2.991,0.073,1.285,1.48,9.894,0.87,0.462,0.31,80.949,3.136,0.427,0,0,1,2035.112,False
HD 149661_3,HD 149661,2.364,0.065,0.7,0.369,9.894,0.87,0.462,0.177,284.259,2.378,0.056,0,0,1,2035.112,False
HD 149661_5,HD 149661,3.155,0.051,2.936,10.042,9.894,0.87,0.462,0.279,329.88,3.001,0.537,1,1,1,2035.112,False
HD 10361_1,HD 10361,0.761,0.025,1.303,1.111,8.197,0.77,0.304,0.092,195.76,0.757,0.324,1,1,1,2035.114,True
HD 10361_2,HD 10361,0.985,0.066,0.785,0.305,8.197,0.77,0.304,0.115,263.692,0.975,0.195,0,0,1,2035.114,False
HD 10361_3,HD 10361,1.525,0.07,0.586,0.106,8.197,0.77,0.304,0.165,293.931,1.618,0.641,0,0,1,2035.114,False
HD 10361_4,HD 10361,4.037,0.084,0.501,0.078,8.197,0.77,0.304,0.455,6.421,3.917,0.486,0,0,1,2035.114,False
HD 3651 A_0,HD 3651 A,0.818,0.09,1.086,1.01,11.108,0.86,0.532,0.067,201.157,0.744,0.331,1,1,1,2035.115,True
HD 3651 A_3,HD 3651 A,0.106,0.12,3.284,4.001,11.108,0.86,0.532,0.005,292.118,0.095,0.86,0,0,1,2035.115,False
HD 3651 A_5,HD 3651 A,0.552,0.025,0.534,0.183,11.108,0.86,0.532,0.019,104.271,0.552,0.93,0,0,1,2035.115,False
HD 100623 A_0,HD 100623 A,4.014,0.105,2.503,3.348,9.559,0.88,0.37,0.406,117.874,4.308,0.567,1,1,1,2035.116,False
HD 100623 A_2,HD 100623 A,0.102,0.086,0.559,0.126,9.559,0.88,0.37,0.01,240.566,0.102,0.426,0,0,1,2035.116,False
HD 100623 A_3,HD 100623 A,4.384,0.075,1.441,2.296,9.559,0.88,0.37,0.22,196.724,4.678,0.904,0,0,1,2035.116,False
HD 100623 A_4,HD 100623 A,2.524,0.072,0.66,0.245,9.559,0.88,0.37,0.231,272.02,2.463,0.128,0,0,1,2035.116,False
HD 100623 A_5,HD 100623 A,4.18,0.038,0.734,0.268,9.559,0.88,0.37,0.427,7.286,4.165,0.423,0,0,1,2035.116,False
HD 100623 A_6,HD 100623 A,0.362,0.165,0.555,0.159,9.559,0.88,0.37,0.024,353.939,0.415,0.021,0,0,1,2035.116,False
HD 100623 A_7,HD 100623 A,4.073,0.068,1.365,2.334,9.559,0.88,0.37,0.221,145.733,3.814,0.021,0,0,1,2035.116,False
HD 216803_1,HD 216803,3.539,0.087,2.035,4.943,7.601,0.72,0.196,0.462,160.549,3.812,0.537,1,1,1,2035.118,False
HD 216803_3,HD 216803,0.104,0.044,0.893,0.59,7.601,0.72,0.196,0.012,348.939,0.102,0.149,0,0,1,2035.118,False
HD 216803_4,HD 216803,2.738,0.038,2.631,20.064,7.601,0.72,0.196,0.136,358.276,2.789,0.935,1,1,1,2035.118,False
HD 216803_5,HD 216803,0.109,0.06,0.686,0.28,7.601,0.72,0.196,0.014,295.84,0.115,0.561,0,0,1,2035.118,False
HD 216803_6,HD 216803,0.431,0.071,1.431,2.884,7.601,0.72,0.196,0.048,206.342,0.439,0.09,0,0,1,2035.118,True
HD 32147_1,HD 32147,0.121,0.122,1.044,1.198,8.844,0.75,0.29,0.011,85.303,0.113,0.652,0,0,1,2035.119,False
HD 32147_2,HD 32147,3.272,0.062,1.942,4.24,8.844,0.75,0.29,0.379,314.625,3.474,0.463,1,1,1,2035.119,False
HD 17925_0,HD 17925,1.472,0.037,0.676,0.225,10.361,0.82,0.401,0.136,295.553,1.523,0.15,0,0,1,2035.121,False
HD 17925_2,HD 17925,0.735,0.099,0.938,0.418,10.361,0.82,0.401,0.033,254.311,0.709,0.013,0,0,1,2035.121,True
HD 17925_3,HD 17925,0.561,0.086,1.065,1.168,10.361,0.82,0.401,0.046,140.929,0.557,0.104,0,0,1,2035.121,True
HD 17925_4,HD 17925,0.848,0.062,1.424,9.166,10.361,0.82,0.401,0.069,252.048,0.866,0.087,0,0,1,2035.121,True
HD 17925_6,HD 17925,3.618,0.076,0.719,0.34,10.361,0.82,0.401,0.348,252.281,3.626,0.369,0,0,1,2035.121,False
HD 37394_0,HD 37394,1.839,0.051,0.552,0.13,12.27,0.88,0.478,0.099,41.185,1.89,0.8,0,0,1,2035.122,False
HD 37394_1,HD 37394,0.501,0.058,1.934,3.563,12.27,0.88,0.478,0.027,359.174,0.472,0.045,0,0,1,2035.122,False
HD 37394_3,HD 37394,1.245,0.044,1.502,1.233,12.27,0.88,0.478,0.1,336.712,1.243,0.255,1,1,1,2035.122,False
HD 37394_5,HD 37394,0.152,0.102,1.111,2.258,12.27,0.88,0.478,0.008,119.74,0.151,0.041,0,0,1,2035.122,False
HD 37394_9,HD 37394,0.863,0.077,0.726,0.225,12.27,0.88,0.478,0.062,124.419,0.813,0.506,1,1,1,2035.122,True
HD 37394_10,HD 37394,0.093,0.059,3.205,17.212,12.27,0.88,0.478,0.007,248.029,0.088,0.284,0,0,1,2035.122,False
HD 37394_11,HD 37394,1.171,0.065,2.415,3.446,12.27,0.88,0.478,0.099,30.383,1.228,0.24,1,1,1,2035.122,False
HD 37394_15,HD 37394,0.222,0.142,1.093,1.517,12.27,0.88,0.478,0.018,212.638,0.239,0.544,0,0,1,2035.122,False
HD 37394_16,HD 37394,2.623,0.055,2.621,11.231,12.27,0.88,0.478,0.204,69.098,2.563,0.439,1,1,1,2035.122,False
HD 95735_0,HD 95735,0.673,0.041,0.901,0.885,2.546,0.44,0.02,0.269,272.776,0.685,0.303,1,1,1,2035.123,False
HD 95735_2,HD 95735,0.392,0.078,0.638,0.142,2.546,0.44,0.02,0.126,262.667,0.421,0.711,1,1,1,2035.123,False
HD 95735_3,HD 95735,0.164,0.146,0.847,0.374,2.546,0.44,0.02,0.059,283.814,0.154,0.436,0,0,1,2035.123,True
HD 95735_4,HD 95735,2.481,0.023,1.454,1.218,2.546,0.44,0.02,0.705,44.225,2.506,0.748,1,1,1,2035.123,False
HD 95735_6,HD 95735,0.163,0.047,1.008,1.443,2.546,0.44,0.02,0.062,68.761,0.159,0.353,1,1,1,2035.123,True
HD 217987_0,HD 217987,3.278,0.032,3.1,13.147,3.287,0.49,0.036,0.956,193.567,3.265,0.194,0,0,1,2035.125,False
HD 217987_1,HD 217987,0.104,0.158,2.049,3.903,3.287,0.49,0.036,0.023,229.112,0.091,0.084,0,0,1,2035.125,False
HD 202560_0,HD 202560,0.846,0.075,1.59,2.403,3.97,0.59,0.083,0.084,88.47,0.807,0.919,1,1,1,2035.126,False
