PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,DetStatus,NDet,NObs,LastObs,HZ
HD 86728 A_0,HD 86728 A,0.138,0.113,0.53,0.096,14.926,1.0,1.378,0.009,172.357,0.14,0.46,0,0,2,2035.304,False
HD 86728 A_1,HD 86728 A,1.194,0.049,0.519,0.097,14.926,1.0,1.378,0.076,56.929,1.24,0.146,0,0,2,2035.304,True
HD 86728 A_2,HD 86728 A,1.586,0.024,0.736,0.333,14.926,1.0,1.378,0.099,208.094,1.553,0.177,0,0,2,2035.304,True
HD 86728 A_3,HD 86728 A,0.34,0.077,0.971,1.049,14.926,1.0,1.378,0.022,89.296,0.362,0.127,0,0,2,2035.304,False
HD 86728 A_4,HD 86728 A,3.143,0.15,2.985,25.307,14.926,1.0,1.378,0.132,253.63,2.674,0.731,1,2,2,2035.304,False
HD 86728 A_5,HD 86728 A,0.238,0.132,1.155,1.588,14.926,1.0,1.378,0.006,239.227,0.224,0.007,0,0,2,2035.304,False
HD 86728 A_6,HD 86728 A,2.84,0.137,2.462,4.922,14.926,1.0,1.378,0.117,187.37,2.748,0.805,1,2,2,2035.304,False
HD 20794_0,HD 20794,4.322,0.17,2.962,5.482,6.041,0.97,0.654,0.431,198.742,4.443,0.025,0,0,2,2035.305,False
HD 20794_1,HD 20794,2.398,0.095,1.302,1.627,6.041,0.97,0.654,0.296,352.051,2.346,0.064,0,0,2,2035.305,False
HD 115617_0,HD 115617,1.956,0.004,0.732,0.391,8.534,0.97,0.825,0.22,123.583,1.959,0.187,0,0,2,2035.307,False
HD 115617_1,HD 115617,0.76,0.09,2.931,3.775,8.534,0.97,0.825,0.031,218.474,0.821,0.004,0,1,2,2035.307,True
HD 115617_2,HD 115617,0.621,0.047,0.562,0.132,8.534,0.97,0.825,0.062,112.967,0.609,0.611,1,1,2,2035.307,False
HD 115617_3,HD 115617,0.199,0.073,3.38,20.4,8.534,0.97,0.825,0.022,179.203,0.203,0.544,0,0,2,2035.307,False
HD 115617_4,HD 115617,2.599,0.104,0.763,0.211,8.534,0.97,0.825,0.237,246.575,2.84,0.752,0,0,2,2035.307,False
HD 115617_5,HD 115617,2.098,0.045,1.487,5.131,8.534,0.97,0.825,0.19,21.603,2.004,0.668,0,0,2,2035.307,False
HD 115617_6,HD 115617,3.003,0.084,0.942,0.716,8.534,0.97,0.825,0.165,151.397,3.135,0.011,0,0,2,2035.307,False
HD 53705_0,HD 53705,0.273,0.081,1.735,7.702,17.059,1.04,1.49,0.015,227.01,0.288,0.127,0,0,2,2035.308,False
HD 53705_1,HD 53705,2.604,0.083,3.306,29.747,17.059,1.04,1.49,0.138,201.834,2.596,0.135,1,2,2,2035.308,False
HD 53705_2,HD 53705,1.597,0.089,2.478,5.883,17.059,1.04,1.49,0.031,151.259,1.503,0.005,0,1,2,2035.308,True
HD 53705_3,HD 53705,0.715,0.026,1.359,2.07,17.059,1.04,1.49,0.041,11.889,0.707,0.369,0,0,2,2035.308,False
HD 53705_4,HD 53705,0.527,0.092,2.437,20.655,17.059,1.04,1.49,0.024,14.158,0.575,0.05,0,0,2,2035.308,False
HD 55575_0,HD 55575,1.084,0.09,0.727,0.609,16.852,1.14,1.463,0.007,131.475,1.141,0.994,0,0,2,2035.31,True
HD 55575_1,HD 55575,0.133,0.053,0.578,0.106,16.852,1.14,1.463,0.007,353.697,0.128,0.201,0,0,2,2035.31,False
HD 20630_1,HD 20630,0.648,0.142,1.547,2.557,9.276,0.98,0.857,0.071,326.597,0.682,0.46,1,2,2,2035.311,False
HD 20630_5,HD 20630,1.387,0.083,0.621,0.155,9.276,0.98,0.857,0.141,66.299,1.329,0.42,0,0,2,2035.311,True
HD 102365_0,HD 102365,1.154,0.024,2.235,6.312,9.319,1.02,0.844,0.11,151.494,1.146,0.13,1,2,2,2035.312,True
HD 102365_1,HD 102365,4.021,0.031,1.113,3.548,9.319,1.02,0.844,0.314,64.568,4.144,0.048,0,0,2,2035.312,False
HD 102365_2,HD 102365,0.113,0.031,0.976,1.053,9.319,1.02,0.844,0.007,236.859,0.116,0.869,0,0,2,2035.312,False
HD 39091_1,HD 39091,3.12,0.028,1.191,1.233,18.287,1.08,1.533,0.132,157.569,3.158,0.064,0,0,2,2035.314,False
HD 39091_2,HD 39091,2.865,0.029,0.677,0.276,18.287,1.08,1.533,0.084,142.855,2.797,0.02,0,0,2,2035.314,False
HD 39091_3,HD 39091,3.55,0.072,1.069,1.542,18.287,1.08,1.533,0.18,158.864,3.662,0.566,0,0,2,2035.314,False
HD 39091_4,HD 39091,4.534,0.027,1.234,2.258,18.287,1.08,1.533,0.217,152.281,4.549,0.602,0,0,2,2035.314,False
HD 39091_5,HD 39091,1.437,0.051,1.31,4.963,18.287,1.08,1.533,0.075,209.821,1.456,0.507,0,0,2,2035.314,True
HD 39091_6,HD 39091,0.67,0.012,2.604,10.642,18.287,1.08,1.533,0.036,54.173,0.678,0.224,0,0,2,2035.314,False
HD 20807_0,HD 20807,0.337,0.072,1.793,2.884,12.039,1.07,1.017,0.019,60.277,0.348,0.04,0,0,2,2035.315,False
HD 20807_1,HD 20807,1.546,0.069,0.954,0.889,12.039,1.07,1.017,0.128,203.561,1.565,0.401,1,2,2,2035.315,True
HD 20807_2,HD 20807,2.979,0.055,2.038,4.205,12.039,1.07,1.017,0.155,243.059,3.057,0.029,0,0,2,2035.315,False
HD 131156 A_0,HD 131156 A,0.922,0.01,2.426,5.907,6.754,0.96,0.553,0.135,126.735,0.913,0.337,1,2,2,2035.316,True
HD 131156 A_1,HD 131156 A,1.097,0.147,1.932,11.706,6.754,0.96,0.553,0.145,287.64,1.257,0.695,1,2,2,2035.316,True
HD 65907 A_0,HD 65907 A,0.584,0.099,0.585,0.135,16.172,1.11,1.29,0.017,180.89,0.642,0.009,0,0,2,2035.318,False
HD 65907 A_1,HD 65907 A,1.316,0.075,0.982,1.107,16.172,1.11,1.29,0.083,104.486,1.354,0.273,0,0,2,2035.318,True
HD 65907 A_2,HD 65907 A,1.009,0.058,1.202,3.968,16.172,1.11,1.29,0.062,230.263,1.0,0.313,1,1,2,2035.318,True
HD 147513_0,HD 147513,1.541,0.04,0.645,0.275,12.892,1.07,1.001,0.107,107.484,1.595,0.612,0,0,2,2035.319,True
HD 147513_1,HD 147513,1.513,0.099,0.537,0.114,12.892,1.07,1.001,0.119,323.09,1.656,0.532,0,0,2,2035.319,True
HD 147513_2,HD 147513,4.633,0.075,1.379,2.053,12.892,1.07,1.001,0.323,128.598,4.306,0.459,0,0,2,2035.319,False
HD 147513_4,HD 147513,0.196,0.111,0.74,0.193,12.892,1.07,1.001,0.013,144.741,0.174,0.45,0,0,2,2035.319,False
HD 147513_5,HD 147513,4.52,0.075,0.624,0.154,12.892,1.07,1.001,0.352,286.608,4.615,0.416,0,0,2,2035.319,False
HD 147513_6,HD 147513,1.743,0.075,1.796,1.351,12.892,1.07,1.001,0.12,119.101,1.639,0.507,1,2,2,2035.319,False
HD 147513_7,HD 147513,2.47,0.028,0.667,0.198,12.892,1.07,1.001,0.146,28.831,2.401,0.692,0,0,2,2035.319,False
HD 146233_0,HD 146233,0.356,0.047,2.679,19.012,14.137,1.02,1.094,0.014,50.726,0.356,0.862,0,0,2,2035.321,False
HD 146233_1,HD 146233,0.206,0.044,2.032,18.545,14.137,1.02,1.094,0.014,226.684,0.201,0.435,0,0,2,2035.321,False
HD 146233_4,HD 146233,0.539,0.141,1.433,1.238,14.137,1.02,1.094,0.035,206.977,0.501,0.283,0,0,2,2035.321,False
HD 30495_0,HD 30495,1.934,0.08,0.989,0.414,13.24,1.04,0.966,0.121,294.436,2.061,0.699,0,0,2,2035.322,False
HD 30495_2,HD 30495,0.416,0.06,1.179,2.305,13.24,1.04,0.966,0.019,190.935,0.392,0.793,0,0,2,2035.322,False
HD 30495_3,HD 30495,1.848,0.089,0.623,0.192,13.24,1.04,0.966,0.126,3.487,1.863,0.571,0,0,2,2035.322,False
HD 50692_0,HD 50692,3.95,0.04,2.831,8.758,17.405,1.08,1.293,0.2,110.135,4.031,0.613,0,1,2,2035.323,False
HD 50692_1,HD 50692,0.28,0.064,0.734,0.338,17.405,1.08,1.293,0.008,265.631,0.276,0.015,0,0,2,2035.323,False
HD 50692_2,HD 50692,0.513,0.081,1.798,3.935,17.405,1.08,1.293,0.023,342.573,0.484,0.656,0,0,2,2035.323,False
HD 50692_3,HD 50692,0.925,0.032,2.849,11.466,17.405,1.08,1.293,0.025,125.481,0.952,0.012,0,0,2,2035.323,True
HD 190360_0,HD 190360,0.922,0.17,1.79,3.607,16.003,0.96,1.165,0.036,143.361,0.809,0.745,0,0,2,2035.325,False
HD 190360_1,HD 190360,3.764,0.081,1.071,4.456,16.003,0.96,1.165,0.226,27.718,3.673,0.238,0,0,2,2035.325,False
HD 190360_3,HD 190360,3.632,0.139,2.733,14.342,16.003,0.96,1.165,0.193,275.881,4.023,0.066,0,0,2,2035.325,False
HD 190360_4,HD 190360,1.735,0.021,0.534,0.11,16.003,0.96,1.165,0.104,350.837,1.77,0.164,0,0,2,2035.325,True
HD 190360_5,HD 190360,0.581,0.08,1.934,4.569,16.003,0.96,1.165,0.017,31.891,0.611,0.909,0,0,2,2035.325,False
HD 136352_0,HD 136352,1.127,0.083,0.501,0.057,14.739,1.02,1.029,0.076,273.122,1.174,0.179,0,0,2,2035.326,True
HD 136352_2,HD 136352,0.995,0.082,1.549,2.6,14.739,1.02,1.029,0.053,175.913,0.968,0.676,0,0,2,2035.326,True
HD 136352_3,HD 136352,3.774,0.069,2.041,2.393,14.739,1.02,1.029,0.247,262.656,3.777,0.466,0,0,2,2035.326,False
HD 136352_4,HD 136352,1.831,0.068,0.826,1.102,14.739,1.02,1.029,0.127,355.938,1.886,0.272,0,0,2,2035.326,False
HD 128621_0,HD 128621,0.181,0.076,0.591,0.143,1.332,0.94,0.503,0.079,73.665,0.168,0.031,1,2,2,2035.327,False
HD 128621_1,HD 128621,3.969,0.152,0.756,0.205,1.332,0.94,0.503,2.858,278.307,3.828,0.372,0,0,2,2035.327,False
HD 128621_3,HD 128621,4.377,0.084,0.667,0.375,1.332,0.94,0.503,1.405,309.585,4.684,0.007,0,0,2,2035.327,False
HD 128621_4,HD 128621,1.135,0.055,1.179,6.717,1.332,0.94,0.503,0.747,298.654,1.196,0.091,0,1,2,2035.327,True
HD 101501_3,HD 101501,0.112,0.069,1.262,2.632,9.576,0.94,0.609,0.007,353.944,0.114,0.023,0,0,2,2035.329,False
HD 101501_7,HD 101501,0.888,0.054,0.887,0.375,9.576,0.94,0.609,0.073,342.691,0.89,0.69,1,1,2,2035.329,True
HD 20766_0,HD 20766,1.336,0.161,1.674,2.568,12.045,1.01,0.794,0.095,199.289,1.156,0.408,1,1,2,2035.33,True
HD 20766_1,HD 20766,0.327,0.097,2.659,5.834,12.045,1.01,0.794,0.018,233.349,0.31,0.049,0,0,2,2035.33,False
HD 20766_4,HD 20766,1.915,0.031,0.912,0.627,12.045,1.01,0.794,0.138,20.961,1.858,0.575,1,2,2,2035.33,False
HD 72905_1,HD 72905,0.661,0.069,0.5,0.066,14.439,1.08,0.973,0.029,271.666,0.706,0.827,0,0,2,2035.332,False
HD 72905_3,HD 72905,0.899,0.099,2.776,7.831,14.439,1.08,0.973,0.049,157.696,0.893,0.074,0,0,2,2035.332,True
HD 72905_4,HD 72905,0.923,0.214,1.407,1.443,14.439,1.08,0.973,0.076,146.169,1.11,0.233,1,1,2,2035.332,False
HD 72905_5,HD 72905,3.175,0.086,0.525,0.102,14.439,1.08,0.973,0.185,245.968,3.036,0.116,0,0,2,2035.332,False
HD 156274 A_3,HD 156274 A,4.433,0.138,1.608,7.03,8.791,0.9,0.452,0.531,240.657,4.915,0.178,0,0,2,2035.333,False
HD 4391_0,HD 4391,0.363,0.182,1.471,2.315,15.049,0.98,0.923,0.027,86.806,0.408,0.227,0,0,2,2035.334,False
HD 4391_1,HD 4391,1.544,0.114,0.614,0.238,15.049,0.98,0.923,0.085,239.358,1.454,0.594,0,0,2,2035.334,False
HD 4391_2,HD 4391,0.361,0.058,0.863,0.585,15.049,0.98,0.923,0.02,255.037,0.376,0.695,0,0,2,2035.334,False
HD 4391_3,HD 4391,0.102,0.064,0.942,0.594,15.049,0.98,0.923,0.007,230.613,0.107,0.512,0,0,2,2035.334,False
HD 4391_4,HD 4391,0.526,0.038,2.712,6.312,15.049,0.98,0.923,0.035,213.429,0.538,0.237,0,0,2,2035.334,False
HD 10780_0,HD 10780,0.841,0.11,1.077,1.419,10.041,0.9,0.516,0.078,7.407,0.915,0.103,0,1,2,2035.336,True
HD 10780_3,HD 10780,2.25,0.098,1.348,1.373,10.041,0.9,0.516,0.196,273.054,2.103,0.516,0,1,2,2035.336,False
HD 10780_4,HD 10780,2.669,0.102,2.513,5.195,10.041,0.9,0.516,0.235,132.689,2.473,0.181,0,0,2,2035.336,False
HD 140538 A_0,HD 140538 A,2.088,0.047,0.685,0.566,14.793,0.94,0.834,0.073,52.948,2.179,0.884,0,0,2,2035.337,False
HD 140538 A_1,HD 140538 A,0.512,0.053,2.798,25.412,14.793,0.94,0.834,0.015,201.166,0.499,0.911,0,0,2,2035.337,False
HD 140538 A_2,HD 140538 A,4.137,0.053,0.916,0.811,14.793,0.94,0.834,0.246,80.339,4.071,0.573,0,0,2,2035.337,False
HD 165341 A_0,HD 165341 A,3.482,0.036,1.359,6.662,5.113,0.88,0.532,0.18,310.981,3.451,0.002,0,0,2,2035.338,False
HD 165341 A_2,HD 165341 A,0.277,0.022,2.947,11.466,5.113,0.88,0.532,0.053,186.055,0.281,0.187,0,0,2,2035.338,False
HD 165341 A_3,HD 165341 A,0.642,0.027,1.615,4.051,5.113,0.88,0.532,0.113,204.854,0.627,0.152,1,2,2,2035.338,True
HD 166_0,HD 166,1.592,0.09,1.08,1.198,13.766,0.94,0.647,0.118,138.238,1.628,0.297,0,1,2,2035.34,False
HD 166_1,HD 166,0.635,0.021,0.515,0.133,13.766,0.94,0.647,0.044,292.928,0.638,0.491,0,0,2,2035.34,True
HD 26965 A_1,HD 26965 A,0.482,0.058,1.38,6.418,5.01,0.86,0.41,0.087,239.25,0.479,0.141,1,2,2,2035.341,False
HD 26965 A_2,HD 26965 A,0.345,0.049,0.5,0.068,5.01,0.86,0.41,0.069,23.421,0.357,0.197,1,1,2,2035.341,False
HD 185144_1,HD 185144,0.747,0.07,0.5,0.055,5.764,0.87,0.434,0.137,252.909,0.799,0.407,0,0,2,2035.342,True
HD 185144_3,HD 185144,0.688,0.135,2.317,4.531,5.764,0.87,0.434,0.112,117.349,0.775,0.646,1,2,2,2035.342,True
HD 209100_0,HD 209100,2.433,0.127,0.524,0.06,3.638,0.72,0.222,0.569,171.912,2.327,0.58,0,0,2,2035.344,False
HD 209100_1,HD 209100,1.218,0.094,0.54,0.062,3.638,0.72,0.222,0.288,322.536,1.295,0.668,0,0,2,2035.344,False
HD 209100_2,HD 209100,0.989,0.073,1.925,6.418,3.638,0.72,0.222,0.195,132.911,1.011,0.759,1,1,2,2035.344,False
HD 209100_4,HD 209100,3.542,0.022,2.632,11.231,3.638,0.72,0.222,0.834,297.474,3.485,0.604,1,2,2,2035.344,False
HD 209100_5,HD 209100,0.635,0.076,0.931,0.561,3.638,0.72,0.222,0.141,162.183,0.602,0.101,0,1,2,2035.344,True
HD 209100_6,HD 209100,1.701,0.082,0.885,0.458,3.638,0.72,0.222,0.081,172.251,1.643,0.001,0,0,2,2035.344,False
HD 209100_8,HD 209100,2.097,0.099,2.488,5.392,3.638,0.72,0.222,0.279,270.991,1.952,0.871,1,2,2,2035.344,False
HD 209100_9,HD 209100,0.782,0.071,2.297,7.389,3.638,0.72,0.222,0.161,101.572,0.726,0.08,1,2,2,2035.344,False
HD 209100_10,HD 209100,0.182,0.056,2.026,3.984,3.638,0.72,0.222,0.052,190.155,0.191,0.356,0,0,2,2035.344,False
HD 209100_11,HD 209100,0.917,0.107,1.174,1.243,3.638,0.72,0.222,0.197,213.627,0.831,0.614,1,2,2,2035.344,False
HD 201091_1,HD 201091,1.051,0.108,0.699,0.561,3.497,0.68,0.142,0.299,224.115,1.109,0.505,1,1,2,2035.345,False
HD 201091_2,HD 201091,2.964,0.153,0.94,0.635,3.497,0.68,0.142,0.427,216.771,2.534,0.026,0,0,2,2035.345,False
HD 201091_4,HD 201091,2.241,0.067,3.013,5.907,3.497,0.68,0.142,0.361,227.09,2.335,0.019,0,0,2,2035.345,False
HD 155885_0,HD 155885,0.424,0.016,1.08,4.862,5.948,0.85,0.332,0.071,104.594,0.429,0.22,1,1,2,2035.347,False
HD 155885_1,HD 155885,0.125,0.137,2.355,2.721,5.948,0.85,0.332,0.009,170.204,0.134,0.919,0,0,2,2035.347,False
HD 155885_4,HD 155885,2.293,0.052,0.991,1.006,5.948,0.85,0.332,0.32,270.362,2.403,0.686,0,0,2,2035.347,False
HD 155886_1,HD 155886,0.511,0.064,0.698,0.247,5.952,0.85,0.327,0.087,320.315,0.521,0.257,1,2,2,2035.348,True
HD 155886_2,HD 155886,0.232,0.069,1.589,5.691,5.952,0.85,0.327,0.016,241.477,0.248,0.926,0,0,2,2035.348,False
HD 155886_3,HD 155886,1.253,0.044,2.915,5.37,5.952,0.85,0.327,0.144,104.687,1.307,0.037,1,2,2,2035.348,False
HD 155886_4,HD 155886,0.305,0.028,0.94,1.414,5.952,0.85,0.327,0.035,219.884,0.3,0.046,0,0,2,2035.348,False
HD 155886_5,HD 155886,0.201,0.128,1.339,1.367,5.952,0.85,0.327,0.036,339.764,0.225,0.191,0,0,2,2035.348,False
HD 155886_6,HD 155886,0.316,0.044,0.948,1.621,5.952,0.85,0.327,0.049,265.156,0.302,0.466,0,0,2,2035.348,False
HD 155886_7,HD 155886,0.59,0.079,3.352,4.512,5.952,0.85,0.327,0.088,78.176,0.586,0.128,1,2,2,2035.348,True
HD 155886_8,HD 155886,3.879,0.087,2.635,17.572,5.952,0.85,0.327,0.674,193.172,4.104,0.22,0,0,2,2035.348,False
HD 10476_0,HD 10476,0.171,0.07,0.738,0.194,7.644,0.85,0.454,0.022,208.05,0.183,0.566,0,0,2,2035.349,False
HD 201092_1,HD 201092,2.708,0.059,2.37,8.333,3.496,0.63,0.078,0.733,356.656,2.562,0.306,1,2,2,2035.351,False
HD 165341 B_1,HD 165341 B,1.256,0.089,0.5,0.079,5.122,0.78,0.164,0.204,265.735,1.32,0.074,0,0,2,2035.352,False
HD 165341 B_2,HD 165341 B,4.082,0.042,1.247,1.843,5.122,0.78,0.164,0.548,308.572,4.227,0.038,0,0,2,2035.352,False
HD 165341 B_3,HD 165341 B,0.1,0.077,0.528,0.138,5.122,0.78,0.164,0.012,163.407,0.107,0.836,0,0,2,2035.352,False
HD 165341 B_4,HD 165341 B,0.76,0.117,1.137,2.589,5.122,0.78,0.164,0.132,75.222,0.698,0.45,1,1,2,2035.352,False
HD 131977_0,HD 131977,2.114,0.033,1.305,2.166,5.886,0.72,0.223,0.316,308.636,2.132,0.602,1,2,2,2035.353,False
HD 219134_0,HD 219134,1.298,0.068,3.021,3.577,6.542,0.75,0.266,0.174,285.781,1.22,0.16,1,2,2,2035.355,False
HD 219134_1,HD 219134,0.107,0.06,0.589,0.095,6.542,0.75,0.266,0.017,119.722,0.113,0.449,0,0,2,2035.355,False
HD 219134_2,HD 219134,0.475,0.085,1.279,1.562,6.542,0.75,0.266,0.071,250.072,0.494,0.498,1,1,2,2035.355,True
HD 219134_3,HD 219134,2.999,0.067,1.913,2.632,6.542,0.75,0.266,0.447,185.674,2.925,0.333,0,0,2,2035.355,False
HD 219134_4,HD 219134,0.285,0.083,1.716,1.696,6.542,0.75,0.266,0.04,334.329,0.264,0.256,0,0,2,2035.355,False
HD 219134_5,HD 219134,1.823,0.052,1.09,1.858,6.542,0.75,0.266,0.212,273.055,1.832,0.715,1,2,2,2035.355,False
HD 219134_7,HD 219134,0.986,0.056,2.277,3.252,6.542,0.75,0.266,0.142,159.406,0.945,0.23,1,2,2,2035.355,False
HD 88230_0,HD 88230,1.858,0.024,1.413,2.053,4.871,0.63,0.103,0.282,102.127,1.855,0.729,1,2,2,2035.356,False
HD 88230_1,HD 88230,0.369,0.102,2.613,5.786,4.871,0.63,0.103,0.073,298.942,0.357,0.352,1,1,2,2035.356,True
HD 88230_2,HD 88230,0.941,0.058,0.511,0.071,4.871,0.63,0.103,0.118,42.251,0.937,0.821,1,1,2,2035.356,False
HD 88230_3,HD 88230,1.397,0.055,1.541,1.79,4.871,0.63,0.103,0.266,174.241,1.423,0.551,1,2,2,2035.356,False
HD 88230_4,HD 88230,0.683,0.12,0.831,1.323,4.871,0.63,0.103,0.07,246.633,0.602,0.845,1,1,2,2035.356,False
HD 88230_5,HD 88230,2.552,0.09,1.594,5.37,4.871,0.63,0.103,0.505,342.867,2.672,0.538,1,2,2,2035.356,False
HD 88230_6,HD 88230,2.842,0.103,0.661,0.236,4.871,0.63,0.103,0.328,305.659,3.018,0.018,0,0,2,2035.356,False
HD 4628_0,HD 4628,0.299,0.054,1.741,3.577,7.435,0.78,0.3,0.018,275.687,0.312,0.913,0,0,2,2035.358,False
HD 4628_1,HD 4628,4.258,0.031,1.273,2.113,7.435,0.78,0.3,0.26,313.929,4.224,0.011,0,0,2,2035.358,False
HD 4628_4,HD 4628,4.069,0.034,0.981,0.978,7.435,0.78,0.3,0.564,85.555,4.203,0.284,0,0,2,2035.358,False
HD 4628_5,HD 4628,3.681,0.025,0.897,0.907,7.435,0.78,0.3,0.476,242.123,3.591,0.237,0,0,2,2035.358,False
HD 4628_6,HD 4628,1.476,0.055,1.942,3.279,7.435,0.78,0.3,0.18,243.026,1.472,0.557,1,2,2,2035.358,False
HD 192310_0,HD 192310,1.267,0.07,0.641,3.225,8.812,0.77,0.404,0.07,189.48,1.178,0.018,0,0,2,2035.359,False
HD 192310_1,HD 192310,1.472,0.082,2.73,38.464,8.812,0.77,0.404,0.133,250.454,1.532,0.066,0,0,2,2035.359,False
HD 192310_2,HD 192310,0.631,0.109,2.544,7.928,8.812,0.77,0.404,0.061,253.97,0.599,0.126,1,2,2,2035.359,True
HD 192310_3,HD 192310,0.091,0.084,2.458,9.634,8.812,0.77,0.404,0.01,201.195,0.099,0.595,0,0,2,2035.359,False
HD 10360_0,HD 10360,0.111,0.132,2.009,2.79,8.189,0.78,0.345,0.011,1.255,0.106,0.112,0,0,2,2035.36,False
HD 10360_1,HD 10360,0.559,0.036,0.525,0.157,8.189,0.78,0.345,0.022,328.24,0.544,0.004,0,0,2,2035.36,True
HD 10360_2,HD 10360,3.873,0.13,2.182,6.634,8.189,0.78,0.345,0.417,314.567,3.427,0.358,0,0,2,2035.36,False
HD 10360_4,HD 10360,0.185,0.028,3.239,14.522,8.189,0.78,0.345,0.018,239.95,0.183,0.66,0,0,2,2035.36,False
HD 10360_5,HD 10360,2.33,0.067,0.679,0.262,8.189,0.78,0.345,0.258,42.419,2.476,0.624,0,0,2,2035.36,False
HD 156026_0,HD 156026,3.18,0.093,3.171,12.457,5.954,0.68,0.158,0.533,173.996,3.353,0.496,1,2,2,2035.362,False
HD 156026_1,HD 156026,0.564,0.081,0.509,0.104,5.954,0.68,0.158,0.087,324.929,0.523,0.41,1,1,2,2035.362,True
HD 156026_2,HD 156026,0.423,0.044,0.607,0.161,5.954,0.68,0.158,0.033,67.411,0.408,0.89,0,1,2,2035.362,True
HD 156026_3,HD 156026,1.001,0.06,2.318,6.886,5.954,0.68,0.158,0.169,18.537,1.061,0.176,1,2,2,2035.362,False
HD 156026_5,HD 156026,1.693,0.124,2.972,18.392,5.954,0.68,0.158,0.279,200.389,1.901,0.6,1,2,2,2035.362,False
HD 149661_2,HD 149661,2.991,0.073,1.285,1.48,9.894,0.87,0.462,0.312,69.941,3.086,0.331,0,0,2,2035.363,False
HD 149661_3,HD 149661,2.364,0.065,0.7,0.369,9.894,0.87,0.462,0.128,259.299,2.436,0.017,0,0,2,2035.363,False
HD 149661_5,HD 149661,3.155,0.051,2.936,10.042,9.894,0.87,0.462,0.303,323.683,3.019,0.386,0,1,2,2035.363,False
HD 10361_1,HD 10361,0.761,0.025,1.303,1.111,8.197,0.77,0.304,0.063,53.19,0.747,0.046,0,1,2,2035.364,True
HD 10361_2,HD 10361,0.985,0.066,0.785,0.305,8.197,0.77,0.304,0.056,205.329,0.92,0.883,0,0,2,2035.364,False
HD 10361_3,HD 10361,1.525,0.07,0.586,0.106,8.197,0.77,0.304,0.188,255.637,1.63,0.501,0,0,2,2035.364,False
HD 10361_4,HD 10361,4.037,0.084,0.501,0.078,8.197,0.77,0.304,0.481,6.198,3.974,0.387,0,0,2,2035.364,False
HD 3651 A_0,HD 3651 A,0.818,0.09,1.086,1.01,11.108,0.86,0.532,0.06,66.406,0.85,0.688,1,2,2,2035.366,True
HD 3651 A_3,HD 3651 A,0.106,0.12,3.284,4.001,11.108,0.86,0.532,0.008,85.155,0.112,0.653,0,0,2,2035.366,False
HD 3651 A_5,HD 3651 A,0.552,0.025,0.534,0.183,11.108,0.86,0.532,0.025,216.235,0.559,0.015,0,0,2,2035.366,False
HD 100623 A_0,HD 100623 A,4.014,0.105,2.503,3.348,9.559,0.88,0.37,0.425,115.261,4.252,0.478,0,1,2,2035.367,False
HD 100623 A_2,HD 100623 A,0.102,0.086,0.559,0.126,9.559,0.88,0.37,0.01,186.533,0.109,0.646,0,0,2,2035.367,False
HD 100623 A_3,HD 100623 A,4.384,0.075,1.441,2.296,9.559,0.88,0.37,0.17,184.537,4.697,0.943,0,0,2,2035.367,False
HD 100623 A_4,HD 100623 A,2.524,0.072,0.66,0.245,9.559,0.88,0.37,0.225,248.07,2.53,0.101,0,0,2,2035.367,False
HD 100623 A_5,HD 100623 A,4.18,0.038,0.734,0.268,9.559,0.88,0.37,0.411,359.618,4.138,0.49,0,0,2,2035.367,False
HD 100623 A_6,HD 100623 A,0.362,0.165,0.555,0.159,9.559,0.88,0.37,0.034,341.79,0.398,0.086,0,0,2,2035.367,False
HD 100623 A_7,HD 100623 A,4.073,0.068,1.365,2.334,9.559,0.88,0.37,0.281,140.518,3.8,0.048,0,0,2,2035.367,False
HD 216803_1,HD 216803,3.539,0.087,2.035,4.943,7.601,0.72,0.196,0.467,150.303,3.781,0.508,1,2,2,2035.368,False
HD 216803_3,HD 216803,0.104,0.044,0.893,0.59,7.601,0.72,0.196,0.008,267.206,0.101,0.84,0,0,2,2035.368,False
HD 216803_4,HD 216803,2.738,0.038,2.631,20.064,7.601,0.72,0.196,0.227,357.871,2.813,0.819,1,2,2,2035.368,False
HD 216803_5,HD 216803,0.109,0.06,0.686,0.28,7.601,0.72,0.196,0.014,306.095,0.115,0.524,0,0,2,2035.368,False
HD 216803_6,HD 216803,0.431,0.071,1.431,2.884,7.601,0.72,0.196,0.053,304.513,0.401,0.293,0,0,2,2035.368,True
HD 32147_1,HD 32147,0.121,0.122,1.044,1.198,8.844,0.75,0.29,0.007,29.005,0.109,0.028,0,0,2,2035.37,False
HD 32147_2,HD 32147,3.272,0.062,1.942,4.24,8.844,0.75,0.29,0.355,307.238,3.466,0.557,1,2,2,2035.37,False
HD 17925_0,HD 17925,1.472,0.037,0.676,0.225,10.361,0.82,0.401,0.128,248.471,1.522,0.111,0,0,2,2035.371,False
HD 17925_2,HD 17925,0.735,0.099,0.938,0.418,10.361,0.82,0.401,0.046,227.791,0.806,0.831,0,0,2,2035.371,True
HD 17925_3,HD 17925,0.561,0.086,1.065,1.168,10.361,0.82,0.401,0.044,324.601,0.561,0.662,0,0,2,2035.371,True
