PlanetID,StarName,M_sol,L_sol,SMA_AU,Mp_MEarth,Rp_REarth,ecc,NDet,P_yr,HZ
HD 10361_1,HD 10361,0.77,0.303879,0.761,2.715,1.303,0.025,1,0.757,True
HD 17925_3,HD 17925,0.82,0.400959,0.561,2.041,1.065,0.086,1,0.464,True
HD 219134_2,HD 219134,0.75,0.265889,0.475,2.244,1.279,0.085,3,0.378,True
HD 95735_3,HD 95735,0.44,0.019934,0.164,1.655,0.847,0.146,8,0.1,True
HD 95735_6,HD 95735,0.44,0.019934,0.163,2.764,1.008,0.047,3,0.099,True
