PlanetID,period,ecc,StarName,Rp_REarth,M_sol,FinalPosteriorEpoch,NDetectedEpochs
HD 219134_2,0.5598057678654511,0.21486580611830122,HD 219134,1.279,0.75,8,3
HD 219134_2,0.5645334625328704,0.002714983522991932,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37506582911517516,0.15535266121784236,HD 219134,1.279,0.75,8,3
HD 219134_2,0.3742736618133331,0.11882422652544394,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37638225187010255,0.18505490863071863,HD 219134,1.279,0.75,8,3
HD 219134_2,0.3769729886542968,0.072557975694541,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37726839145715824,0.06176786474041538,HD 219134,1.279,0.75,8,3
HD 219134_2,0.376397861197521,0.10144692659353842,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37735494396917585,0.1430396274674515,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37695733126535985,0.08986249918917646,HD 219134,1.279,0.75,8,3
HD 219134_2,0.3805143223644665,0.10641182192114826,HD 219134,1.279,0.75,8,3
HD 219134_2,0.3773929709472011,0.05357919877890655,HD 219134,1.279,0.75,8,3
HD 219134_2,0.5654540164153324,0.0049189635209297145,HD 219134,1.279,0.75,8,3
HD 219134_2,0.5656359876258152,0.006482950994626033,HD 219134,1.279,0.75,8,3
HD 219134_2,0.3762049284264911,0.05798844343426848,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37623703999073055,0.12495096003938712,HD 219134,1.279,0.75,8,3
HD 219134_2,0.3757569023322203,0.3397817900062241,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37696025167377856,0.16193831941935422,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37864890850654886,0.10170885069947815,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37471335820160445,0.5338005127182762,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37519197399253423,0.12124563974069721,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37658923721551146,0.17740715131137677,HD 219134,1.279,0.75,8,3
HD 219134_2,0.3760129147836207,0.05270786291320191,HD 219134,1.279,0.75,8,3
HD 219134_2,0.37598373171197635,0.13721910462909867,HD 219134,1.279,0.75,8,3
