PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,DetStatus,NDet,NObs,LastObs
HD 131977_5,HD 131977,0.527,0.147,1.054,2.008,5.886,0.72,0.223,0.090405,121.56545,0.532927,0.346254,1,4,4,2036.089726
HD 102365_5,HD 102365,1.166,0.049,0.906,0.425,9.319,1.02,0.844,0.120729,235.702837,1.125378,0.329949,1,3,3,2036.152055
HD 86728 A_3,HD 86728 A,1.803,0.069,0.936,0.842,14.926,1.0,1.378,0.100523,259.307321,1.680654,0.125926,0,1,3,2036.216438
HD 10700_1,HD 10700,1.075,0.026,0.812,1.015,3.652,0.94,0.506,0.280287,327.580048,1.078166,0.177102,1,3,4,2036.229452
HD 10700_6,HD 10700,1.108,0.065,1.12,0.759,3.652,0.94,0.506,0.181995,144.606359,1.164682,0.022902,0,2,4,2036.229452
HD 43042_5,HD 43042,1.532,0.077,1.331,2.258,21.776,1.29,2.936,0.067987,168.467039,1.630752,0.556364,1,2,3,2036.246575
HD 142860_2,HD 142860,2.291,0.114,1.329,3.22,11.254,1.25,3.039,0.147088,114.709675,2.412389,0.770749,1,2,3,2036.249315
HD 23249_2,HD 23249,1.416,0.072,0.972,0.904,9.089,0.87,2.941,0.042853,270.820877,1.341103,0.002691,0,1,3,2036.249315
HD 187691 A_1,HD 187691 A,2.86,0.036,0.819,0.388,19.488,1.25,2.835,0.141645,357.214234,2.78154,0.382275,0,0,6,2036.25
HD 33262 A_0,HD 33262 A,1.875,0.047,0.828,0.128,11.693,1.14,1.466,0.13594,20.57156,1.801807,0.589743,1,1,6,2036.25
HD 37394_3,HD 37394,0.685,0.133,0.854,0.223,12.27,0.88,0.478,0.04396,292.765405,0.622396,0.109354,0,0,6,2036.25
HD 693_9,HD 693,2.179,0.102,1.017,0.608,18.886,1.18,2.997,0.080956,320.680696,1.956857,0.070543,0,2,3,2036.261644
HD 134083_5,HD 134083,1.875,0.031,1.198,1.784,19.536,1.33,3.255,0.095252,264.846123,1.862224,0.299307,1,3,3,2036.294521
HD 131156 A_3,HD 131156 A,0.725,0.048,0.988,0.855,6.754,0.96,0.553,0.103358,237.837704,0.756747,0.149309,1,5,5,2036.476712
HD 95128_1,HD 95128,1.071,0.046,0.81,0.796,13.887,1.07,1.577,0.077577,4.026204,1.101748,0.220603,1,3,4,2036.480137
HD 43386_1,HD 43386,1.699,0.14,0.955,0.772,19.588,1.33,2.957,0.073969,322.859354,1.490701,0.209586,1,2,4,2036.499315
HD 23249_2,HD 23249,1.416,0.072,0.972,0.904,9.089,0.87,2.941,0.142611,306.241739,1.422898,0.139543,0,1,4,2036.499315
HD 187691 A_1,HD 187691 A,2.86,0.036,0.819,0.388,19.488,1.25,2.835,0.13451,14.354073,2.811085,0.519895,0,0,7,2036.5
HD 37394_3,HD 37394,0.685,0.133,0.854,0.223,12.27,0.88,0.478,0.053263,108.101812,0.722968,0.561691,0,0,7,2036.5
HD 72905_0,HD 72905,1.129,0.099,0.912,0.308,14.439,1.08,0.973,0.053227,211.939884,1.041085,0.731235,0,1,4,2036.54589
HD 142373_6,HD 142373,1.406,0.045,1.017,0.647,15.898,1.08,3.136,0.085721,237.265163,1.409584,0.456522,1,3,3,2036.663014
HD 131977_5,HD 131977,0.527,0.147,1.054,2.008,5.886,0.72,0.223,0.065154,232.34682,0.595962,0.799961,1,5,5,2036.69726
HD 30495_1,HD 30495,1.516,0.121,1.188,1.92,13.24,1.04,0.966,0.127425,319.52775,1.696462,0.267611,1,3,3,2036.70137
HD 23249_2,HD 23249,1.416,0.072,0.972,0.904,9.089,0.87,2.941,0.153394,315.7807,1.496476,0.521239,1,2,5,2036.749315
HD 187691 A_1,HD 187691 A,2.86,0.036,0.819,0.388,19.488,1.25,2.835,0.122551,34.285952,2.846857,0.638871,0,0,8,2036.75
HD 37394_3,HD 37394,0.685,0.133,0.854,0.223,12.27,0.88,0.478,0.054371,251.066059,0.717154,0.523466,0,0,8,2036.75
HD 43386_1,HD 43386,1.699,0.14,0.955,0.772,19.588,1.33,2.957,0.049151,16.185764,1.670734,0.023663,0,2,5,2036.767123
HD 10700_1,HD 10700,1.075,0.026,0.812,1.015,3.652,0.94,0.506,0.286773,150.402443,1.073433,0.435666,1,4,5,2036.805479
HD 10700_6,HD 10700,1.108,0.065,1.12,0.759,3.652,0.94,0.506,0.163103,326.738287,1.048924,0.845647,1,3,5,2036.805479
