PlanetID,StarName,M_sol,L_sol,SMA_AU,Mp_MEarth,Rp_REarth,ecc,NDet,P_yr,HZ
HD 100623 A_1,HD 100623 A,0.88,0.37,0.496,0.116,0.954,0.495,12,0.372,False
HD 100623 A_13,HD 100623 A,0.88,0.37,1.339,6.101,1.845,0.146,16,1.652,False
HD 100623 A_18,HD 100623 A,0.88,0.37,2.322,1.947,1.374,0.201,26,3.772,False
HD 100623 A_19,HD 100623 A,0.88,0.37,1.048,0.518,0.75,0.238,16,1.144,False
HD 100623 A_20,HD 100623 A,0.88,0.37,0.934,0.366,0.724,0.196,10,0.962,False
HD 100623 A_21,HD 100623 A,0.88,0.37,2.137,13.43,3.125,0.326,26,3.33,False
HD 100623 A_22,HD 100623 A,0.88,0.37,3.202,9.747,2.467,0.177,21,6.108,False
HD 100623 A_26,HD 100623 A,0.88,0.37,2.749,5.871,2.22,0.392,15,4.859,False
HD 100623 A_30,HD 100623 A,0.88,0.37,1.323,17.45,3.294,0.076,36,1.622,False
HD 100623 A_33,HD 100623 A,0.88,0.37,1.221,1.073,1.1,0.532,7,1.438,False
HD 100623 A_34,HD 100623 A,0.88,0.37,0.496,4.884,2.293,0.375,9,0.372,False
HD 100623 A_36,HD 100623 A,0.88,0.37,3.516,8.657,2.508,0.142,30,7.028,False
HD 100623 A_39,HD 100623 A,0.88,0.37,1.604,4.907,2.348,0.197,21,2.166,False
HD 100623 A_4,HD 100623 A,0.88,0.37,1.113,0.985,0.882,0.114,16,1.252,False
HD 100623 A_41,HD 100623 A,0.88,0.37,0.68,0.502,0.76,0.033,9,0.598,True
HD 100623 A_45,HD 100623 A,0.88,0.37,1.832,1.79,1.732,0.189,35,2.643,False
HD 100623 A_48,HD 100623 A,0.88,0.37,3.604,4.809,1.369,0.141,3,7.293,False
HD 100623 A_49,HD 100623 A,0.88,0.37,0.646,0.248,0.656,0.459,16,0.553,False
HD 100623 A_61,HD 100623 A,0.88,0.37,0.935,0.912,1.095,0.394,10,0.964,False
HD 100623 A_62,HD 100623 A,0.88,0.37,6.762,13.43,3.334,0.201,1,18.744,False
HD 100623 A_67,HD 100623 A,0.88,0.37,1.648,1.123,1.207,0.373,17,2.255,False
HD 100623 A_68,HD 100623 A,0.88,0.37,3.786,11.34,3.082,0.425,36,7.853,False
HD 100623 A_7,HD 100623 A,0.88,0.37,0.698,3.236,1.671,0.165,36,0.622,True
HD 100623 A_72,HD 100623 A,0.88,0.37,1.172,0.186,0.708,0.204,13,1.353,False
HD 100623 A_76,HD 100623 A,0.88,0.37,1.193,3.723,1.322,0.587,28,1.389,False
HD 100623 A_9,HD 100623 A,0.88,0.37,3.006,1.939,1.259,0.48,4,5.556,False
HD 101501_0,HD 101501,0.94,0.609,1.142,4.517,1.549,0.193,22,1.259,True
HD 101501_1,HD 101501,0.94,0.609,2.757,0.344,0.983,0.251,15,4.722,False
HD 101501_10,HD 101501,0.94,0.609,5.366,7.969,2.309,0.245,10,12.821,False
HD 101501_15,HD 101501,0.94,0.609,2.108,17.9,3.291,0.444,29,3.157,False
HD 101501_2,HD 101501,0.94,0.609,1.595,2.852,1.334,0.467,14,2.078,False
HD 101501_20,HD 101501,0.94,0.609,1.517,4.145,1.592,0.342,31,1.927,False
HD 101501_27,HD 101501,0.94,0.609,2.214,10.22,2.684,0.662,15,3.398,False
HD 101501_28,HD 101501,0.94,0.609,2.393,12.66,3.031,0.224,30,3.818,False
HD 101501_31,HD 101501,0.94,0.609,0.716,0.245,0.6,0.552,1,0.625,False
HD 101501_32,HD 101501,0.94,0.609,2.052,3.416,1.884,0.091,32,3.032,False
HD 101501_33,HD 101501,0.94,0.609,1.474,0.661,0.694,0.278,6,1.846,False
HD 101501_37,HD 101501,0.94,0.609,2.0,4.737,1.945,0.308,11,2.917,False
HD 101501_47,HD 101501,0.94,0.609,0.597,0.782,0.718,0.183,15,0.476,False
HD 101501_48,HD 101501,0.94,0.609,1.147,2.893,1.726,0.075,25,1.267,True
HD 101501_49,HD 101501,0.94,0.609,0.488,1.856,1.539,0.348,2,0.352,False
HD 101501_50,HD 101501,0.94,0.609,2.364,1.689,1.693,0.159,30,3.749,False
HD 101501_53,HD 101501,0.94,0.609,0.58,0.38,0.771,0.414,6,0.456,False
HD 101501_57,HD 101501,0.94,0.609,0.587,4.546,1.945,0.333,8,0.464,False
HD 101501_61,HD 101501,0.94,0.609,0.903,0.869,0.793,0.446,9,0.885,False
HD 101501_63,HD 101501,0.94,0.609,1.294,0.817,0.681,0.238,18,1.518,False
HD 102365_10,HD 102365,1.02,0.844,2.795,4.264,1.554,0.13,3,4.627,False
HD 102365_12,HD 102365,1.02,0.844,1.271,0.956,1.052,0.203,11,1.419,True
HD 102365_14,HD 102365,1.02,0.844,1.895,0.439,0.968,0.339,13,2.583,False
HD 102365_17,HD 102365,1.02,0.844,2.131,8.053,1.957,0.468,10,3.08,False
HD 102365_22,HD 102365,1.02,0.844,2.298,0.554,0.698,0.779,6,3.449,False
HD 102365_24,HD 102365,1.02,0.844,2.805,6.246,1.91,0.408,10,4.652,False
HD 102365_25,HD 102365,1.02,0.844,1.576,13.49,3.152,0.267,30,1.959,False
HD 102365_28,HD 102365,1.02,0.844,1.311,8.127,1.692,0.465,24,1.486,False
HD 102365_29,HD 102365,1.02,0.844,0.681,4.322,1.44,0.092,22,0.556,False
HD 102365_30,HD 102365,1.02,0.844,2.019,1.411,1.128,0.464,5,2.841,False
HD 102365_31,HD 102365,1.02,0.844,2.768,5.24,2.268,0.368,36,4.56,False
HD 102365_33,HD 102365,1.02,0.844,1.989,3.212,1.508,0.474,10,2.777,False
HD 102365_34,HD 102365,1.02,0.844,3.074,16.77,3.209,0.186,15,5.336,False
HD 102365_36,HD 102365,1.02,0.844,2.254,2.162,1.148,0.383,7,3.351,False
HD 102365_44,HD 102365,1.02,0.844,0.604,0.125,0.625,0.348,2,0.465,False
HD 102365_47,HD 102365,1.02,0.844,1.893,3.335,1.549,0.181,26,2.579,False
HD 102365_48,HD 102365,1.02,0.844,1.782,8.583,2.45,0.109,21,2.355,False
HD 102365_49,HD 102365,1.02,0.844,1.334,2.529,1.228,0.505,3,1.526,False
HD 102365_53,HD 102365,1.02,0.844,1.855,2.018,1.281,0.211,18,2.502,False
HD 102365_54,HD 102365,1.02,0.844,2.84,2.876,1.657,0.312,8,4.739,False
HD 102365_6,HD 102365,1.02,0.844,2.083,6.291,1.636,0.207,3,2.977,False
HD 102365_63,HD 102365,1.02,0.844,0.603,2.734,1.648,0.144,15,0.464,False
HD 102365_67,HD 102365,1.02,0.844,0.699,8.239,2.327,0.089,18,0.579,False
HD 102365_70,HD 102365,1.02,0.844,1.237,13.54,3.298,0.342,36,1.362,False
HD 102365_71,HD 102365,1.02,0.844,1.531,10.72,3.124,0.193,16,1.876,False
HD 102365_73,HD 102365,1.02,0.844,0.923,0.296,0.891,0.286,29,0.878,False
HD 102365_74,HD 102365,1.02,0.844,1.392,0.188,0.72,0.194,6,1.626,False
HD 102365_75,HD 102365,1.02,0.844,2.403,13.08,3.181,0.186,3,3.688,False
HD 102365_79,HD 102365,1.02,0.844,0.848,0.059,0.514,0.099,15,0.773,True
HD 102365_82,HD 102365,1.02,0.844,1.217,0.074,0.591,0.431,9,1.329,False
HD 102365_84,HD 102365,1.02,0.844,0.936,5.485,1.169,0.294,32,0.897,False
HD 102365_85,HD 102365,1.02,0.844,1.275,0.673,0.885,0.129,16,1.425,True
HD 102365_86,HD 102365,1.02,0.844,2.036,2.89,1.495,0.14,17,2.877,False
HD 102365_87,HD 102365,1.02,0.844,0.622,1.964,1.156,0.497,16,0.486,False
HD 10360_0,HD 10360,0.78,0.345,3.152,3.433,1.708,0.247,15,6.336,False
HD 10360_10,HD 10360,0.78,0.345,1.656,2.28,1.214,0.156,16,2.413,False
HD 10360_13,HD 10360,0.78,0.345,1.751,2.157,1.177,0.408,26,2.624,False
HD 10360_24,HD 10360,0.78,0.345,0.916,0.064,0.5,0.061,16,0.993,True
HD 10360_29,HD 10360,0.78,0.345,0.426,6.448,2.713,0.283,7,0.315,False
HD 10360_32,HD 10360,0.78,0.345,2.176,9.506,2.335,0.566,36,3.634,False
HD 10360_33,HD 10360,0.78,0.345,0.879,0.043,0.508,0.584,5,0.933,False
HD 10360_34,HD 10360,0.78,0.345,3.195,4.983,1.876,0.561,6,6.466,False
HD 10360_37,HD 10360,0.78,0.345,3.252,5.794,1.991,0.753,3,6.64,False
HD 10360_40,HD 10360,0.78,0.345,1.048,2.134,1.958,0.398,35,1.215,False
HD 10360_41,HD 10360,0.78,0.345,2.837,2.217,1.298,0.135,7,5.411,False
HD 10360_42,HD 10360,0.78,0.345,2.479,4.088,2.152,0.513,27,4.419,False
HD 10360_43,HD 10360,0.78,0.345,0.424,12.53,2.74,0.223,11,0.313,False
HD 10360_45,HD 10360,0.78,0.345,4.053,19.05,3.288,0.317,15,9.239,False
HD 10360_49,HD 10360,0.78,0.345,1.465,2.346,2.124,0.624,3,2.008,False
HD 10360_50,HD 10360,0.78,0.345,2.671,7.144,2.52,0.166,21,4.943,False
HD 10360_54,HD 10360,0.78,0.345,2.82,4.57,2.127,0.348,36,5.362,False
HD 10360_56,HD 10360,0.78,0.345,1.898,0.163,0.89,0.186,13,2.961,False
HD 10360_58,HD 10360,0.78,0.345,0.596,3.57,1.179,0.414,16,0.521,False
HD 10360_59,HD 10360,0.78,0.345,0.418,0.198,0.707,0.537,15,0.306,False
HD 10360_61,HD 10360,0.78,0.345,1.472,0.126,0.674,0.352,7,2.022,False
HD 10360_63,HD 10360,0.78,0.345,1.73,8.383,2.45,0.586,36,2.576,False
HD 10360_64,HD 10360,0.78,0.345,0.59,0.564,0.93,0.331,16,0.513,False
HD 10360_67,HD 10360,0.78,0.345,3.083,6.769,2.632,0.259,14,6.129,False
HD 10360_69,HD 10360,0.78,0.345,0.389,2.049,1.386,0.313,1,0.275,False
HD 10360_7,HD 10360,0.78,0.345,0.885,3.563,1.867,0.524,36,0.943,False
HD 10360_70,HD 10360,0.78,0.345,5.039,9.471,2.483,0.318,35,12.808,False
HD 10360_71,HD 10360,0.78,0.345,2.426,5.571,2.118,0.344,30,4.278,False
HD 10360_74,HD 10360,0.78,0.345,3.009,5.011,2.357,0.491,6,5.91,False
HD 10360_77,HD 10360,0.78,0.345,1.016,0.129,0.582,0.045,8,1.16,False
HD 10360_85,HD 10360,0.78,0.345,3.548,7.352,2.938,0.362,36,7.567,False
HD 10360_9,HD 10360,0.78,0.345,0.412,1.118,1.105,0.294,4,0.299,False
HD 10361_0,HD 10361,0.77,0.304,0.674,0.207,0.545,0.145,7,0.631,True
HD 10361_12,HD 10361,0.77,0.304,5.181,7.943,2.642,0.208,3,13.439,False
HD 10361_14,HD 10361,0.77,0.304,0.838,0.114,0.532,0.237,13,0.874,False
HD 10361_15,HD 10361,0.77,0.304,2.889,0.856,1.114,0.204,16,5.596,False
HD 10361_17,HD 10361,0.77,0.304,2.049,4.795,2.452,0.065,15,3.342,False
HD 10361_18,HD 10361,0.77,0.304,1.542,3.208,1.289,0.23,30,2.182,False
HD 10361_19,HD 10361,0.77,0.304,0.536,0.129,0.531,0.212,5,0.447,True
HD 10361_2,HD 10361,0.77,0.304,2.339,3.009,1.689,0.116,15,4.077,False
HD 10361_31,HD 10361,0.77,0.304,1.287,0.859,1.169,0.287,23,1.664,False
HD 10361_32,HD 10361,0.77,0.304,1.078,2.602,1.252,0.364,18,1.276,False
HD 10361_35,HD 10361,0.77,0.304,2.211,9.975,2.035,0.447,28,3.747,False
HD 10361_40,HD 10361,0.77,0.304,0.504,1.828,1.246,0.372,13,0.408,False
HD 10361_44,HD 10361,0.77,0.304,2.029,12.0,2.477,0.363,36,3.294,False
HD 10361_49,HD 10361,0.77,0.304,0.932,0.736,1.007,0.093,18,1.025,False
HD 10361_50,HD 10361,0.77,0.304,1.219,0.441,0.86,0.119,21,1.534,False
HD 10361_51,HD 10361,0.77,0.304,2.388,2.813,1.392,0.355,16,4.205,False
HD 10361_55,HD 10361,0.77,0.304,0.478,7.312,2.282,0.553,9,0.377,False
HD 10361_57,HD 10361,0.77,0.304,0.899,5.935,1.705,0.624,20,0.971,False
HD 10361_7,HD 10361,0.77,0.304,1.148,0.567,0.58,0.239,11,1.402,False
HD 10361_9,HD 10361,0.77,0.304,2.045,0.067,0.579,0.293,8,3.333,False
HD 10476_17,HD 10476,0.85,0.454,1.599,14.15,2.89,0.533,36,2.193,False
HD 10476_18,HD 10476,0.85,0.454,2.789,9.707,2.614,0.202,36,5.052,False
HD 10476_19,HD 10476,0.85,0.454,0.559,0.357,0.7,0.338,21,0.453,False
HD 10476_23,HD 10476,0.85,0.454,0.691,1.135,1.064,0.524,25,0.623,False
HD 10476_25,HD 10476,0.85,0.454,1.018,2.767,1.726,0.212,36,1.114,False
HD 10476_27,HD 10476,0.85,0.454,2.012,0.343,0.711,0.394,5,3.096,False
HD 10476_28,HD 10476,0.85,0.454,1.612,0.173,0.541,0.593,3,2.22,False
HD 10476_29,HD 10476,0.85,0.454,1.166,0.118,0.583,0.546,17,1.366,False
HD 10476_31,HD 10476,0.85,0.454,1.025,20.72,2.988,0.268,36,1.126,False
HD 10476_32,HD 10476,0.85,0.454,1.736,7.481,2.621,0.339,36,2.481,False
HD 10476_36,HD 10476,0.85,0.454,1.377,1.669,1.38,0.24,36,1.753,False
HD 10476_39,HD 10476,0.85,0.454,0.533,11.55,1.633,0.241,9,0.422,False
HD 10476_40,HD 10476,0.85,0.454,0.95,0.406,0.813,0.129,18,1.004,True
HD 10476_41,HD 10476,0.85,0.454,0.502,5.027,1.663,0.424,11,0.386,False
HD 10476_42,HD 10476,0.85,0.454,0.431,2.123,0.934,0.212,5,0.307,False
HD 10476_45,HD 10476,0.85,0.454,0.958,1.501,1.237,0.453,36,1.017,False
HD 10476_55,HD 10476,0.85,0.454,3.087,7.931,2.676,0.476,21,5.883,False
HD 10476_58,HD 10476,0.85,0.454,0.981,0.336,0.909,0.316,22,1.054,False
HD 10476_60,HD 10476,0.85,0.454,0.924,15.18,3.245,0.428,28,0.963,False
HD 10476_62,HD 10476,0.85,0.454,2.165,6.736,1.874,0.95,5,3.455,False
HD 10476_66,HD 10476,0.85,0.454,1.519,11.04,3.245,0.105,25,2.031,False
HD 10476_67,HD 10476,0.85,0.454,1.287,0.088,0.535,0.327,6,1.584,False
HD 10476_68,HD 10476,0.85,0.454,2.705,2.277,1.592,0.379,13,4.825,False
HD 10476_73,HD 10476,0.85,0.454,1.2,9.384,2.666,0.146,36,1.426,False
HD 10476_74,HD 10476,0.85,0.454,1.924,7.554,2.471,0.162,18,2.895,False
HD 10476_75,HD 10476,0.85,0.454,0.937,0.056,0.616,0.304,22,0.984,False
HD 10476_77,HD 10476,0.85,0.454,0.996,0.232,0.765,0.218,5,1.078,False
HD 10476_78,HD 10476,0.85,0.454,2.643,1.607,1.433,0.161,15,4.661,False
HD 10700_0,HD 10700,0.94,0.506,0.229,0.403,0.64,0.091,21,0.113,False
HD 10700_12,HD 10700,0.94,0.506,1.321,10.21,2.448,0.598,36,1.566,False
HD 10700_13,HD 10700,0.94,0.506,0.283,0.247,0.819,0.113,18,0.155,False
HD 10700_14,HD 10700,0.94,0.506,0.634,0.076,0.534,0.067,20,0.521,True
HD 10700_18,HD 10700,0.94,0.506,3.193,12.76,2.359,0.634,36,5.885,False
HD 10700_2,HD 10700,0.94,0.506,0.917,0.192,0.572,0.4,6,0.906,False
HD 10700_20,HD 10700,0.94,0.506,0.305,6.038,1.726,0.114,10,0.174,False
HD 10700_25,HD 10700,0.94,0.506,0.625,0.236,0.614,0.21,16,0.51,False
HD 10700_27,HD 10700,0.94,0.506,1.443,1.732,1.171,0.208,29,1.788,False
HD 10700_3,HD 10700,0.94,0.506,2.703,8.814,2.658,0.287,10,4.584,False
HD 10700_30,HD 10700,0.94,0.506,2.53,7.4,2.07,0.292,33,4.151,False
HD 10700_38,HD 10700,0.94,0.506,1.039,0.197,0.79,0.155,18,1.092,True
HD 10700_4,HD 10700,0.94,0.506,0.289,9.563,3.034,0.306,18,0.16,False
HD 10700_41,HD 10700,0.94,0.506,0.721,4.432,2.202,0.472,36,0.631,False
HD 10700_47,HD 10700,0.94,0.506,0.753,15.87,2.589,0.457,36,0.674,False
HD 10700_49,HD 10700,0.94,0.506,1.426,0.761,0.888,0.408,5,1.756,False
HD 10700_50,HD 10700,0.94,0.506,1.147,11.86,2.574,0.428,32,1.267,False
HD 10700_52,HD 10700,0.94,0.506,1.699,3.855,1.518,0.381,6,2.284,False
HD 10700_53,HD 10700,0.94,0.506,0.855,13.38,2.734,0.296,36,0.815,True
HD 10700_54,HD 10700,0.94,0.506,0.825,0.089,0.6,0.38,9,0.773,False
HD 10700_6,HD 10700,0.94,0.506,0.267,0.287,0.89,0.045,36,0.142,False
HD 10700_60,HD 10700,0.94,0.506,1.834,14.34,3.264,0.735,30,2.562,False
HD 10700_61,HD 10700,0.94,0.506,0.17,17.16,3.046,0.332,7,0.072,False
HD 10700_62,HD 10700,0.94,0.506,0.315,2.47,1.077,0.414,14,0.182,False
HD 10700_63,HD 10700,0.94,0.506,1.285,16.05,3.335,0.443,36,1.502,False
HD 10700_68,HD 10700,0.94,0.506,2.929,16.15,3.086,0.295,1,5.17,False
HD 10700_69,HD 10700,0.94,0.506,0.204,3.763,1.256,0.592,18,0.095,False
HD 10700_71,HD 10700,0.94,0.506,1.879,4.477,1.441,0.614,25,2.657,False
HD 10700_72,HD 10700,0.94,0.506,2.365,24.84,3.282,0.198,21,3.751,False
HD 10700_74,HD 10700,0.94,0.506,1.028,11.95,2.426,0.487,36,1.075,False
HD 10700_75,HD 10700,0.94,0.506,0.43,0.242,0.765,0.337,24,0.291,False
HD 10780_20,HD 10780,0.9,0.516,0.634,6.574,1.671,0.55,27,0.532,False
HD 10780_21,HD 10780,0.9,0.516,3.248,10.12,2.874,0.353,36,6.17,False
HD 10780_24,HD 10780,0.9,0.516,2.14,3.224,1.965,0.216,21,3.3,False
HD 10780_27,HD 10780,0.9,0.516,0.47,0.162,0.632,0.767,18,0.34,False
HD 10780_30,HD 10780,0.9,0.516,1.461,2.389,1.591,0.151,17,1.861,False
HD 10780_31,HD 10780,0.9,0.516,0.917,0.862,0.922,0.306,28,0.926,True
HD 10780_37,HD 10780,0.9,0.516,4.476,5.408,2.611,0.471,26,9.982,False
HD 10780_38,HD 10780,0.9,0.516,0.685,0.086,0.614,0.482,6,0.598,False
HD 10780_4,HD 10780,0.9,0.516,1.72,5.909,2.466,0.223,36,2.378,False
HD 10780_42,HD 10780,0.9,0.516,0.91,0.315,0.742,0.098,12,0.915,True
HD 10780_43,HD 10780,0.9,0.516,0.964,0.752,1.159,0.475,10,0.998,False
HD 10780_45,HD 10780,0.9,0.516,1.851,6.32,1.829,0.214,15,2.655,False
HD 10780_47,HD 10780,0.9,0.516,1.484,0.318,0.877,0.64,7,1.906,False
HD 10780_5,HD 10780,0.9,0.516,0.955,0.169,0.661,0.469,10,0.984,False
HD 10780_55,HD 10780,0.9,0.516,1.296,6.202,2.106,0.147,36,1.555,False
HD 10780_59,HD 10780,0.9,0.516,0.683,1.714,1.11,0.156,7,0.595,True
HD 10780_66,HD 10780,0.9,0.516,3.872,12.13,3.097,0.28,10,8.031,False
HD 10780_68,HD 10780,0.9,0.516,0.998,0.409,0.59,0.22,8,1.051,True
HD 10780_73,HD 10780,0.9,0.516,0.846,8.724,2.754,0.23,17,0.82,True
HD 10780_79,HD 10780,0.9,0.516,1.39,7.724,2.669,0.553,31,1.727,False
HD 10780_8,HD 10780,0.9,0.516,4.275,12.12,3.222,0.477,36,9.317,False
HD 10780_81,HD 10780,0.9,0.516,0.618,14.21,3.178,0.265,16,0.512,False
HD 10780_83,HD 10780,0.9,0.516,0.962,4.269,1.637,0.366,26,0.995,False
HD 10780_89,HD 10780,0.9,0.516,1.97,1.953,0.938,0.13,21,2.915,False
HD 10780_9,HD 10780,0.9,0.516,1.126,8.172,2.562,0.255,36,1.259,False
HD 109358_10,HD 109358,1.08,1.151,0.99,6.152,1.999,0.441,36,0.948,False
HD 109358_12,HD 109358,1.08,1.151,1.967,3.183,1.443,0.167,22,2.655,False
HD 109358_16,HD 109358,1.08,1.151,1.374,2.168,1.03,0.137,12,1.55,True
HD 109358_19,HD 109358,1.08,1.151,0.68,4.725,1.663,0.344,16,0.54,False
HD 109358_2,HD 109358,1.08,1.151,0.784,1.325,1.044,0.484,25,0.668,False
HD 109358_20,HD 109358,1.08,1.151,1.016,0.236,0.774,0.221,18,0.985,False
HD 109358_21,HD 109358,1.08,1.151,1.713,4.011,1.573,0.3,28,2.157,False
HD 109358_23,HD 109358,1.08,1.151,0.551,2.375,1.475,0.335,18,0.394,False
HD 109358_24,HD 109358,1.08,1.151,0.865,3.996,1.408,0.114,36,0.774,False
HD 109358_25,HD 109358,1.08,1.151,5.374,11.09,2.186,0.374,26,11.988,False
HD 109358_27,HD 109358,1.08,1.151,5.542,7.924,2.85,0.187,8,12.554,False
HD 109358_28,HD 109358,1.08,1.151,0.787,5.191,1.807,0.499,19,0.672,False
HD 109358_29,HD 109358,1.08,1.151,1.627,0.085,0.563,0.444,9,1.997,False
HD 109358_30,HD 109358,1.08,1.151,5.231,7.042,2.788,0.166,28,11.512,False
HD 109358_32,HD 109358,1.08,1.151,1.196,6.248,2.47,0.208,36,1.259,True
HD 109358_33,HD 109358,1.08,1.151,1.026,1.298,0.879,0.441,18,1.0,False
HD 109358_35,HD 109358,1.08,1.151,0.699,7.842,1.746,0.44,17,0.562,False
HD 109358_36,HD 109358,1.08,1.151,3.582,14.56,2.79,0.187,30,6.523,False
HD 109358_38,HD 109358,1.08,1.151,1.301,2.092,1.158,0.391,14,1.428,False
HD 109358_4,HD 109358,1.08,1.151,2.115,0.111,0.729,0.385,1,2.96,False
HD 109358_45,HD 109358,1.08,1.151,0.98,3.62,1.715,0.297,27,0.934,False
HD 109358_51,HD 109358,1.08,1.151,0.515,18.69,2.642,0.113,3,0.356,False
HD 109358_56,HD 109358,1.08,1.151,2.816,16.09,2.943,0.188,8,4.547,False
HD 109358_57,HD 109358,1.08,1.151,0.668,2.297,1.417,0.28,6,0.525,False
HD 109358_61,HD 109358,1.08,1.151,1.637,0.586,1.077,0.254,9,2.015,False
HD 109358_62,HD 109358,1.08,1.151,3.016,3.268,1.48,0.214,27,5.04,False
HD 109358_65,HD 109358,1.08,1.151,2.671,5.193,1.687,0.534,14,4.2,False
HD 109358_7,HD 109358,1.08,1.151,1.363,0.139,0.535,0.298,11,1.531,True
HD 109358_71,HD 109358,1.08,1.151,0.704,0.128,0.633,0.258,8,0.568,False
HD 109358_77,HD 109358,1.08,1.151,0.772,3.512,1.608,0.387,17,0.653,False
HD 109358_8,HD 109358,1.08,1.151,0.527,6.709,2.485,0.512,21,0.368,False
HD 109358_83,HD 109358,1.08,1.151,0.681,0.819,0.771,0.693,6,0.541,False
HD 109358_9,HD 109358,1.08,1.151,1.103,0.556,0.607,0.329,2,1.115,False
HD 114710_12,HD 114710,1.11,1.357,3.155,6.037,1.735,0.29,35,5.319,False
HD 114710_13,HD 114710,1.11,1.357,1.215,0.786,1.128,0.226,25,1.271,True
HD 114710_14,HD 114710,1.11,1.357,3.262,10.35,2.799,0.602,33,5.592,False
HD 114710_15,HD 114710,1.11,1.357,0.826,3.076,0.911,0.589,21,0.713,False
HD 114710_16,HD 114710,1.11,1.357,2.849,4.753,2.257,0.512,21,4.564,False
HD 114710_18,HD 114710,1.11,1.357,1.048,7.679,2.701,0.354,36,1.018,False
HD 114710_20,HD 114710,1.11,1.357,0.528,0.597,1.148,0.38,9,0.364,False
HD 114710_21,HD 114710,1.11,1.357,1.873,3.109,1.518,0.151,23,2.433,False
HD 114710_23,HD 114710,1.11,1.357,0.87,9.262,3.134,0.272,36,0.77,False
HD 114710_27,HD 114710,1.11,1.357,0.974,0.038,0.5,0.132,1,0.912,False
HD 114710_29,HD 114710,1.11,1.357,4.468,11.24,3.089,0.054,36,8.964,False
HD 114710_3,HD 114710,1.11,1.357,1.124,3.861,1.792,0.572,15,1.131,False
HD 114710_31,HD 114710,1.11,1.357,1.87,11.43,3.114,0.095,25,2.427,True
HD 114710_32,HD 114710,1.11,1.357,0.703,0.993,1.173,0.212,20,0.559,False
HD 114710_33,HD 114710,1.11,1.357,0.512,14.3,3.261,0.199,3,0.348,False
HD 114710_37,HD 114710,1.11,1.357,2.361,14.83,2.704,0.456,21,3.443,False
HD 114710_39,HD 114710,1.11,1.357,1.842,3.072,1.342,0.274,9,2.373,False
HD 114710_41,HD 114710,1.11,1.357,1.88,1.131,1.12,0.133,6,2.447,False
HD 114710_42,HD 114710,1.11,1.357,1.895,1.093,0.908,0.033,15,2.476,True
HD 114710_43,HD 114710,1.11,1.357,6.034,4.453,1.94,0.528,18,14.068,False
HD 114710_56,HD 114710,1.11,1.357,0.52,0.426,0.789,0.182,3,0.356,False
HD 114710_60,HD 114710,1.11,1.357,2.581,2.559,1.642,0.152,15,3.936,False
HD 114710_64,HD 114710,1.11,1.357,3.32,14.09,2.801,0.392,29,5.742,False
HD 114710_67,HD 114710,1.11,1.357,0.517,0.082,0.584,0.452,11,0.353,False
HD 114710_7,HD 114710,1.11,1.357,2.205,2.02,1.113,0.27,3,3.108,False
HD 114710_78,HD 114710,1.11,1.357,1.471,0.674,1.061,0.026,14,1.693,True
HD 115617_0,HD 115617,0.97,0.826,1.728,5.638,1.996,0.196,20,2.306,False
HD 115617_1,HD 115617,0.97,0.826,1.256,1.075,0.878,0.273,17,1.429,True
HD 115617_10,HD 115617,0.97,0.826,3.439,13.53,3.33,0.24,36,6.475,False
HD 115617_11,HD 115617,0.97,0.826,0.975,0.083,0.661,0.12,16,0.978,True
HD 115617_12,HD 115617,0.97,0.826,0.687,1.088,0.753,0.327,8,0.578,False
HD 115617_15,HD 115617,0.97,0.826,0.572,3.413,1.878,0.176,11,0.439,False
HD 115617_16,HD 115617,0.97,0.826,0.7,4.42,1.635,0.172,7,0.595,False
HD 115617_17,HD 115617,0.97,0.826,0.486,2.017,1.117,0.214,8,0.344,False
HD 115617_22,HD 115617,0.97,0.826,0.582,2.417,1.238,0.151,12,0.451,False
HD 115617_25,HD 115617,0.97,0.826,0.791,3.069,1.763,0.214,17,0.714,False
HD 115617_28,HD 115617,0.97,0.826,1.123,0.143,0.533,0.357,11,1.208,True
HD 115617_29,HD 115617,0.97,0.826,0.868,12.77,3.021,0.145,36,0.821,True
HD 115617_36,HD 115617,0.97,0.826,3.604,2.617,1.129,0.198,3,6.947,False
HD 115617_39,HD 115617,0.97,0.826,3.862,6.406,1.964,0.125,26,7.706,False
HD 115617_4,HD 115617,0.97,0.826,2.38,0.421,0.95,0.249,2,3.728,False
HD 115617_40,HD 115617,0.97,0.826,1.61,9.576,3.034,0.469,36,2.074,False
HD 115617_42,HD 115617,0.97,0.826,5.716,0.845,1.097,0.784,3,13.876,False
HD 115617_44,HD 115617,0.97,0.826,2.96,9.267,2.595,0.48,1,5.171,False
HD 115617_47,HD 115617,0.97,0.826,2.716,2.714,1.356,0.156,15,4.545,False
HD 115617_5,HD 115617,0.97,0.826,0.548,0.382,0.826,0.23,14,0.412,False
HD 115617_53,HD 115617,0.97,0.826,2.024,3.515,1.465,0.393,3,2.924,False
HD 115617_56,HD 115617,0.97,0.826,0.95,1.95,1.013,0.095,22,0.94,True
HD 115617_57,HD 115617,0.97,0.826,2.007,9.709,2.542,0.267,28,2.887,False
HD 115617_58,HD 115617,0.97,0.826,0.918,6.693,2.921,0.373,36,0.893,False
HD 115617_6,HD 115617,0.97,0.826,0.753,0.35,1.004,0.318,12,0.663,False
