PlanetID,StarName,M_sol,L_sol,SMA_AU,Mp_MEarth,Rp_REarth,ecc,NDet,P_yr,HZ
HD 216803_70,HD 216803,0.72,0.196,0.378,12.42,2.748,0.68,15,0.274,False
HD 216803_8,HD 216803,0.72,0.196,2.07,16.23,2.734,0.54,21,3.51,False
HD 216803_81,HD 216803,0.72,0.196,1.556,2.781,1.338,0.41,14,2.287,False
HD 216803_82,HD 216803,0.72,0.196,1.165,1.762,1.374,0.304,29,1.482,False
HD 216803_83,HD 216803,0.72,0.196,1.068,4.989,1.886,0.23,19,1.301,False
HD 217987_0,HD 217987,0.49,0.036,0.246,0.051,0.5,0.179,18,0.174,True
HD 217987_15,HD 217987,0.49,0.036,0.693,0.139,0.822,0.374,24,0.824,False
HD 217987_16,HD 217987,0.49,0.036,1.101,0.085,0.549,0.18,11,1.65,False
HD 217987_17,HD 217987,0.49,0.036,1.336,4.232,2.21,0.244,36,2.206,False
HD 217987_19,HD 217987,0.49,0.036,1.148,1.427,1.19,0.09,25,1.757,False
HD 217987_20,HD 217987,0.49,0.036,0.604,1.982,1.463,0.644,32,0.671,False
HD 217987_22,HD 217987,0.49,0.036,0.735,1.114,1.2,0.319,36,0.9,False
HD 217987_24,HD 217987,0.49,0.036,2.449,6.719,1.647,0.396,36,5.475,False
HD 217987_26,HD 217987,0.49,0.036,0.878,1.145,0.882,0.082,36,1.175,False
HD 217987_28,HD 217987,0.49,0.036,2.323,5.024,1.84,0.157,8,5.058,False
HD 217987_29,HD 217987,0.49,0.036,1.939,4.444,1.034,0.276,6,3.857,False
HD 217987_3,HD 217987,0.49,0.036,0.702,1.407,0.963,0.347,35,0.84,False
HD 217987_31,HD 217987,0.49,0.036,2.382,2.156,1.387,0.39,10,5.252,False
HD 217987_32,HD 217987,0.49,0.036,1.997,11.06,1.98,0.685,1,4.032,False
HD 217987_33,HD 217987,0.49,0.036,0.165,2.173,1.265,0.632,18,0.096,False
HD 217987_34,HD 217987,0.49,0.036,1.386,10.26,2.435,0.255,36,2.331,False
HD 217987_36,HD 217987,0.49,0.036,0.96,3.946,1.694,0.246,36,1.344,False
HD 217987_38,HD 217987,0.49,0.036,0.334,1.693,1.145,0.051,36,0.276,False
HD 217987_41,HD 217987,0.49,0.036,0.8,1.561,1.089,0.407,26,1.022,False
HD 217987_44,HD 217987,0.49,0.036,0.319,8.565,2.989,0.342,1,0.257,False
HD 217987_45,HD 217987,0.49,0.036,0.295,9.45,2.303,0.202,20,0.229,False
HD 217987_47,HD 217987,0.49,0.036,2.365,0.268,0.986,0.354,18,5.196,False
HD 217987_49,HD 217987,0.49,0.036,1.661,10.35,3.332,0.528,33,3.058,False
HD 217987_50,HD 217987,0.49,0.036,1.089,10.57,3.381,0.284,36,1.623,False
HD 217987_52,HD 217987,0.49,0.036,0.3,0.144,0.756,0.412,16,0.235,False
HD 217987_54,HD 217987,0.49,0.036,1.34,3.959,1.433,0.342,20,2.216,False
HD 217987_56,HD 217987,0.49,0.036,1.338,8.417,2.208,0.256,27,2.211,False
HD 217987_57,HD 217987,0.49,0.036,1.219,6.745,2.43,0.287,34,1.923,False
HD 217987_58,HD 217987,0.49,0.036,0.755,0.492,1.044,0.139,18,0.937,False
HD 217987_61,HD 217987,0.49,0.036,0.51,8.045,2.486,0.324,30,0.52,False
HD 217987_62,HD 217987,0.49,0.036,2.376,13.37,3.309,0.242,36,5.232,False
HD 217987_69,HD 217987,0.49,0.036,0.689,17.23,3.18,0.523,35,0.817,False
HD 217987_7,HD 217987,0.49,0.036,0.279,2.037,1.643,0.346,12,0.211,False
HD 217987_75,HD 217987,0.49,0.036,2.369,9.352,3.079,0.305,36,5.209,False
HD 217987_76,HD 217987,0.49,0.036,0.507,0.687,0.811,0.188,30,0.516,False
HD 217987_78,HD 217987,0.49,0.036,1.049,1.732,1.292,0.416,32,1.535,False
HD 217987_8,HD 217987,0.49,0.036,0.468,10.83,3.296,0.327,36,0.457,False
HD 217987_80,HD 217987,0.49,0.036,2.858,10.48,3.033,0.567,3,6.902,False
HD 217987_83,HD 217987,0.49,0.036,1.378,29.21,3.381,0.097,33,2.311,False
HD 217987_88,HD 217987,0.49,0.036,0.422,2.529,1.284,0.208,29,0.392,False
HD 217987_90,HD 217987,0.49,0.036,2.094,3.528,1.751,0.189,35,4.329,False
HD 217987_91,HD 217987,0.49,0.036,0.349,26.05,2.453,0.282,36,0.295,False
HD 219134_0,HD 219134,0.75,0.266,0.6,1.163,1.071,0.283,36,0.537,True
HD 219134_11,HD 219134,0.75,0.266,2.039,0.287,0.794,0.579,8,3.362,False
HD 219134_12,HD 219134,0.75,0.266,0.532,1.59,1.357,0.564,27,0.448,False
HD 219134_13,HD 219134,0.75,0.266,0.783,3.383,1.401,0.479,28,0.8,False
HD 219134_14,HD 219134,0.75,0.266,1.406,0.259,0.808,0.275,25,1.925,False
HD 219134_17,HD 219134,0.75,0.266,1.354,0.897,0.765,0.34,9,1.819,False
HD 219134_20,HD 219134,0.75,0.266,0.719,0.414,0.798,0.375,28,0.704,False
HD 219134_22,HD 219134,0.75,0.266,3.349,6.658,2.081,0.642,30,7.077,False
HD 219134_23,HD 219134,0.75,0.266,1.977,3.263,1.994,0.08,21,3.21,False
HD 219134_24,HD 219134,0.75,0.266,0.892,5.497,1.233,0.43,26,0.973,False
HD 219134_3,HD 219134,0.75,0.266,0.431,0.316,0.991,0.175,21,0.327,False
HD 219134_31,HD 219134,0.75,0.266,1.614,6.399,2.731,0.124,27,2.368,False
HD 219134_32,HD 219134,0.75,0.266,3.381,2.175,1.634,0.074,15,7.179,False
HD 219134_38,HD 219134,0.75,0.266,1.622,0.33,0.781,0.776,6,2.385,False
HD 219134_46,HD 219134,0.75,0.266,2.568,5.314,1.687,0.264,15,4.752,False
HD 219134_48,HD 219134,0.75,0.266,0.616,0.234,0.791,0.243,28,0.558,True
HD 219134_53,HD 219134,0.75,0.266,2.028,7.166,2.535,0.176,10,3.335,False
HD 219134_54,HD 219134,0.75,0.266,0.637,2.83,1.626,0.16,31,0.587,True
HD 219134_58,HD 219134,0.75,0.266,0.782,20.21,2.953,0.392,19,0.799,False
HD 219134_59,HD 219134,0.75,0.266,1.499,0.2,0.72,0.21,13,2.119,False
HD 219134_61,HD 219134,0.75,0.266,2.132,17.72,2.93,0.385,36,3.595,False
HD 219134_63,HD 219134,0.75,0.266,1.852,5.447,2.044,0.463,27,2.91,False
HD 219134_67,HD 219134,0.75,0.266,0.422,3.646,1.79,0.379,9,0.317,False
HD 219134_69,HD 219134,0.75,0.266,0.927,1.816,1.017,0.386,30,1.031,False
HD 219134_74,HD 219134,0.75,0.266,3.55,10.81,2.562,0.104,6,7.723,False
HD 219134_77,HD 219134,0.75,0.266,0.5,0.385,0.85,0.165,25,0.408,True
HD 219134_79,HD 219134,0.75,0.266,0.414,2.057,1.627,0.333,12,0.308,False
HD 219134_8,HD 219134,0.75,0.266,5.704,5.048,1.841,0.199,15,15.73,False
HD 219134_81,HD 219134,0.75,0.266,1.332,0.26,0.67,0.311,12,1.775,False
HD 219134_83,HD 219134,0.75,0.266,0.804,0.154,0.69,0.289,9,0.832,False
HD 219134_84,HD 219134,0.75,0.266,2.038,2.36,1.779,0.497,30,3.36,False
HD 219134_86,HD 219134,0.75,0.266,1.699,8.584,2.908,0.236,28,2.557,False
HD 219134_87,HD 219134,0.75,0.266,2.734,14.22,3.325,0.371,21,5.22,False
HD 219134_89,HD 219134,0.75,0.266,1.262,0.075,0.633,0.401,15,1.637,False
HD 219134_91,HD 219134,0.75,0.266,2.187,14.47,3.127,0.209,36,3.735,False
HD 219134_92,HD 219134,0.75,0.266,2.232,1.728,1.738,0.305,1,3.85,False
HD 219134_93,HD 219134,0.75,0.266,1.468,4.659,2.432,0.14,36,2.054,False
HD 22484_1,HD 22484,1.14,3.068,1.365,1.274,1.178,0.31,9,1.494,False
HD 22484_11,HD 22484,1.14,3.068,1.49,5.437,1.911,0.22,23,1.703,False
HD 22484_13,HD 22484,1.14,3.068,1.429,4.679,1.389,0.197,31,1.6,False
HD 22484_2,HD 22484,1.14,3.068,0.648,1.073,1.198,0.346,9,0.489,False
HD 22484_24,HD 22484,1.14,3.068,2.333,2.197,1.317,0.275,28,3.337,True
HD 22484_27,HD 22484,1.14,3.068,3.237,2.197,1.229,0.349,11,5.455,False
HD 22484_31,HD 22484,1.14,3.068,5.032,7.375,2.975,0.299,6,10.572,False
HD 22484_34,HD 22484,1.14,3.068,1.962,4.472,1.788,0.539,15,2.574,False
HD 22484_39,HD 22484,1.14,3.068,1.161,9.73,1.88,0.393,9,1.172,False
HD 22484_40,HD 22484,1.14,3.068,9.319,4.258,2.036,0.642,1,26.644,False
HD 22484_44,HD 22484,1.14,3.068,1.309,10.97,2.525,0.193,36,1.403,False
HD 22484_47,HD 22484,1.14,3.068,1.734,3.642,1.422,0.387,25,2.139,False
HD 22484_51,HD 22484,1.14,3.068,1.382,2.405,1.243,0.452,23,1.522,False
HD 22484_57,HD 22484,1.14,3.068,1.601,4.272,1.495,0.268,8,1.897,False
HD 22484_58,HD 22484,1.14,3.068,1.598,4.195,1.486,0.288,18,1.892,False
HD 22484_66,HD 22484,1.14,3.068,3.331,7.972,2.123,0.182,3,5.694,False
HD 22484_70,HD 22484,1.14,3.068,4.043,5.099,1.967,0.227,1,7.614,False
HD 22484_72,HD 22484,1.14,3.068,2.119,13.85,2.692,0.324,30,2.889,True
HD 22484_74,HD 22484,1.14,3.068,2.874,9.184,2.716,0.402,36,4.563,False
HD 22484_76,HD 22484,1.14,3.068,1.459,3.435,1.655,0.272,15,1.651,False
HD 22484_79,HD 22484,1.14,3.068,1.01,3.597,1.51,0.037,28,0.951,False
HD 22484_86,HD 22484,1.14,3.068,2.711,5.579,2.145,0.222,13,4.181,False
HD 23249_1,HD 23249,0.87,2.941,1.058,1.773,1.435,0.324,36,1.167,False
HD 23249_10,HD 23249,0.87,2.941,1.402,0.774,1.042,0.149,25,1.78,False
HD 23249_12,HD 23249,0.87,2.941,1.076,8.351,2.111,0.344,23,1.197,False
HD 23249_13,HD 23249,0.87,2.941,0.571,6.514,1.71,0.519,22,0.463,False
HD 23249_14,HD 23249,0.87,2.941,2.123,8.99,2.576,0.396,21,3.316,False
HD 23249_15,HD 23249,0.87,2.941,2.672,4.506,2.063,0.559,36,4.683,False
HD 23249_16,HD 23249,0.87,2.941,1.495,4.789,1.52,0.195,27,1.96,False
HD 23249_21,HD 23249,0.87,2.941,2.749,2.453,1.49,0.65,2,4.887,False
HD 23249_23,HD 23249,0.87,2.941,1.946,2.302,1.397,0.637,9,2.91,False
HD 23249_24,HD 23249,0.87,2.941,0.835,0.417,0.997,0.661,9,0.818,False
HD 23249_27,HD 23249,0.87,2.941,0.901,0.062,0.557,0.596,4,0.917,False
HD 23249_29,HD 23249,0.87,2.941,2.985,4.828,2.026,0.442,25,5.529,False
HD 23249_32,HD 23249,0.87,2.941,0.616,2.995,1.515,0.468,16,0.518,False
HD 23249_36,HD 23249,0.87,2.941,1.156,0.624,0.857,0.191,12,1.333,False
HD 23249_38,HD 23249,0.87,2.941,0.888,2.65,1.826,0.458,15,0.897,False
HD 23249_40,HD 23249,0.87,2.941,1.224,1.472,1.22,0.31,23,1.452,False
HD 23249_41,HD 23249,0.87,2.941,2.741,5.595,2.542,0.29,21,4.865,False
HD 23249_43,HD 23249,0.87,2.941,0.636,0.304,0.849,0.202,15,0.544,False
HD 23249_46,HD 23249,0.87,2.941,2.271,2.439,1.329,0.047,21,3.669,True
HD 23249_48,HD 23249,0.87,2.941,0.648,12.4,3.152,0.351,14,0.559,False
HD 23249_49,HD 23249,0.87,2.941,4.962,25.97,3.323,0.113,15,11.85,False
HD 23249_58,HD 23249,0.87,2.941,2.146,11.79,1.917,0.571,30,3.37,False
HD 23249_6,HD 23249,0.87,2.941,0.984,5.986,2.27,0.631,28,1.046,False
HD 23249_60,HD 23249,0.87,2.941,1.285,14.01,2.929,0.238,27,1.562,False
HD 23249_62,HD 23249,0.87,2.941,4.667,5.543,2.46,0.123,21,10.809,False
HD 23249_65,HD 23249,0.87,2.941,3.809,10.96,2.239,0.375,36,7.97,False
HD 23249_68,HD 23249,0.87,2.941,1.685,1.86,1.444,0.233,25,2.345,True
HD 23249_69,HD 23249,0.87,2.941,1.343,0.404,0.737,0.196,9,1.669,False
HD 23249_7,HD 23249,0.87,2.941,3.554,10.54,3.125,0.261,6,7.183,False
HD 23249_70,HD 23249,0.87,2.941,1.363,3.912,1.76,0.537,9,1.706,False
HD 26965 A_1,HD 26965 A,0.86,0.41,1.572,0.354,0.914,0.271,11,2.125,False
HD 26965 A_16,HD 26965 A,0.86,0.41,0.456,0.343,0.908,0.194,36,0.332,False
HD 26965 A_17,HD 26965 A,0.86,0.41,6.476,2.573,1.738,0.401,1,17.771,False
HD 26965 A_2,HD 26965 A,0.86,0.41,0.93,0.1,0.61,0.113,18,0.967,True
HD 26965 A_20,HD 26965 A,0.86,0.41,0.539,0.267,0.791,0.426,28,0.427,False
HD 26965 A_25,HD 26965 A,0.86,0.41,0.738,3.236,1.401,0.25,21,0.684,True
HD 26965 A_28,HD 26965 A,0.86,0.41,2.473,1.59,0.975,0.523,13,4.194,False
HD 26965 A_32,HD 26965 A,0.86,0.41,0.326,2.921,1.514,0.286,18,0.201,False
HD 26965 A_34,HD 26965 A,0.86,0.41,0.763,0.488,0.795,0.38,36,0.719,False
HD 26965 A_35,HD 26965 A,0.86,0.41,1.421,0.849,0.755,0.465,7,1.827,False
HD 26965 A_37,HD 26965 A,0.86,0.41,0.568,2.618,1.792,0.182,33,0.462,False
HD 26965 A_38,HD 26965 A,0.86,0.41,3.457,14.39,3.373,0.123,15,6.931,False
HD 26965 A_39,HD 26965 A,0.86,0.41,1.058,4.527,2.643,0.254,23,1.173,False
HD 26965 A_40,HD 26965 A,0.86,0.41,0.476,2.888,1.773,0.281,32,0.354,False
HD 26965 A_43,HD 26965 A,0.86,0.41,0.787,3.427,1.827,0.239,36,0.753,True
HD 26965 A_45,HD 26965 A,0.86,0.41,2.893,0.093,0.558,0.68,13,5.306,False
HD 26965 A_46,HD 26965 A,0.86,0.41,0.921,1.664,1.422,0.253,30,0.953,False
HD 26965 A_47,HD 26965 A,0.86,0.41,1.202,10.17,2.043,0.155,26,1.421,False
HD 26965 A_50,HD 26965 A,0.86,0.41,2.587,4.696,2.191,0.21,35,4.487,False
HD 26965 A_51,HD 26965 A,0.86,0.41,1.336,0.02,0.533,0.497,5,1.665,False
HD 26965 A_52,HD 26965 A,0.86,0.41,2.298,15.16,3.111,0.409,21,3.756,False
HD 26965 A_53,HD 26965 A,0.86,0.41,4.354,15.82,3.278,0.265,3,9.797,False
HD 26965 A_54,HD 26965 A,0.86,0.41,0.41,0.812,0.839,0.191,28,0.283,False
HD 26965 A_55,HD 26965 A,0.86,0.41,1.53,6.557,2.177,0.455,30,2.041,False
HD 26965 A_56,HD 26965 A,0.86,0.41,1.67,4.58,2.482,0.211,29,2.327,False
HD 26965 A_57,HD 26965 A,0.86,0.41,0.674,4.993,1.909,0.312,13,0.597,False
HD 26965 A_6,HD 26965 A,0.86,0.41,1.379,6.873,1.985,0.297,14,1.746,False
HD 26965 A_61,HD 26965 A,0.86,0.41,0.274,0.27,0.815,0.383,12,0.155,False
HD 26965 A_62,HD 26965 A,0.86,0.41,2.073,8.3,3.225,0.183,28,3.218,False
HD 26965 A_66,HD 26965 A,0.86,0.41,4.712,3.43,1.854,0.485,1,11.03,False
HD 26965 A_69,HD 26965 A,0.86,0.41,1.661,3.89,2.228,0.303,36,2.308,False
HD 26965 A_7,HD 26965 A,0.86,0.41,0.736,0.22,0.785,0.427,29,0.681,False
HD 26965 A_71,HD 26965 A,0.86,0.41,1.121,7.88,1.881,0.658,36,1.28,False
HD 26965 A_72,HD 26965 A,0.86,0.41,0.665,0.067,0.534,0.485,7,0.585,False
HD 26965 A_75,HD 26965 A,0.86,0.41,0.632,3.348,1.519,0.435,36,0.542,False
HD 26965 A_78,HD 26965 A,0.86,0.41,1.871,2.787,1.737,0.448,31,2.76,False
HD 26965 A_8,HD 26965 A,0.86,0.41,1.251,7.739,1.992,0.133,29,1.509,False
HD 26965 A_81,HD 26965 A,0.86,0.41,0.772,0.674,0.912,0.609,7,0.731,False
HD 26965 A_82,HD 26965 A,0.86,0.41,0.337,8.089,2.949,0.322,7,0.211,False
HD 26965 A_85,HD 26965 A,0.86,0.41,2.162,0.928,0.915,0.325,15,3.428,False
HD 26965 A_9,HD 26965 A,0.86,0.41,0.565,0.443,0.636,0.137,15,0.458,True
HD 30495_14,HD 30495,1.04,0.966,0.799,2.258,1.351,0.479,7,0.7,False
HD 30495_2,HD 30495,1.04,0.966,0.667,1.884,1.347,0.271,7,0.534,False
HD 30495_20,HD 30495,1.04,0.966,3.134,0.454,0.962,0.442,6,5.44,False
HD 30495_30,HD 30495,1.04,0.966,2.322,9.262,2.798,0.789,30,3.47,False
HD 30495_36,HD 30495,1.04,0.966,1.18,14.98,3.212,0.239,18,1.257,True
HD 30495_38,HD 30495,1.04,0.966,5.852,8.505,2.861,0.059,15,13.882,False
HD 30495_45,HD 30495,1.04,0.966,0.862,11.96,2.277,0.463,12,0.785,False
HD 30495_46,HD 30495,1.04,0.966,1.576,8.034,1.225,0.292,35,1.94,False
HD 30495_56,HD 30495,1.04,0.966,0.632,2.657,1.035,0.482,16,0.493,False
HD 30495_6,HD 30495,1.04,0.966,1.561,11.74,2.639,0.274,21,1.912,False
HD 30495_60,HD 30495,1.04,0.966,1.298,0.838,0.952,0.31,10,1.45,True
HD 30495_61,HD 30495,1.04,0.966,3.87,3.004,1.068,0.567,5,7.465,False
HD 30495_64,HD 30495,1.04,0.966,0.98,0.242,0.626,0.172,5,0.951,True
HD 30495_65,HD 30495,1.04,0.966,1.322,3.659,1.636,0.364,13,1.49,False
HD 30495_66,HD 30495,1.04,0.966,1.946,12.16,3.07,0.52,13,2.662,False
HD 30495_68,HD 30495,1.04,0.966,3.193,5.195,1.831,0.649,21,5.595,False
HD 30495_79,HD 30495,1.04,0.966,3.224,9.035,2.971,0.228,35,5.676,False
HD 30495_8,HD 30495,1.04,0.966,1.295,0.236,0.732,0.36,8,1.445,False
HD 30495_80,HD 30495,1.04,0.966,6.149,11.8,2.669,0.793,10,14.952,False
HD 30495_85,HD 30495,1.04,0.966,1.932,9.289,2.663,0.381,20,2.633,False
HD 30495_87,HD 30495,1.04,0.966,2.415,1.475,1.051,0.34,15,3.68,False
HD 30495_9,HD 30495,1.04,0.966,1.208,3.068,1.379,0.56,16,1.302,False
HD 30652_0,HD 30652,1.25,2.71,4.337,9.503,2.741,0.132,26,8.078,False
HD 30652_11,HD 30652,1.25,2.71,0.497,0.226,0.64,0.483,7,0.313,False
HD 30652_13,HD 30652,1.25,2.71,0.545,26.71,2.826,0.456,16,0.36,False
HD 30652_18,HD 30652,1.25,2.71,0.935,3.727,1.601,0.305,36,0.809,False
HD 30652_19,HD 30652,1.25,2.71,5.991,1.596,1.234,0.636,7,13.116,False
HD 30652_2,HD 30652,1.25,2.71,0.737,5.628,1.848,0.285,30,0.566,False
HD 30652_23,HD 30652,1.25,2.71,1.063,1.236,1.195,0.269,18,0.98,False
HD 30652_26,HD 30652,1.25,2.71,4.22,14.12,2.395,0.503,24,7.754,False
HD 30652_27,HD 30652,1.25,2.71,0.6,0.867,0.805,0.404,25,0.416,False
HD 30652_28,HD 30652,1.25,2.71,4.415,3.825,1.08,0.446,1,8.297,False
HD 30652_30,HD 30652,1.25,2.71,1.732,1.77,1.333,0.148,10,2.039,True
HD 30652_31,HD 30652,1.25,2.71,2.069,2.692,1.991,0.287,35,2.662,True
HD 30652_35,HD 30652,1.25,2.71,0.738,7.95,3.186,0.137,21,0.567,False
HD 30652_37,HD 30652,1.25,2.71,1.374,0.38,0.587,0.119,10,1.441,False
HD 30652_38,HD 30652,1.25,2.71,0.929,0.739,0.837,0.572,23,0.801,False
HD 30652_44,HD 30652,1.25,2.71,1.398,2.841,1.75,0.389,13,1.478,False
HD 30652_46,HD 30652,1.25,2.71,3.206,5.847,2.796,0.434,3,5.134,False
HD 30652_51,HD 30652,1.25,2.71,1.163,0.211,0.658,0.04,7,1.122,False
HD 30652_57,HD 30652,1.25,2.71,4.251,9.645,2.862,0.181,15,7.839,False
HD 30652_6,HD 30652,1.25,2.71,1.041,6.395,2.032,0.34,31,0.95,False
HD 30652_60,HD 30652,1.25,2.71,2.672,6.028,2.473,0.232,36,3.907,False
HD 30652_61,HD 30652,1.25,2.71,3.118,11.16,3.211,0.572,26,4.924,False
HD 30652_62,HD 30652,1.25,2.71,1.889,0.828,0.867,0.277,1,2.322,True
HD 30652_65,HD 30652,1.25,2.71,2.293,7.769,2.696,0.184,35,3.106,True
HD 30652_66,HD 30652,1.25,2.71,0.571,5.342,2.114,0.571,21,0.386,False
HD 30652_72,HD 30652,1.25,2.71,0.596,6.307,2.029,0.376,25,0.412,False
HD 30652_73,HD 30652,1.25,2.71,1.488,0.088,0.585,0.113,6,1.623,True
HD 30652_74,HD 30652,1.25,2.71,8.05,18.59,3.305,0.372,33,20.429,False
HD 30652_75,HD 30652,1.25,2.71,2.419,7.141,2.441,0.756,21,3.365,False
HD 30652_80,HD 30652,1.25,2.71,1.458,2.038,1.369,0.068,25,1.575,True
HD 30652_83,HD 30652,1.25,2.71,4.159,6.699,2.388,0.052,15,7.586,False
HD 30652_84,HD 30652,1.25,2.71,0.718,0.105,0.755,0.305,14,0.544,False
HD 30652_87,HD 30652,1.25,2.71,0.399,0.065,0.523,0.41,9,0.225,False
HD 30652_91,HD 30652,1.25,2.71,2.419,5.073,1.82,0.342,35,3.365,False
HD 32147_0,HD 32147,0.75,0.29,1.477,4.939,1.715,0.176,30,2.073,False
HD 32147_1,HD 32147,0.75,0.29,0.843,0.294,0.861,0.152,20,0.894,False
HD 32147_10,HD 32147,0.75,0.29,4.173,7.167,2.705,0.099,28,9.843,False
HD 32147_12,HD 32147,0.75,0.29,1.85,8.485,1.99,0.107,9,2.906,False
HD 32147_13,HD 32147,0.75,0.29,1.416,0.029,0.592,0.421,4,1.946,False
HD 32147_15,HD 32147,0.75,0.29,0.704,0.486,0.866,0.284,28,0.682,True
HD 32147_17,HD 32147,0.75,0.29,0.813,10.72,2.308,0.419,16,0.846,False
HD 32147_19,HD 32147,0.75,0.29,1.029,4.1,2.198,0.089,36,1.205,False
HD 32147_20,HD 32147,0.75,0.29,2.169,0.151,0.571,0.664,1,3.689,False
HD 32147_21,HD 32147,0.75,0.29,1.406,1.048,1.083,0.342,11,1.925,False
HD 32147_24,HD 32147,0.75,0.29,1.28,1.793,0.737,0.367,11,1.672,False
HD 32147_26,HD 32147,0.75,0.29,0.755,11.87,2.919,0.578,21,0.758,False
HD 32147_3,HD 32147,0.75,0.29,0.751,10.43,2.63,0.186,12,0.752,True
HD 32147_33,HD 32147,0.75,0.29,0.454,0.228,0.794,0.277,9,0.353,False
HD 32147_36,HD 32147,0.75,0.29,1.917,6.159,1.727,0.571,25,3.065,False
HD 32147_43,HD 32147,0.75,0.29,1.46,0.73,1.176,0.542,32,2.037,False
HD 32147_46,HD 32147,0.75,0.29,1.861,7.758,2.361,0.322,18,2.931,False
HD 32147_5,HD 32147,0.75,0.29,0.567,1.952,1.287,0.393,16,0.493,False
HD 32147_50,HD 32147,0.75,0.29,3.354,12.46,2.677,0.201,21,7.093,False
HD 32147_51,HD 32147,0.75,0.29,2.499,4.653,1.336,0.683,8,4.562,False
HD 32147_53,HD 32147,0.75,0.29,0.605,7.086,2.376,0.473,16,0.543,False
HD 32147_54,HD 32147,0.75,0.29,1.196,0.889,0.785,0.463,13,1.51,False
HD 32147_58,HD 32147,0.75,0.29,1.358,0.816,0.936,0.324,11,1.827,False
HD 32147_60,HD 32147,0.75,0.29,2.022,5.568,2.106,0.3,21,3.32,False
HD 32147_63,HD 32147,0.75,0.29,0.811,0.068,0.5,0.444,12,0.843,False
HD 32147_64,HD 32147,0.75,0.29,1.392,0.696,0.772,0.112,7,1.896,False
HD 32147_65,HD 32147,0.75,0.29,1.777,7.385,1.888,0.116,14,2.735,False
HD 32147_66,HD 32147,0.75,0.29,3.352,0.924,1.034,0.287,9,7.086,False
HD 32147_7,HD 32147,0.75,0.29,1.473,0.502,0.82,0.397,7,2.064,False
HD 32147_74,HD 32147,0.75,0.29,4.402,17.62,2.307,0.179,6,10.665,False
HD 32147_76,HD 32147,0.75,0.29,1.108,0.712,0.673,0.196,14,1.347,False
HD 32147_77,HD 32147,0.75,0.29,1.679,0.349,0.721,0.304,2,2.512,False
HD 32147_80,HD 32147,0.75,0.29,4.46,10.11,2.816,0.486,33,10.876,False
HD 32147_9,HD 32147,0.75,0.29,0.393,2.458,1.466,0.406,7,0.284,False
HD 33262 A_0,HD 33262 A,1.14,1.466,1.626,1.421,0.882,0.125,9,1.942,True
HD 33262 A_10,HD 33262 A,1.14,1.466,2.326,3.855,1.699,0.329,26,3.322,False
HD 33262 A_13,HD 33262 A,1.14,1.466,2.129,0.936,1.101,0.45,9,2.909,False
HD 33262 A_19,HD 33262 A,1.14,1.466,1.085,2.369,1.449,0.244,30,1.059,False
HD 33262 A_2,HD 33262 A,1.14,1.466,6.084,14.17,3.34,0.336,30,14.055,False
HD 33262 A_23,HD 33262 A,1.14,1.466,0.593,0.126,0.8,0.327,13,0.428,False
HD 33262 A_24,HD 33262 A,1.14,1.466,1.743,0.214,0.598,0.569,3,2.155,False
HD 33262 A_3,HD 33262 A,1.14,1.466,0.578,2.386,1.422,0.352,13,0.412,False
HD 33262 A_30,HD 33262 A,1.14,1.466,1.219,3.581,1.527,0.349,9,1.261,False
HD 33262 A_36,HD 33262 A,1.14,1.466,2.121,2.423,1.496,0.26,1,2.893,False
HD 33262 A_37,HD 33262 A,1.14,1.466,1.364,2.241,1.434,0.361,36,1.492,False
HD 33262 A_38,HD 33262 A,1.14,1.466,0.51,6.432,2.435,0.386,6,0.341,False
HD 33262 A_4,HD 33262 A,1.14,1.466,1.212,4.991,2.846,0.367,36,1.25,False
HD 33262 A_40,HD 33262 A,1.14,1.466,2.034,4.124,1.685,0.201,28,2.717,False
HD 33262 A_45,HD 33262 A,1.14,1.466,0.814,3.742,1.992,0.702,26,0.688,False
HD 33262 A_48,HD 33262 A,1.14,1.466,1.267,6.278,1.689,0.328,20,1.336,False
HD 33262 A_54,HD 33262 A,1.14,1.466,2.378,9.332,2.787,0.206,15,3.435,False
HD 33262 A_55,HD 33262 A,1.14,1.466,0.749,1.695,1.092,0.342,4,0.607,False
HD 33262 A_58,HD 33262 A,1.14,1.466,1.63,2.925,1.483,0.339,31,1.949,False
HD 33262 A_64,HD 33262 A,1.14,1.466,1.57,2.046,1.507,0.434,36,1.842,False
HD 33262 A_65,HD 33262 A,1.14,1.466,2.234,20.96,3.11,0.095,36,3.127,False
HD 33262 A_66,HD 33262 A,1.14,1.466,2.438,13.66,3.254,0.41,36,3.565,False
HD 33262 A_7,HD 33262 A,1.14,1.466,1.582,16.4,3.229,0.369,36,1.864,False
HD 33262 A_74,HD 33262 A,1.14,1.466,2.589,8.45,2.042,0.138,11,3.902,False
HD 34411_11,HD 34411,1.08,1.732,1.219,5.67,2.092,0.277,20,1.295,False
HD 34411_12,HD 34411,1.08,1.732,0.963,4.532,1.497,0.163,27,0.909,False
HD 34411_13,HD 34411,1.08,1.732,2.229,2.165,1.461,0.116,26,3.202,False
HD 34411_14,HD 34411,1.08,1.732,1.52,2.373,1.911,0.25,19,1.803,True
HD 34411_18,HD 34411,1.08,1.732,3.162,12.05,3.35,0.319,36,5.41,False
HD 34411_19,HD 34411,1.08,1.732,0.933,0.451,1.011,0.268,6,0.867,False
