PlanetID,StarName,M_sol,L_sol,SMA_AU,Mp_MEarth,Rp_REarth,ecc,NDet,P_yr,HZ
HD 219134_2,HD 219134,0.75,0.265889,0.475,1.562,1.279,0.085,5,0.378,True
HD 95735_3,HD 95735,0.44,0.019934,0.164,0.374,0.847,0.146,7,0.1,True
HD 95735_6,HD 95735,0.44,0.019934,0.163,1.443,1.008,0.047,1,0.099,True
