PlanetID,sma,ecc,StarName,Mp_MEarth,M_sol,FinalPosteriorEpoch,NDetectedEpochs
HD 142860_5,0.9201570779394539,0.13063424982824395,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9195229499969265,0.11097751395150052,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9188511889764895,0.14934816759679315,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9214789241549032,0.1972907393140159,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9191003132196395,0.0890929942941991,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9212845090836808,0.18597093075715096,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9199311757309826,0.08378956935155585,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9191136581624585,0.0991578391640948,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9214578927832582,0.09956102169692448,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9230759770890539,0.2318671391926751,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9194368739461949,0.17296966827251986,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9204919433201036,0.08660673917235044,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9200933781355219,0.1457058593458058,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9199783232569131,0.16142178886065078,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9194257622708539,0.13332390231381536,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9185655232566966,0.11692729884049605,HD 142860,8.017,1.25,8,7
HD 142860_5,0.922447011416227,0.22833937540771665,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9227789899823644,0.15857804658393795,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9224740997955851,0.16418220728286,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9210120442823657,0.17759727110959878,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9192742713257881,0.08565573498744677,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9223932012416021,0.19668530220943814,HD 142860,8.017,1.25,8,7
HD 142860_5,0.9202839535030886,0.0833832350969304,HD 142860,8.017,1.25,8,7
