PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,DetStatus,NDet,NObs,LastObs,HZ
HD 72905_0,HD 72905,1.629,0.2,1,1.273,14.439,1.08,0.973,0.093,154.067,1.351,0.36,1,1,1,2035.0,False
HD 72905_0,HD 72905,1.629,0.2,1,1.273,14.439,1.08,0.973,0.043,158.669,1.627,0.932,0,1,2,2035.293,False
HD 72905_0,HD 72905,1.629,0.2,1,1.273,14.439,1.08,0.973,0.05,329.221,1.873,0.93,0,1,3,2035.586,False
HD 72905_0,HD 72905,1.629,0.2,1,1.273,14.439,1.08,0.973,0.116,332.758,1.954,0.616,1,2,4,2035.88,False
HD 72905_0,HD 72905,1.629,0.2,1,1.273,14.439,1.08,0.973,0.127,334.135,1.847,0.262,1,3,5,2036.173,False
HD 72905_0,HD 72905,1.629,0.2,1,1.273,14.439,1.08,0.973,0.066,336.483,1.584,0.027,0,3,6,2036.466,False
HD 72905_0,HD 72905,1.629,0.2,1,1.273,14.439,1.08,0.973,0.045,150.503,1.328,0.014,0,3,7,2036.759,False
HD 72905_0,HD 72905,1.629,0.2,1,1.273,14.439,1.08,0.973,0.092,154.528,1.389,0.486,1,4,8,2037.052,False
