PlanetID,period,ecc,StarName,Rp_REarth,M_sol,FinalPosteriorEpoch,NDetectedEpochs
HD 142860_2,5.078886288548574,0.07762004710068574,HD 142860,1.146,1.25,8,8
HD 142860_2,5.087220884133702,0.06997940012620334,HD 142860,1.146,1.25,8,8
HD 142860_2,5.074696401108848,0.07770618091074229,HD 142860,1.146,1.25,8,8
HD 142860_2,5.06795982564613,0.07617256701483788,HD 142860,1.146,1.25,8,8
HD 142860_2,5.082991262224378,0.073324434616997,HD 142860,1.146,1.25,8,8
HD 142860_2,5.072234030672589,0.0766822312785732,HD 142860,1.146,1.25,8,8
HD 142860_2,5.077605512895674,0.07517928659838767,HD 142860,1.146,1.25,8,8
HD 142860_2,5.076234912233685,0.07186618852227422,HD 142860,1.146,1.25,8,8
HD 142860_2,5.080750611423803,0.07358454440401595,HD 142860,1.146,1.25,8,8
HD 142860_2,5.071097447127283,0.076140162097871,HD 142860,1.146,1.25,8,8
HD 142860_2,5.0812361752585975,0.07625061136691394,HD 142860,1.146,1.25,8,8
HD 142860_2,5.0753226309684925,0.06981897133807631,HD 142860,1.146,1.25,8,8
HD 142860_2,5.077075902749441,0.07430503122807869,HD 142860,1.146,1.25,8,8
HD 142860_2,5.0908570748879285,0.07675300384372295,HD 142860,1.146,1.25,8,8
HD 142860_2,5.075163300617293,0.07814760832861758,HD 142860,1.146,1.25,8,8
HD 142860_2,5.078772306421001,0.07314958555907775,HD 142860,1.146,1.25,8,8
HD 142860_2,5.085385059781445,0.07474734913303871,HD 142860,1.146,1.25,8,8
HD 142860_2,5.0782912465895915,0.07431415851426963,HD 142860,1.146,1.25,8,8
HD 142860_2,5.068687263972148,0.07357955157820545,HD 142860,1.146,1.25,8,8
HD 142860_2,5.0770574733514975,0.07994614662940719,HD 142860,1.146,1.25,8,8
HD 142860_2,5.074669937773168,0.07645714556031788,HD 142860,1.146,1.25,8,8
HD 142860_2,5.084893283519437,0.07263367175622348,HD 142860,1.146,1.25,8,8
HD 142860_2,5.079884662840454,0.07381609779737681,HD 142860,1.146,1.25,8,8
HD 142860_2,5.073520232707261,0.06943340245346617,HD 142860,1.146,1.25,8,8
HD 142860_2,5.083194099760613,0.07013860469875755,HD 142860,1.146,1.25,8,8
HD 142860_2,5.081488814145348,0.07129110545602761,HD 142860,1.146,1.25,8,8
HD 142860_2,5.073906987287148,0.0749938703243034,HD 142860,1.146,1.25,8,8
HD 142860_2,5.072888810352029,0.07127676765725151,HD 142860,1.146,1.25,8,8
HD 142860_2,5.076775288939918,0.07683879183378833,HD 142860,1.146,1.25,8,8
HD 142860_2,5.087476308913123,0.0744686507964219,HD 142860,1.146,1.25,8,8
HD 142860_2,5.073398267067784,0.07382238003987837,HD 142860,1.146,1.25,8,8
HD 142860_2,5.07390776563864,0.07610104421382527,HD 142860,1.146,1.25,8,8
HD 142860_2,5.075239921311318,0.07539689906101302,HD 142860,1.146,1.25,8,8
HD 142860_2,5.088398232367487,0.07284079267997394,HD 142860,1.146,1.25,8,8
HD 142860_2,5.081317884047251,0.07672223039513448,HD 142860,1.146,1.25,8,8
HD 142860_2,5.069581603561791,0.07590126426383499,HD 142860,1.146,1.25,8,8
