PlanetID,period,ecc,StarName,Rp_REarth,M_sol,FinalPosteriorEpoch,NDetectedEpochs
HD 142860_5,5.448889878622592,0.08518829526695101,HD 142860,2.443,1.25,8,1
HD 142860_5,1.1039499755407898,0.23999290672285264,HD 142860,2.443,1.25,8,1
HD 142860_5,0.9170285882942777,0.0056497123326502375,HD 142860,2.443,1.25,8,1
HD 142860_5,1.1105895883018133,0.03724985295898996,HD 142860,2.443,1.25,8,1
HD 142860_5,0.7363178046068966,0.2493684374704531,HD 142860,2.443,1.25,8,1
HD 142860_5,1.0199759097183625,0.09792867477817176,HD 142860,2.443,1.25,8,1
HD 142860_5,2.771164026928355,0.07702830500132932,HD 142860,2.443,1.25,8,1
HD 142860_5,1.387998475600476,0.5094226835398173,HD 142860,2.443,1.25,8,1
HD 142860_5,1.9980072689775366,0.13007681762300305,HD 142860,2.443,1.25,8,1
HD 142860_5,0.8948849174448958,0.07343608551412116,HD 142860,2.443,1.25,8,1
HD 142860_5,1.9067909433181578,0.0671383129557757,HD 142860,2.443,1.25,8,1
HD 142860_5,1.68146959551974,0.1965941546210733,HD 142860,2.443,1.25,8,1
HD 142860_5,4.785404779589163,0.405741607262437,HD 142860,2.443,1.25,8,1
HD 142860_5,1.7150543185868128,0.0907955406304845,HD 142860,2.443,1.25,8,1
HD 142860_5,0.7114537975716906,0.33249590694992465,HD 142860,2.443,1.25,8,1
HD 142860_5,0.5437239821495553,0.46285914523542054,HD 142860,2.443,1.25,8,1
HD 142860_5,1.43770943461767,0.29001432980395286,HD 142860,2.443,1.25,8,1
HD 142860_5,2.182499445137143,0.4651557134381486,HD 142860,2.443,1.25,8,1
HD 142860_5,0.7579992380852856,0.2734343497146196,HD 142860,2.443,1.25,8,1
HD 142860_5,0.9995290964818389,0.06174379735655533,HD 142860,2.443,1.25,8,1
HD 142860_5,1.2859735996136412,0.08444198849456232,HD 142860,2.443,1.25,8,1
HD 142860_5,0.9169785368307263,0.32887330267188747,HD 142860,2.443,1.25,8,1
HD 142860_5,3.1125224915540213,0.12363026678411297,HD 142860,2.443,1.25,8,1
HD 142860_5,0.9690438743669789,0.2813440164564087,HD 142860,2.443,1.25,8,1
HD 142860_5,1.1813746861804308,0.026182976640182785,HD 142860,2.443,1.25,8,1
HD 142860_5,2.437408617590759,0.368870036691316,HD 142860,2.443,1.25,8,1
HD 142860_5,0.9200023602615304,0.042627454140317156,HD 142860,2.443,1.25,8,1
HD 142860_5,2.719176304784057,0.47197887971097824,HD 142860,2.443,1.25,8,1
HD 142860_5,2.225670599828505,0.16755267663948767,HD 142860,2.443,1.25,8,1
HD 142860_5,2.809815487073022,0.003312108888571154,HD 142860,2.443,1.25,8,1
HD 142860_5,0.9992763263168746,0.13211995436924373,HD 142860,2.443,1.25,8,1
HD 142860_5,0.852331515070123,0.16064094693385866,HD 142860,2.443,1.25,8,1
HD 142860_5,1.0665213262270405,0.07608701465952124,HD 142860,2.443,1.25,8,1
HD 142860_5,1.5350632277487637,0.25070230930570664,HD 142860,2.443,1.25,8,1
HD 142860_5,0.7365785755877235,0.1449623478758505,HD 142860,2.443,1.25,8,1
HD 142860_5,0.7754232671472966,0.18745368318203998,HD 142860,2.443,1.25,8,1
HD 142860_5,2.7010422796653866,0.37014635325491774,HD 142860,2.443,1.25,8,1
HD 142860_5,9.900749294601559,0.04342956415953425,HD 142860,2.443,1.25,8,1
HD 142860_5,0.7327088646132112,0.28779711561934695,HD 142860,2.443,1.25,8,1
HD 142860_5,1.4256760553325267,0.31138668718236073,HD 142860,2.443,1.25,8,1
HD 142860_5,1.1312357868698086,0.09688835400427934,HD 142860,2.443,1.25,8,1
HD 142860_5,1.2990499157927908,0.06949758199873739,HD 142860,2.443,1.25,8,1
HD 142860_5,2.210106292881703,0.37240062170626503,HD 142860,2.443,1.25,8,1
HD 142860_5,0.9133094301768028,0.020144424088085103,HD 142860,2.443,1.25,8,1
HD 142860_5,1.0490506186591066,0.07277833136493454,HD 142860,2.443,1.25,8,1
HD 142860_5,1.8428704100606819,0.548375266084044,HD 142860,2.443,1.25,8,1
HD 142860_5,2.698645527076212,0.41710004965720254,HD 142860,2.443,1.25,8,1
HD 142860_5,0.8641628355936237,0.010006605739244117,HD 142860,2.443,1.25,8,1
HD 142860_5,1.0014133628347204,0.049011068881152385,HD 142860,2.443,1.25,8,1
HD 142860_5,0.8284006135047783,0.06083035561135227,HD 142860,2.443,1.25,8,1
