PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,PlanetContrast,tReq_s,tReq_hr,Cp_e_s,Cb_e_s,Csp_e_s,DetStatus_Ideal,DetStatus_ETC_3hr,DetStatus_ETC_12hr,DetStatus_ETC_24hr,DetStatus,NDet,NObs,LastObs
HD 134083_0,HD 134083,0.116,0.07,1.9,7.058,19.536,1.33,3.255,,,0.122885,0.071545,1.178754425131353e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.614776
HD 134083_1,HD 134083,0.36,0.097,1.358,2.746,19.536,1.33,3.255,,,0.342656,0.470776,4.331622384217654e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.614776
HD 134083_3,HD 134083,0.749,0.13,0.881,0.684,19.536,1.33,3.255,,,0.67583,0.255855,2.752000923105348e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.614776
HD 134083_4,HD 134083,0.959,0.114,0.591,0.338,19.536,1.33,3.255,,,0.956037,0.319283,9.581669892221267e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.614776
HD 58855_0,HD 58855,3.917,0.055,2.746,11.124,20.402,1.16,2.445,0.191664,90.383962,3.956805,0.328546,1.093414911585369e-10,4791.613964744329,1.3310038790956469,0.06583511431381887,0.3572176293712728,0.00040508376417744467,1,1,1,1,1,4,4,2037.619806
HD 58855_3,HD 58855,0.12,0.023,0.846,0.314,20.402,1.16,2.445,,,0.117241,0.754841,1.9602843860024126e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.619806
HD 58855_4,HD 58855,1.787,0.062,0.53,0.101,20.402,1.16,2.445,,,1.707627,0.691888,4.0857332110206074e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.619806
HD 58855_5,HD 58855,2.753,0.078,0.74,0.361,20.402,1.16,2.445,,,2.733617,0.032895,1.4339924637600025e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.619806
HD 58855_6,HD 58855,3.408,0.008,0.67,0.197,20.402,1.16,2.445,,,3.393301,0.758961,1.6474595666143212e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.619806
HD 58855_7,HD 58855,0.511,0.017,1.169,2.72,20.402,1.16,2.445,,,0.519522,0.256274,9.50733113227867e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.619806
HD 58855_8,HD 58855,3.679,0.02,1.665,3.725,20.402,1.16,2.445,,,3.617473,0.928653,8.384773323396485e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.619806
HD 192310_0,HD 192310,1.267,0.07,0.641,0.14,8.812,0.77,0.404,,,1.340462,0.992247,1.399129137520123e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,1,6,2037.622545
HD 192310_1,HD 192310,1.472,0.082,2.73,7.674,8.812,0.77,0.404,0.14626,204.952707,1.450812,0.116849,2.648824240718228e-10,1815.295935344219,0.5042488709289498,0.11016553169263067,0.33930344636455934,0.0002856558774660213,1,1,1,1,1,6,6,2037.622545
HD 192310_2,HD 192310,0.631,0.109,2.544,13.411,8.812,0.77,0.404,0.056763,268.073926,0.585449,0.161284,2.2921748395003887e-09,168.90276448301822,0.04691743457861617,0.5248201514852993,0.42448402950371567,0.0008535264317270636,1,1,1,1,1,3,6,2037.622545
HD 192310_3,HD 192310,0.091,0.084,2.458,12.572,8.812,0.77,0.404,,,0.098498,0.640282,2.6684278670649787e-07,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.622545
HD 187691 A_0,HD 187691 A,3.127,0.076,1.475,4.454,19.488,1.25,2.835,,,3.196449,0.478399,6.798897628824557e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.645983
HD 187691 A_1,HD 187691 A,2.61,0.091,1.018,1.386,19.488,1.25,2.835,,,2.839766,0.133246,1.3105325622766478e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,4,2037.645983
HD 187691 A_2,HD 187691 A,3.249,0.037,0.764,1.364,19.488,1.25,2.835,,,3.131225,0.016217,6.688650178124587e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.645983
HD 187691 A_3,HD 187691 A,2.018,0.038,2.654,10.557,19.488,1.25,2.835,,,2.083333,0.025052,2.639791625441794e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,2,4,2037.645983
HD 38393_0,HD 38393,0.205,0.072,1.088,1.383,8.905,1.23,2.344,,,0.213701,0.200298,4.133687480151224e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.659651
HD 38393_1,HD 38393,3.39,0.099,0.656,0.073,8.905,1.23,2.344,,,3.140104,0.309725,1.024764579096927e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.659651
HD 38393_3,HD 38393,0.355,0.086,1.549,2.098,8.905,1.23,2.344,,,0.325262,0.59734,1.1425144834048074e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.659651
HD 38393_4,HD 38393,4.373,0.052,1.208,1.876,8.905,1.23,2.344,,,4.387416,0.235171,1.4808743375800847e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.659651
HD 693_0,HD 693,1.045,0.058,1.136,2.579,18.886,1.18,2.997,,,1.098782,0.074733,5.172104639007288e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.668239
HD 693_1,HD 693,0.139,0.106,2.768,7.407,18.886,1.18,2.997,,,0.145495,0.376922,9.278305057545428e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.668239
HD 693_3,HD 693,1.448,0.069,1.975,3.042,18.886,1.18,2.997,,,1.395315,0.057291,6.328568160860507e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,4,2037.668239
HD 693_4,HD 693,1.744,0.105,1.392,2.348,18.886,1.18,2.997,,,1.697572,0.943806,3.5679489630475836e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,2,4,2037.668239
HD 693_5,HD 693,2.909,0.1,1.423,2.794,18.886,1.18,2.997,,,2.997778,0.937549,1.5632080726845417e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,1,4,2037.668239
HD 693_6,HD 693,2.914,0.024,0.574,0.316,18.886,1.18,2.997,,,2.859784,0.000629,2.0256283344674468e-14,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.668239
HD 693_7,HD 693,3.93,0.01,2.298,5.004,18.886,1.18,2.997,0.155121,51.542433,3.902989,0.732893,1.621962584761019e-10,1225.9790554523286,0.34054973762564683,0.14631702270147684,0.3888622389914439,0.0006160478283119183,1,1,1,1,1,1,4,2037.668239
HD 95735_0,HD 95735,0.673,0.041,0.901,1.876,2.546,0.44,0.02,0.256086,264.823635,0.69375,0.154871,1.8619059163536828e-10,56360.65166227584,15.655736572854401,0.01674258186014318,0.3054756786342448,6.0137425930591304e-05,1,0,0,1,1,2,6,2037.674499
HD 95735_2,HD 95735,0.392,0.078,0.638,0.252,2.546,0.44,0.02,0.161322,267.496368,0.421547,0.393367,5.981092935777142e-10,6253.556219368277,1.7370989498245215,0.05300029738958244,0.3054757911702038,6.0138176170317937e-05,1,1,1,1,1,5,6,2037.674499
HD 95735_3,HD 95735,0.164,0.146,0.847,1.655,2.546,0.44,0.02,0.065959,129.267305,0.17737,0.158179,2.9831321865584243e-09,968.7124975070386,0.2690868048630663,0.1556034195828667,0.3230371358878813,0.00017721380762150107,1,1,1,1,1,5,6,2037.674499
HD 95735_4,HD 95735,2.481,0.023,1.454,2.402,2.546,0.44,0.02,,,2.438204,0.010013,2.6027382357404193e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,1,6,2037.674499
HD 95735_6,HD 95735,0.163,0.047,1.008,2.764,2.546,0.44,0.02,,,0.16901,0.004205,9.902176737496886e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.674499
HD 22484_0,HD 22484,0.838,0.146,1.142,1.607,13.92,1.14,3.068,,,0.960186,0.001144,1.0568188722924847e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.677239
HD 22484_1,HD 22484,1.12,0.109,1.996,7.679,13.92,1.14,3.068,0.083578,340.332198,1.146106,0.203214,4.158344511915339e-10,223.81495401114915,0.06217082055865254,0.5073094647816774,0.6668698553396547,0.002469431937299991,1,1,1,1,1,4,4,2037.677239
HD 22484_2,HD 22484,0.469,0.117,1.765,3.166,13.92,1.14,3.068,,,0.466237,0.223123,2.30231188055879e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.677239
HD 22484_5,HD 22484,4.456,0.081,0.516,0.034,13.92,1.14,3.068,,,4.442738,0.545324,5.389969963538994e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.677239
HD 22484_7,HD 22484,3.201,0.074,0.943,1.501,13.92,1.14,3.068,,,3.426832,0.27329,1.6627143580894116e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.677239
HD 102365_0,HD 102365,1.154,0.024,2.235,11.472,9.319,1.02,0.844,0.10651,177.091557,1.135822,0.115649,2.412039897386744e-10,722.8256748963096,0.20078490969341933,0.2031124326728003,0.40507846875530185,0.0007241560267376383,1,1,1,1,1,5,5,2037.684401
HD 102365_1,HD 102365,4.021,0.031,1.113,0.834,9.319,1.02,0.844,,,3.966518,0.327992,1.5971349996108446e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.684401
HD 102365_2,HD 102365,0.113,0.031,0.976,0.303,9.319,1.02,0.844,,,0.109835,0.06008,3.063022967297762e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.684401
HD 37394_0,HD 37394,1.839,0.051,0.552,0.164,12.27,0.88,0.478,,,1.903626,0.876121,4.489214605627402e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.699186
HD 37394_1,HD 37394,0.501,0.058,1.934,5.969,12.27,0.88,0.478,,,0.491802,0.258411,1.848141304011103e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.699186
HD 37394_3,HD 37394,1.245,0.044,1.502,2.038,12.27,0.88,0.478,,,1.1908,0.002804,3.041762945918526e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,2,6,2037.699186
HD 37394_5,HD 37394,0.152,0.102,1.111,1.488,12.27,0.88,0.478,,,0.159366,0.087881,2.556232097493428e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.699186
HD 37394_9,HD 37394,0.863,0.077,0.726,0.552,12.27,0.88,0.478,0.063741,120.405462,0.818573,0.449788,2.977393768386897e-10,9297.754270978981,2.5827095197163836,0.04753429324514498,0.378430804624117,0.0005465049325297391,1,1,1,1,1,2,6,2037.699186
HD 37394_10,HD 37394,0.093,0.059,3.205,15.21,12.27,0.88,0.478,,,0.088546,0.063818,5.0040305601982284e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.699186
HD 37394_11,HD 37394,1.171,0.065,2.415,5.91,12.27,0.88,0.478,0.092817,59.900028,1.193351,0.19168,5.410171901162994e-10,1393.0774501477583,0.3869659583743773,0.12841387184442407,0.3402838818395794,0.00029219211396615534,1,1,1,1,1,6,6,2037.699186
HD 37394_15,HD 37394,0.222,0.142,1.093,0.563,12.27,0.88,0.478,,,0.252676,0.528452,6.456151255473617e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.699186
HD 37394_16,HD 37394,2.623,0.055,2.621,9.008,12.27,0.88,0.478,0.210087,240.50504,2.739813,0.51185,3.9503909008138024e-10,1787.5067850734065,0.4965296625203907,0.10898195062297107,0.3242289152833655,0.00018515900359139572,1,1,1,1,1,3,6,2037.699186
HD 202560_0,HD 202560,0.846,0.075,1.59,2.013,3.97,0.59,0.083,,,0.901219,0.004,8.49053884161337e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,4,7,2037.709923
HD 202560_1,HD 202560,0.552,0.052,0.674,0.125,3.97,0.59,0.083,0.133353,61.3655,0.540709,0.261255,3.1583951912048744e-10,6236.491967088214,1.732358879746726,0.05377663477275528,0.3142069583645985,0.00011834595746628253,1,1,1,1,1,7,7,2037.709923
HD 202560_3,HD 202560,0.867,0.117,1.589,3.604,3.97,0.59,0.083,0.197463,282.55853,0.794593,0.259958,7.032714502908209e-10,1408.864136838997,0.3913511491219436,0.12335620787429334,0.3141413283840657,0.00011790842426273064,1,1,1,1,1,7,7,2037.709923
HD 202560_4,HD 202560,2.302,0.14,0.558,0.251,3.97,0.59,0.083,,,2.538525,0.522964,1.79645191277759e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2037.709923
HD 202560_5,HD 202560,3.244,0.082,0.847,0.372,3.97,0.59,0.083,,,3.282653,0.433318,1.9358745207521726e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2037.709923
HD 202560_6,HD 202560,0.414,0.085,0.785,0.225,3.97,0.59,0.083,0.095488,135.634958,0.379651,0.250771,7.44731092597471e-10,1664.380276059982,0.4623278544611061,0.11341488170295765,0.3234458406070141,0.0001799385057490532,1,1,1,1,1,7,7,2037.709923
HD 203608_0,HD 203608,2.203,0.092,1.79,3.488,9.258,1.14,1.466,0.175587,117.323442,2.036642,0.673071,4.2621429274699206e-10,112.70968561923426,0.03130824600534285,0.7177464919140186,0.46707756736120914,0.00113748335077702,1,1,1,1,1,3,5,2037.714236
HD 203608_1,HD 203608,2.342,0.1,0.502,0.104,9.258,1.14,1.466,,,2.547625,0.644287,2.037107767139136e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.714236
HD 203608_2,HD 203608,2.74,0.062,1.086,1.189,9.258,1.14,1.466,,,2.767174,0.289972,3.815191188177551e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,5,2037.714236
HD 203608_5,HD 203608,4.293,0.038,0.929,0.698,9.258,1.14,1.466,,,4.40792,0.077776,3.095204042137568e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.714236
HD 203608_6,HD 203608,0.526,0.072,0.985,0.486,9.258,1.14,1.466,,,0.549077,0.046014,7.761535118523478e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.714236
HD 16895 A_0,HD 16895 A,3.595,0.047,2.816,7.544,11.15,1.21,2.246,0.260384,81.201727,3.426725,0.617468,3.0553055564484614e-10,153.56199120975282,0.04265610866937578,0.5855059446869925,0.48860316458150965,0.00128098733224569,1,1,1,1,1,2,4,2037.716976
HD 16895 A_4,HD 16895 A,4.424,0.091,1.274,1.913,11.15,1.21,2.246,,,4.816877,0.103697,4.104690017923563e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.716976
HD 16895 A_5,HD 16895 A,1.554,0.05,3.144,9.969,11.15,1.21,2.246,0.096891,280.279502,1.576198,0.74178,1.7663811428684992e-09,19.004295386584182,0.005278970940717828,3.037147177165933,0.54036621232234,0.0016260743171845585,1,1,1,1,1,3,4,2037.716976
HD 16895 A_6,HD 16895 A,0.108,0.029,0.508,0.042,11.15,1.21,2.246,,,0.104929,0.988948,2.0053118705192862e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,4,2037.716976
HD 101501_3,HD 101501,0.112,0.069,1.262,2.497,9.576,0.94,0.609,,,0.104331,0.370719,3.6005512287047344e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2037.719716
HD 101501_7,HD 101501,0.888,0.054,0.887,0.333,9.576,0.94,0.609,,,0.935633,0.066106,3.836013064669516e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,2,7,2037.719716
HD 185144_1,HD 185144,0.747,0.07,0.5,0.019,5.764,0.87,0.434,0.117606,75.913445,0.697165,0.445633,1.3095121794429793e-10,1406.802970363918,0.39077860287886607,0.13912039242350122,0.41566344049676385,0.0007947225050140514,1,1,1,1,1,2,8,2037.722455
HD 185144_3,HD 185144,0.688,0.135,2.317,4.389,5.764,0.87,0.434,0.079344,142.644944,0.777574,0.849359,4.582023620353188e-09,15.199134932237802,0.004221981925621612,3.7276542852132453,0.5824569467451174,0.001906679213336409,1,1,1,1,1,8,8,2037.722455
HD 17051_0,HD 17051,1.593,0.055,0.8,0.166,17.357,1.14,1.737,,,1.56612,0.535143,7.420266785706947e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2037.725195
HD 17051_1,HD 17051,2.146,0.107,1.035,0.971,17.357,1.14,1.737,,,2.166618,0.572619,6.635776070562296e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2037.725195
HD 17051_2,HD 17051,4.311,0.108,1.302,2.591,17.357,1.14,1.737,,,3.896818,0.015523,1.0999793248997542e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2037.725195
HD 10360_0,HD 10360,0.111,0.132,2.009,6.936,8.189,0.78,0.345,,,0.125174,0.513497,7.796538532771638e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.727935
HD 10360_1,HD 10360,0.559,0.036,0.525,0.063,8.189,0.78,0.345,,,0.543453,0.004656,3.554291271778712e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,1,5,2037.727935
HD 10360_2,HD 10360,3.873,0.13,2.182,7.34,8.189,0.78,0.345,0.232144,185.009628,4.188703,0.902931,1.4886811069129284e-10,5180.406674019546,1.4390018538943183,0.06149843210508785,0.3379539178196589,0.00027665902050001825,1,1,1,1,1,4,5,2037.727935
HD 10360_4,HD 10360,0.185,0.028,3.239,14.497,8.189,0.78,0.345,,,0.181329,0.581185,9.248822029816454e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.727935
HD 10360_5,HD 10360,2.33,0.067,0.679,0.17,8.189,0.78,0.345,,,2.245017,0.022507,1.1426178345322478e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.727935
HD 17206_0,HD 17206,1.742,0.09,0.885,1.25,14.276,1.21,2.617,,,1.585809,0.465207,9.801486737809059e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.732272
HD 17206_1,HD 17206,0.879,0.039,2.253,5.781,14.276,1.21,2.617,,,0.854127,0.82694,4.549776884949343e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,2,5,2037.732272
HD 17206_2,HD 17206,0.485,0.035,0.762,0.888,14.276,1.21,2.617,,,0.486279,0.257875,4.5707091384216453e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.732272
HD 136352_0,HD 136352,1.127,0.083,0.501,0.05,14.739,1.02,1.029,,,1.154444,0.134651,1.8489140137494414e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.740556
HD 136352_2,HD 136352,0.995,0.082,1.549,3.519,14.739,1.02,1.029,,,1.050522,0.006159,1.0419389749358269e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,5,2037.740556
HD 136352_3,HD 136352,3.774,0.069,2.041,4.78,14.739,1.02,1.029,,,3.561463,0.355491,7.94037485775596e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,2,5,2037.740556
HD 136352_4,HD 136352,1.831,0.068,0.826,0.342,14.739,1.02,1.029,,,1.896368,0.249204,3.3098545375241645e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,5,2037.740556
HD 209100_0,HD 209100,2.433,0.127,0.524,0.078,3.638,0.72,0.222,,,2.535697,0.065277,1.855437345186776e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.758825
HD 209100_1,HD 209100,1.218,0.094,0.54,0.224,3.638,0.72,0.222,,,1.139459,0.06267,9.164234521539128e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,2,6,2037.758825
HD 209100_2,HD 209100,0.989,0.073,1.925,7.679,3.638,0.72,0.222,0.184223,89.514698,0.97369,0.759992,1.5354151431366552e-09,35.253973102197754,0.009792770306166043,1.7208457674410036,0.40970451594249446,0.0007549963413189222,1,1,1,1,1,6,6,2037.758825
HD 209100_4,HD 209100,3.542,0.022,2.632,11.464,3.638,0.72,0.222,0.869834,153.946616,3.514461,0.563328,1.7190502720554545e-10,781.9836075966915,0.21721766877685875,0.1946771326461775,0.40970451279835196,0.0007549963203579721,1,1,1,1,1,6,6,2037.758825
HD 209100_5,HD 209100,0.635,0.076,0.931,0.965,3.638,0.72,0.222,0.154468,142.796389,0.615921,0.145535,2.1288467888064457e-10,568.9374456106664,0.15803817933629621,0.23585564564505818,0.4097136116941499,0.0007550569796632917,1,1,1,1,1,6,6,2037.758825
HD 209100_6,HD 209100,1.701,0.082,0.885,1.719,3.638,0.72,0.222,,,1.708871,0.006285,1.2137527342423504e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,2,6,2037.758825
HD 209100_8,HD 209100,2.097,0.099,2.488,10.973,3.638,0.72,0.222,,,2.064453,0.031423,3.368870068275825e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,4,6,2037.758825
HD 209100_9,HD 209100,0.782,0.071,2.297,6.298,3.638,0.72,0.222,0.157785,119.956057,0.728323,0.063512,3.4715777356021096e-10,263.9098308872592,0.073308286357572,0.3839002383587958,0.40972215218419683,0.0007551139162636047,1,1,1,1,1,6,6,2037.758825
HD 209100_10,HD 209100,0.182,0.056,2.026,7.17,3.638,0.72,0.222,,,0.187792,0.201123,1.919017340948418e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.758825
HD 209100_11,HD 209100,0.917,0.107,1.174,2.417,3.638,0.72,0.222,0.279677,82.518023,1.001366,0.368141,3.542452239184815e-10,247.77275074850084,0.06882576409680578,0.40025992001687133,0.40970451279835196,0.0007549963203579721,1,1,1,1,1,6,6,2037.758825
HD 201092_1,HD 201092,2.708,0.059,2.37,8.514,3.496,0.63,0.078,0.799331,189.879654,2.820174,0.235181,1.1326293924788257e-10,13554.666808517994,3.7651852245883317,0.03635044782113187,0.3285499697104085,0.00021396603310501602,1,0,1,1,1,2,4,2037.766756
HD 26965 A_1,HD 26965 A,0.482,0.058,1.38,2.403,5.01,0.86,0.41,0.062098,327.931345,0.455323,0.775884,5.467739371280015e-09,13.874552468205058,0.003854042352279183,4.150220718010748,0.7268058570289476,0.002869005281895277,1,1,1,1,1,6,6,2037.770549
HD 26965 A_2,HD 26965 A,0.345,0.049,0.5,0.06,5.01,0.86,0.41,0.076699,342.7144,0.343367,0.424261,6.673161215532348e-10,185.36525132062062,0.051490347589061285,0.5860493239176201,0.7118029348820388,0.002768985800915885,1,1,1,1,1,4,6,2037.770549
HD 95128_1,HD 95128,2.285,0.074,0.586,0.282,13.887,1.07,1.577,,,2.187722,0.908953,4.399943529451507e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.77984
HD 95128_2,HD 95128,4.586,0.035,0.538,0.083,13.887,1.07,1.577,,,4.701769,0.097599,5.817166578656956e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.77984
HD 95128_3,HD 95128,0.343,0.031,2.771,10.086,13.887,1.07,1.577,,,0.350699,0.02364,9.02069085108914e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.77984
HD 95128_4,HD 95128,2.15,0.173,1.218,6.511,13.887,1.07,1.577,,,2.487535,0.326411,5.0243068832725423e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,6,2037.77984
HD 95128_5,HD 95128,0.6,0.105,2.299,8.137,13.887,1.07,1.577,,,0.632216,0.393819,3.6079398641097907e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.77984
HD 95128_6,HD 95128,0.335,0.024,2.419,8.582,13.887,1.07,1.577,,,0.327085,0.410442,1.738529846374944e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.77984
HD 95128_7,HD 95128,0.847,0.089,1.394,3.129,13.887,1.07,1.577,,,0.895793,0.666663,9.603787815674447e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,2,6,2037.77984
HD 95128_8,HD 95128,0.588,0.034,2.182,8.46,13.887,1.07,1.577,,,0.60772,0.179605,1.5495228425910137e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2037.77984
HD 3651 A_0,HD 3651 A,0.818,0.09,1.086,0.195,11.108,0.86,0.532,0.063454,59.251755,0.861448,0.631782,7.593754591543531e-10,988.7161299346084,0.2746433694262801,0.1691323914528287,0.40752918052709003,0.000740494105216226,1,1,1,1,1,6,7,2037.783447
HD 3651 A_3,HD 3651 A,0.106,0.12,3.284,8.237,11.108,0.86,0.532,,,0.093771,0.362846,2.082391501800093e-07,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2037.783447
HD 3651 A_5,HD 3651 A,0.552,0.025,0.534,0.148,11.108,0.86,0.532,,,0.54846,0.932515,7.182533507238639e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2037.783447
HD 7570_0,HD 7570,3.031,0.054,1.134,3.652,15.261,1.14,2.004,,,3.142437,0.004808,4.099298241241029e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.818088
HD 7570_1,HD 7570,0.15,0.071,0.941,0.218,15.261,1.14,2.004,,,0.150948,0.026996,8.961729362344381e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.818088
HD 7570_2,HD 7570,1.977,0.063,1.73,3.716,15.261,1.14,2.004,0.122918,129.818531,1.932132,0.223956,1.182063706145958e-10,2514.5052731175188,0.6984736869770886,0.09698451600879486,0.38482494864320904,0.0005891325593236863,1,1,1,1,1,3,5,2037.818088
HD 7570_3,HD 7570,3.034,0.079,1.364,1.913,15.261,1.14,2.004,,,2.851245,0.056015,8.672158386842222e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.818088
HD 7570_4,HD 7570,0.569,0.099,0.726,0.483,15.261,1.14,2.004,,,0.609305,0.398339,3.928333052067351e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.818088
HD 147513_0,HD 147513,1.541,0.04,0.645,0.152,12.892,1.07,1.001,,,1.48502,0.292665,3.724954641692656e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.820828
HD 147513_1,HD 147513,1.513,0.099,0.537,0.038,12.892,1.07,1.001,,,1.375417,0.165704,1.8278399209263774e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.820828
HD 147513_2,HD 147513,4.633,0.075,1.379,7.403,12.892,1.07,1.001,,,4.568486,0.631716,3.4866185215610294e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.820828
HD 147513_4,HD 147513,0.196,0.111,0.74,0.096,12.892,1.07,1.001,,,0.193804,0.934111,1.0620806276028953e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.820828
HD 147513_5,HD 147513,4.52,0.075,0.624,0.254,12.892,1.07,1.001,,,4.182605,0.010674,1.2883587707425598e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.820828
HD 147513_6,HD 147513,1.743,0.075,1.796,2.912,12.892,1.07,1.001,0.134397,81.454788,1.729075,0.228976,1.6936341316530467e-10,2370.0478495611437,0.6583466248780955,0.09685519871513737,0.35650479802042717,0.0004003315551718071,1,1,1,1,1,4,5,2037.820828
HD 147513_7,HD 147513,2.47,0.028,0.667,0.174,12.892,1.07,1.001,,,2.503751,0.000496,1.6928908964182305e-14,inf,inf,0.0,inf,inf,0,0,0,0,0,0,5,2037.820828
HD 19373_0,HD 19373,0.74,0.034,3.212,9.93,10.577,1.08,2.23,,,0.729684,0.049418,8.752818464868218e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,1,4,2037.846993
HD 19373_2,HD 19373,0.724,0.048,1.483,3.085,10.577,1.08,2.23,,,0.710012,0.056371,1.96695338741361e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,1,4,2037.846993
