PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,DetStatus,NDet,NObs,LastObs,HZ
HD 72905_0,HD 72905,1.629,0.2,1,1.301,14.439,1.08,0.973,0.107,90.046,1.645,0.513,1,1,1,2035.0,False
HD 72905_0,HD 72905,1.629,0.2,1,1.301,14.439,1.08,0.973,0.087,23.281,1.364,0.54,1,2,2,2035.292,False
HD 72905_0,HD 72905,1.629,0.2,1,1.301,14.439,1.08,0.973,0.093,308.68,1.345,0.269,1,3,3,2035.584,False
HD 72905_0,HD 72905,1.629,0.2,1,1.301,14.439,1.08,0.973,0.101,244.998,1.616,0.135,1,4,4,2035.875,False
HD 72905_0,HD 72905,1.629,0.2,1,1.301,14.439,1.08,0.973,0.12,196.112,1.866,0.156,1,5,5,2036.167,False
HD 72905_0,HD 72905,1.629,0.2,1,1.301,14.439,1.08,0.973,0.134,160.079,1.955,0.244,1,6,6,2036.459,False
HD 72905_0,HD 72905,1.629,0.2,1,1.301,14.439,1.08,0.973,0.128,126.512,1.857,0.38,1,7,7,2036.751,False
HD 72905_0,HD 72905,1.629,0.2,1,1.301,14.439,1.08,0.973,0.103,82.196,1.601,0.533,1,8,8,2037.042,False
