PlanetID,HDName,Spec,d_pc,L_sol,M_sol,Rp_Rearth,sma_AU,P_yr,ecc,inc_rad,aop_rad,pan_rad,epp_yr
HD 72905_0,HD 72905,G0.5V Fe-0.5,14.439,0.973,1.080,3.400,1.026,1,0,0.142,4.046,3.523,2034.254
