PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,PlanetContrast,tReq_s,tReq_hr,Cp_e_s,Cb_e_s,Csp_e_s,DetStatus_Ideal,DetStatus_ETC,DetStatus,NDet,NObs,LastObs
HD 141004_2,HD 141004,4.426,0.098,1.019,0.515,11.916,1.09,2.004,0.191,99.085,4.061,0.022,6.619446172770425e-13,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.112
HD 141004_3,HD 141004,4.115,0.06,0.578,0.169,11.916,1.09,2.004,0.282,12.453,3.907,0.615,7.862231952443429e-12,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.112
HD 141004_4,HD 141004,3.163,0.091,1.732,5.377,11.916,1.09,2.004,0.264,255.855,3.165,0.273,1.606556409660221e-11,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.112
HD 30495_0,HD 30495,1.934,0.08,0.989,0.82,13.24,1.04,0.966,0.133,291.313,1.978,0.58,7.870243908988947e-11,inf,inf,0.0,inf,inf,0,0,0,1,8,2037.116
HD 30495_2,HD 30495,0.416,0.06,1.179,2.252,13.24,1.04,0.966,0.016,7.924,0.401,0.873,3.1785732332817947e-09,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.116
HD 30495_3,HD 30495,1.848,0.089,0.623,0.444,13.24,1.04,0.966,0.106,215.382,1.685,0.648,3.911179814517044e-11,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.116
HD 39091_1,HD 39091,3.12,0.028,1.191,2.067,18.287,1.08,1.533,0.159,325.866,3.034,0.475,1.863875276994973e-11,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.121
HD 39091_2,HD 39091,2.865,0.029,0.677,0.368,18.287,1.08,1.533,0.036,270.306,2.948,0.976,2.7118573460655506e-11,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.121
HD 39091_3,HD 39091,3.55,0.072,1.069,0.977,18.287,1.08,1.533,0.145,319.514,3.769,0.759,2.8989863298516523e-11,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.121
HD 39091_4,HD 39091,4.534,0.027,1.234,2.966,18.287,1.08,1.533,0.201,215.734,4.653,0.073,3.417496421126105e-12,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.121
HD 39091_5,HD 39091,1.437,0.051,1.31,1.559,18.287,1.08,1.533,0.075,183.773,1.416,0.46,1.6847022292225249e-10,-11664.48118670749,-3.2401336629743027,0.05403971731302898,0.663261487252528,0.011004192675236156,1,1,1,4,6,2037.121
HD 39091_6,HD 39091,0.67,0.012,2.604,9.064,18.287,1.08,1.533,0.032,102.457,0.663,0.576,2.1608038821925487e-09,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.121
HD 128620_0,HD 128620,1.567,0.074,0.945,1.071,1.332,1.11,1.521,1.081,351.447,1.513,0.18,3.947317812230182e-11,inf,inf,0.0,inf,inf,0,0,0,1,6,2037.122
HD 128620_1,HD 128620,1.266,0.016,1.198,2.188,1.332,1.11,1.521,0.674,99.497,1.254,0.051,1.5003874589768087e-12,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.122
HD 90839_0,HD 90839,3.665,0.022,0.781,0.874,12.945,1.18,1.605,0.286,327.52,3.74,0.251,4.507109318880734e-12,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.132
HD 90839_1,HD 90839,0.191,0.094,1.403,2.547,12.945,1.18,1.605,0.016,254.873,0.209,0.229,2.0371669443383463e-09,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.132
HD 90839_2,HD 90839,3.378,0.112,1.125,0.83,12.945,1.18,1.605,0.249,59.263,3.732,0.107,5.2151411136545795e-12,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.132
HD 90839_5,HD 90839,0.15,0.051,2.273,8.926,12.945,1.18,1.605,0.012,108.836,0.157,0.301,2.400836902490675e-08,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.132
HD 53705_0,HD 53705,0.273,0.081,1.735,3.467,17.059,1.04,1.49,0.016,140.494,0.283,0.231,8.933414591172722e-09,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.136
HD 53705_1,HD 53705,2.604,0.083,3.306,24.009,17.059,1.04,1.49,0.147,296.746,2.716,0.53,4.947624781790264e-10,496.24122782186043,0.13784478550607235,0.24113933982553576,0.34662478652274964,0.001505091653342806,1,1,1,6,6,2037.136
HD 53705_2,HD 53705,1.597,0.089,2.478,8.577,17.059,1.04,1.49,0.07,201.892,1.565,0.066,5.921695094482214e-11,inf,inf,0.0,inf,inf,0,0,0,3,6,2037.136
HD 53705_3,HD 53705,0.715,0.026,1.359,2.719,17.059,1.04,1.49,0.04,17.2,0.716,0.504,9.881667420448706e-10,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.136
HD 53705_4,HD 53705,0.527,0.092,2.437,13.612,17.059,1.04,1.49,0.027,296.161,0.564,0.085,6.583943210726449e-11,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.136
HD 147513_0,HD 147513,1.541,0.04,0.645,0.196,12.892,1.07,1.001,0.108,248.623,1.597,0.598,5.7362191776504434e-11,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.148
HD 147513_1,HD 147513,1.513,0.099,0.537,0.067,12.892,1.07,1.001,0.119,42.229,1.652,0.526,2.2576112540636223e-11,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.148
HD 147513_2,HD 147513,4.633,0.075,1.379,2.987,12.892,1.07,1.001,0.258,318.806,4.426,0.721,4.331637178046627e-11,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.148
HD 147513_4,HD 147513,0.196,0.111,0.74,0.142,12.892,1.07,1.001,0.006,74.357,0.195,0.917,9.573560309242783e-09,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.148
HD 147513_5,HD 147513,4.52,0.075,0.624,0.074,12.892,1.07,1.001,0.201,119.451,4.238,0.029,3.5067062002137525e-13,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.148
HD 147513_6,HD 147513,1.743,0.075,1.796,4.592,12.892,1.07,1.001,0.098,155.951,1.632,0.699,1.9414349666843087e-10,3027.4767928813417,0.8409657758003727,0.10165479130741278,0.46207548421436284,0.004968612584091202,1,1,1,4,8,2037.148
HD 147513_7,HD 147513,2.47,0.028,0.667,0.678,12.892,1.07,1.001,0.164,150.233,2.539,0.091,3.1983709659309295e-12,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.148
HD 4614 A_0,HD 4614 A,4.718,0.051,1.358,1.438,5.01,1.14,1.252,0.747,57.068,4.734,0.074,4.1050132680711195e-12,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.158
HD 4614 A_1,HD 4614 A,0.651,0.133,0.728,0.863,5.01,1.14,1.252,0.129,214.01,0.667,0.199,1.3435137147751255e-10,277.0254752345795,0.07695152089849432,0.4509890287967279,0.6650293128873647,0.011057227444281257,1,1,1,6,7,2037.158
HD 4614 A_2,HD 4614 A,2.584,0.017,1.361,2.833,5.01,1.14,1.252,0.402,237.19,2.54,0.075,5.144490960352536e-12,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.158
HD 22484_0,HD 22484,0.838,0.146,1.142,1.222,13.92,1.14,3.068,0.059,158.951,0.826,0.364,3.4122035331791413e-10,inf,inf,0.0,inf,inf,0,0,0,0,4,2037.159
HD 22484_1,HD 22484,1.12,0.109,1.996,7.041,13.92,1.14,3.068,0.077,213.416,1.145,0.166,1.98057954774933e-10,-9734.114658006814,-2.7039207383352264,0.23421806808953363,1.4971099896382634,0.03601964774680822,1,1,1,1,4,2037.159
HD 22484_2,HD 22484,0.469,0.117,1.765,7.572,13.92,1.14,3.068,0.021,54.755,0.524,0.02,8.388321459879158e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2037.159
HD 22484_5,HD 22484,4.456,0.081,0.516,0.044,13.92,1.14,3.068,0.308,45.666,4.311,0.371,2.259942048941626e-12,inf,inf,0.0,inf,inf,0,0,0,0,4,2037.159
HD 22484_7,HD 22484,3.201,0.074,0.943,0.719,13.92,1.14,3.068,0.236,293.947,3.352,0.425,2.330607856779675e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2037.159
HD 190360_0,HD 190360,0.922,0.17,1.79,3.175,16.003,0.96,1.165,0.043,225.019,0.786,0.603,1.454573939570554e-09,inf,inf,0.0,inf,inf,0,0,0,2,7,2037.163
HD 190360_1,HD 190360,3.764,0.081,1.071,1.164,16.003,0.96,1.165,0.242,58.098,4.048,0.184,7.475793258115761e-12,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.163
HD 190360_3,HD 190360,3.632,0.139,2.733,5.998,16.003,0.96,1.165,0.209,85.552,3.996,0.64,7.45645925864925e-11,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.163
HD 190360_4,HD 190360,1.735,0.021,0.534,0.447,16.003,0.96,1.165,0.108,301.585,1.755,0.422,2.061408699183907e-11,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.163
HD 190360_5,HD 190360,0.581,0.08,1.934,3.212,16.003,0.96,1.165,0.02,12.012,0.623,0.87,4.07289128468752e-09,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.163
HD 16895 A_0,HD 16895 A,3.595,0.047,2.816,9.019,11.15,1.21,2.246,0.282,239.626,3.445,0.551,1.375263800888148e-10,542.7843857373576,0.15077344048259933,0.26371117040975883,0.48860316458150965,0.005764442995105605,1,1,1,2,5,2037.184
HD 16895 A_4,HD 16895 A,4.424,0.091,1.274,1.42,11.15,1.21,2.246,0.274,341.426,4.759,0.034,1.3469190102269526e-12,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.184
HD 16895 A_5,HD 16895 A,1.554,0.05,3.144,7.562,11.15,1.21,2.246,0.122,7.693,1.62,0.096,5.863897930330927e-11,inf,inf,0.0,inf,inf,0,0,0,2,5,2037.184
HD 16895 A_6,HD 16895 A,0.108,0.029,0.508,0.05,11.15,1.21,2.246,0.008,71.321,0.11,0.077,1.0301639949970319e-09,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.184
HD 20807_0,HD 20807,0.337,0.072,1.793,5.585,12.039,1.07,1.017,0.024,255.265,0.359,0.082,1.0067492334434757e-09,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.185
HD 20807_1,HD 20807,1.546,0.069,0.954,0.674,12.039,1.07,1.017,0.129,157.492,1.562,0.385,8.731123877627778e-11,inf,inf,0.0,inf,inf,0,0,0,3,8,2037.185
HD 20807_2,HD 20807,2.979,0.055,2.038,5.953,12.039,1.07,1.017,0.25,255.862,3.04,0.388,1.5720742301121955e-11,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.185
HD 1581_1,HD 1581,1.541,0.046,2.633,11.899,8.607,1.11,1.262,0.182,177.03,1.568,0.304,4.234493441003869e-10,113.00764793197094,0.03139101331443637,0.7180324224158627,0.4680230878221017,0.005147040692323367,1,1,1,6,7,2037.189
HD 1581_2,HD 1581,0.181,0.101,0.988,0.314,8.607,1.11,1.262,0.018,347.442,0.176,0.122,1.7115900345110185e-09,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.189
HD 1581_3,HD 1581,1.491,0.126,2.76,9.919,8.607,1.11,1.262,0.115,32.314,1.461,0.041,1.3645457161409862e-11,inf,inf,0.0,inf,inf,0,0,0,2,7,2037.189
HD 1581_4,HD 1581,0.208,0.109,2.378,5.038,8.607,1.11,1.262,0.019,236.219,0.217,0.717,3.788755663241229e-08,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.189
HD 95128_1,HD 95128,2.285,0.074,0.586,0.09,13.887,1.07,1.577,0.134,347.781,2.12,0.593,2.0857345448654323e-11,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.193
HD 95128_2,HD 95128,4.586,0.035,0.538,0.124,13.887,1.07,1.577,0.211,170.173,4.735,0.03,2.1820743554281385e-13,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.193
HD 95128_3,HD 95128,0.343,0.031,2.771,10.652,13.887,1.07,1.577,0.015,173.851,0.35,0.029,4.953225009172271e-10,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.193
HD 95128_4,HD 95128,2.15,0.173,1.218,2.292,13.887,1.07,1.577,0.089,351.877,2.161,0.844,4.161955095638277e-11,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.193
HD 95128_5,HD 95128,0.6,0.105,2.299,9.543,13.887,1.07,1.577,0.042,358.155,0.647,0.574,2.7488920825090768e-09,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.193
HD 95128_6,HD 95128,0.335,0.024,2.419,8.44,13.887,1.07,1.577,0.023,314.939,0.33,0.185,6.760343385315712e-09,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.193
HD 95128_7,HD 95128,0.847,0.089,1.394,3.307,13.887,1.07,1.577,0.066,98.699,0.916,0.291,2.455541282359492e-10,-4447.564850735162,-1.2354346807597671,0.11780479798939211,1.0799936582978797,0.023506157806596716,1,1,1,2,6,2037.193
HD 95128_8,HD 95128,0.588,0.034,2.182,6.517,13.887,1.07,1.577,0.028,166.783,0.58,0.785,3.426003330183597e-09,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.193
HD 65907 A_0,HD 65907 A,0.584,0.099,0.585,0.169,16.172,1.11,1.29,0.017,311.163,0.531,0.876,3.9753140488297506e-10,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.205
HD 65907 A_1,HD 65907 A,1.316,0.075,0.982,0.805,16.172,1.11,1.29,0.04,47.951,1.218,0.867,3.062527510541162e-10,inf,inf,0.0,inf,inf,0,0,0,2,7,2037.205
HD 65907 A_2,HD 65907 A,1.009,0.058,1.202,1.577,16.172,1.11,1.29,0.061,116.633,0.986,0.357,2.8901351747808594e-10,-8044.3075701837515,-2.2345298806065976,0.07215890507912431,0.7823556121515356,0.014577016422206384,1,1,1,5,7,2037.205
HD 50692_0,HD 50692,3.95,0.04,2.831,7.857,17.405,1.08,1.293,0.165,290.575,4.089,0.047,6.5316398833854875e-12,inf,inf,0.0,inf,inf,0,0,0,1,7,2037.223
HD 50692_1,HD 50692,0.28,0.064,0.734,0.807,17.405,1.08,1.293,0.015,215.519,0.265,0.416,1.5490376063866205e-09,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.223
HD 50692_2,HD 50692,0.513,0.081,1.798,4.058,17.405,1.08,1.293,0.031,164.513,0.554,0.403,1.8583070371086787e-09,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.223
HD 50692_3,HD 50692,0.925,0.032,2.849,17.557,17.405,1.08,1.293,0.053,254.029,0.944,0.417,9.052655311549969e-10,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.223
HD 38393_0,HD 38393,0.205,0.072,1.088,0.468,8.905,1.23,2.344,0.023,138.196,0.207,0.41,6.468567309631256e-09,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.233
HD 38393_1,HD 38393,3.39,0.099,0.656,0.55,8.905,1.23,2.344,0.327,175.779,3.279,0.123,2.8240122679664856e-12,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.233
HD 38393_3,HD 38393,0.355,0.086,1.549,2.515,8.905,1.23,2.344,0.032,64.311,0.361,0.073,3.663977070031316e-10,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.233
HD 38393_4,HD 38393,4.373,0.052,1.208,0.678,8.905,1.23,2.344,0.426,226.391,4.314,0.117,6.046411792962054e-12,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.233
HD 136352_0,HD 136352,1.127,0.083,0.501,0.209,14.739,1.02,1.029,0.06,330.349,1.159,0.711,8.059041384160688e-11,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.24
HD 136352_2,HD 136352,0.995,0.082,1.549,3.648,14.739,1.02,1.029,0.035,179.67,0.943,0.86,8.403647651172346e-10,inf,inf,0.0,inf,inf,0,0,0,2,8,2037.24
HD 136352_3,HD 136352,3.774,0.069,2.041,9.243,14.739,1.02,1.029,0.23,207.247,3.517,0.464,4.513762780635995e-11,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.24
HD 136352_4,HD 136352,1.831,0.068,0.826,0.215,14.739,1.02,1.029,0.112,293.39,1.953,0.098,8.499660095413108e-12,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.24
HD 142373_0,HD 142373,1.268,0.168,0.757,2.682,15.898,1.08,3.136,0.055,222.733,1.154,0.063,1.0913446841074539e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2037.255
HD 142373_1,HD 142373,1.76,0.092,0.868,0.779,15.898,1.08,3.136,0.095,298.54,1.625,0.159,2.284444158860608e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2037.255
HD 142373_2,HD 142373,0.834,0.129,2.923,8.082,15.898,1.08,3.136,0.044,68.378,0.729,0.188,2.341854494527751e-10,inf,inf,0.0,inf,inf,0,0,0,0,4,2037.255
HD 142373_4,HD 142373,1.161,0.006,1.265,2.366,15.898,1.08,3.136,0.055,56.525,1.158,0.716,2.2803995548139435e-10,inf,inf,0.0,inf,inf,0,0,0,0,4,2037.255
HD 142373_6,HD 142373,4.705,0.105,0.947,0.6,15.898,1.08,3.136,0.11,135.918,4.322,0.008,1.6355450135588225e-13,inf,inf,0.0,inf,inf,0,0,0,0,4,2037.255
HD 142373_7,HD 142373,1.878,0.051,2.611,7.359,15.898,1.08,3.136,0.118,355.518,1.881,0.344,3.446938218358386e-10,270.814097230405,0.07522613811955695,0.3889698948329224,0.4420572066368034,0.004368064256764419,1,1,1,3,4,2037.255
HD 142373_8,HD 142373,3.092,0.053,1.805,4.162,15.898,1.08,3.136,0.186,64.294,3.032,0.219,2.7837199139262202e-11,inf,inf,0.0,inf,inf,0,0,0,1,4,2037.255
HD 17051_0,HD 17051,1.593,0.055,0.8,0.379,17.357,1.14,1.737,0.03,345.782,1.672,0.953,7.400940606685922e-11,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.289
HD 17051_1,HD 17051,2.146,0.107,1.035,0.276,17.357,1.14,1.737,0.045,228.26,1.969,0.925,1.6133615659056184e-10,inf,inf,0.0,inf,inf,0,0,0,1,6,2037.289
HD 17051_2,HD 17051,4.311,0.108,1.302,3.976,17.357,1.14,1.737,0.096,68.914,3.848,0.009,5.691449704438283e-14,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.289
HD 19373_0,HD 19373,0.74,0.034,3.212,12.892,10.577,1.08,2.23,0.04,103.165,0.718,0.025,1.47122926920452e-10,inf,inf,0.0,inf,inf,0,0,0,1,5,2037.293
HD 19373_2,HD 19373,0.724,0.048,1.483,3.927,10.577,1.08,2.23,0.046,110.823,0.698,0.045,1.594339625127069e-11,inf,inf,0.0,inf,inf,0,0,0,1,5,2037.293
HD 19373_3,HD 19373,0.676,0.061,1.037,0.843,10.577,1.08,2.23,0.064,8.861,0.696,0.454,6.242795461365658e-10,457.55376074906314,0.12709826687473977,0.7023686743362476,2.2815133466594935,0.059551748457445125,1,1,1,2,5,2037.293
HD 19373_6,HD 19373,0.114,0.04,2.433,7.589,10.577,1.08,2.23,0.006,262.749,0.117,0.852,8.781099194068979e-08,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.293
HD 19373_7,HD 19373,2.87,0.048,1.622,4.706,10.577,1.08,2.23,0.252,338.656,2.773,0.472,6.318962783052801e-11,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.293
HD 114710_0,HD 114710,1.415,0.117,0.681,0.177,9.197,1.11,1.357,0.092,341.261,1.25,0.041,5.958057007340397e-12,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.305
HD 114710_1,HD 114710,0.314,0.116,0.63,0.187,9.197,1.11,1.357,0.033,207.478,0.327,0.146,3.3306915837034227e-10,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.305
HD 114710_2,HD 114710,2.258,0.018,0.683,0.345,9.197,1.11,1.357,0.077,33.389,2.276,0.954,4.8338383112743414e-11,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.305
HD 114710_4,HD 114710,0.861,0.053,0.898,1.046,9.197,1.11,1.357,0.087,298.595,0.817,0.237,1.088826916352076e-10,-8398.631056832472,-2.332953071342353,0.15199831634824298,1.1291496415531286,0.024980837304254176,1,1,1,7,7,2037.305
HD 114710_5,HD 114710,0.124,0.109,3.108,12.42,9.197,1.11,1.357,0.007,352.367,0.121,0.883,1.3885500875618846e-07,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.305
HD 46588 A_0,HD 46588 A,1.961,0.092,1.375,2.635,18.202,1.18,1.826,0.098,139.61,1.781,0.343,1.0524304641958464e-10,16238.892543263451,4.5108034842398474,0.051532853769892896,0.45609560324174336,0.004789216154912617,1,1,1,2,6,2037.332
HD 46588 A_2,HD 46588 A,0.149,0.051,1.651,4.81,18.202,1.18,1.826,0.008,221.079,0.154,0.304,1.5400687113892043e-08,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.332
HD 46588 A_4,HD 46588 A,0.634,0.042,1.252,2.662,18.202,1.18,1.826,0.034,193.922,0.633,0.214,4.730105660017605e-10,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.332
HD 46588 A_5,HD 46588 A,0.119,0.052,0.593,0.093,18.202,1.18,1.826,0.006,45.966,0.116,0.317,4.649735125754845e-09,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.332
HD 46588 A_6,HD 46588 A,0.647,0.045,2.121,8.206,18.202,1.18,1.826,0.026,37.151,0.647,0.056,4.686668916356658e-10,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.332
HD 46588 A_7,HD 46588 A,1.085,0.088,1.256,3.733,18.202,1.18,1.826,0.054,240.136,1.108,0.121,1.5091147009686213e-11,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.332
HD 46588 A_8,HD 46588 A,2.008,0.017,0.521,0.048,18.202,1.18,1.826,0.098,31.687,2.042,0.116,3.7385644445939925e-12,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.332
HD 165499_0,HD 165499,3.777,0.071,0.637,0.706,17.753,1.08,1.731,0.163,273.927,4.013,0.052,6.473892047411033e-13,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.333
HD 165499_1,HD 165499,0.192,0.04,0.654,0.118,17.753,1.08,1.731,0.007,314.517,0.185,0.794,3.064698222728073e-09,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.333
HD 165499_3,HD 165499,0.221,0.065,0.75,0.126,17.753,1.08,1.731,0.01,217.07,0.212,0.661,5.043477308984941e-09,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.333
HD 165499_4,HD 165499,1.569,0.062,3.377,12.355,17.753,1.08,1.731,0.086,12.613,1.565,0.424,1.1804957544473197e-09,200.58636401523162,0.05571843444867545,0.5214005096834738,0.5772457863311876,0.008423721647595946,1,1,1,3,6,2037.333
HD 146233_0,HD 146233,0.356,0.047,2.679,12.782,14.137,1.02,1.094,0.019,156.403,0.348,0.063,2.2699043469985403e-09,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.345
HD 146233_1,HD 146233,0.206,0.044,2.032,4.046,14.137,1.02,1.094,0.009,77.362,0.213,0.026,1.561549678675529e-09,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.345
HD 146233_4,HD 146233,0.539,0.141,1.433,2.618,14.137,1.02,1.094,0.013,216.704,0.464,0.007,1.2866032794346334e-11,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.345
HD 190248_1,HD 190248,1.11,0.055,1.408,5.033,6.099,0.94,1.25,0.149,159.293,1.17,0.698,6.101780081003106e-10,34.485152318649035,0.00957920897740251,1.8858672789172695,0.6139887852329446,0.009526011614648656,1,1,1,6,7,2037.358
HD 190248_2,HD 190248,3.754,0.072,1.017,7.68,6.099,0.94,1.25,0.358,89.074,3.817,0.843,1.9440789196036092e-11,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.358
HD 190248_3,HD 190248,1.406,0.139,0.51,0.039,6.099,0.94,1.25,0.236,100.21,1.448,0.274,2.0270206621790078e-11,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.358
HD 34411_0,HD 34411,0.295,0.082,3.192,26.452,12.562,1.08,1.732,0.021,15.544,0.272,0.25,1.4632221361651036e-08,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.359
HD 34411_1,HD 34411,1.539,0.078,0.897,1.413,12.562,1.08,1.732,0.094,25.108,1.43,0.65,1.3917226257857998e-10,3568.166784143574,0.9911574400398817,0.13164282128371774,0.673580688870434,0.011313768723773335,1,1,1,4,6,2037.359
HD 34411_3,HD 34411,1.691,0.074,0.798,0.55,12.562,1.08,1.732,0.093,279.139,1.567,0.725,9.831521840037794e-11,inf,inf,0.0,inf,inf,0,0,0,0,6,2037.359
HD 58855_0,HD 58855,3.917,0.055,2.746,11.748,20.402,1.16,2.445,0.191,263.653,4.002,0.435,1.1901310882818545e-10,4230.407487008099,1.1751131908355832,0.07162410852402368,0.357217631630088,0.0018228770065629558,1,1,1,5,5,2037.363
HD 58855_3,HD 58855,0.12,0.023,0.846,0.368,20.402,1.16,2.445,0.004,309.84,0.122,0.042,8.888280503097044e-10,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.363
HD 58855_4,HD 58855,1.787,0.062,0.53,0.221,20.402,1.16,2.445,0.012,49.871,1.781,0.991,4.3677368011639734e-11,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.363
HD 58855_5,HD 58855,2.753,0.078,0.74,0.063,20.402,1.16,2.445,0.056,155.874,2.654,0.009,4.860001053022082e-13,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.363
HD 58855_6,HD 58855,3.408,0.008,0.67,0.134,20.402,1.16,2.445,0.128,287.812,3.388,0.703,1.1997894007721663e-11,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.363
HD 58855_7,HD 58855,0.511,0.017,1.169,0.53,20.402,1.16,2.445,0.005,60.33,0.513,0.001,1.5813763810868921e-12,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.363
HD 58855_8,HD 58855,3.679,0.02,1.665,2.798,20.402,1.16,2.445,0.07,63.903,3.609,0.926,2.3450669381632525e-11,inf,inf,0.0,inf,inf,0,0,0,0,5,2037.363
HD 23249_0,HD 23249,2.38,0.039,0.804,0.126,9.089,0.87,2.941,0.231,138.686,2.287,0.145,1.2436460714657508e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2037.381
HD 23249_1,HD 23249,2.348,0.031,1.487,4.098,9.089,0.87,2.941,0.025,227.86,2.415,0.996,1.307054742554896e-10,inf,inf,0.0,inf,inf,0,0,0,0,4,2037.381
HD 55575_0,HD 55575,1.084,0.09,0.727,0.241,16.852,1.14,1.463,0.01,152.008,1.126,0.989,2.348080533555556e-10,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.393
HD 55575_1,HD 55575,0.133,0.053,0.578,0.071,16.852,1.14,1.463,0.006,135.476,0.139,0.049,4.2361000533854623e-10,inf,inf,0.0,inf,inf,0,0,0,0,7,2037.393
HD 109358_0,HD 109358,0.599,0.064,0.661,0.178,8.473,1.08,1.151,0.066,201.68,0.579,0.472,4.328629477184817e-10,1761.3254812468895,0.48925707812413594,0.42253152965293034,1.9030896344344106,0.048199037090692634,1,1,1,8,8,2037.405
HD 109358_1,HD 109358,0.313,0.024,1.946,5.94,8.473,1.08,1.151,0.016,237.004,0.307,0.01,3.3525994343767474e-11,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.405
HD 109358_3,HD 109358,0.172,0.066,1.409,2.357,8.473,1.08,1.151,0.009,160.553,0.161,0.888,2.2692614653065694e-08,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.405
HD 109358_4,HD 109358,1.488,0.078,0.58,0.106,8.473,1.08,1.151,0.183,338.19,1.603,0.458,2.5507076888059642e-11,inf,inf,0.0,inf,inf,0,0,0,0,8,2037.405
