PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,PlanetContrast,tReq_s,tReq_hr,Cp_e_s,Cb_e_s,Csp_e_s,DetStatus_Ideal,DetStatus_ETC,DetStatus,NDet,NObs,LastObs
HD 37394_10,HD 37394,0.093,0.059,3.205,19.869,12.27,0.88,0.478,0.008,293.852,0.098,0.203,7.260632689444568e-08,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.199
HD 37394_11,HD 37394,1.171,0.065,2.415,8.838,12.27,0.88,0.478,0.101,347.297,1.242,0.282,4.989785971463826e-10,1590.797115361667,0.44188808760046305,0.12319139901817068,0.36313868885153705,0.0020005087232064273,1,1,1,2,2,2035.199
HD 37394_15,HD 37394,0.222,0.142,1.093,2.551,12.27,0.88,0.478,0.014,30.273,0.191,0.147,8.428171812368482e-10,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.199
HD 37394_16,HD 37394,2.623,0.055,2.621,4.867,12.27,0.88,0.478,0.206,292.427,2.549,0.379,8.60284210402555e-11,inf,inf,0.0,inf,inf,0,0,0,1,2,2035.199
HD 156026_0,HD 156026,3.18,0.093,3.171,12.638,5.954,0.68,0.158,0.545,182.515,3.317,0.428,5.85460484731131e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.2
HD 156026_1,HD 156026,0.564,0.081,0.509,0.109,5.954,0.68,0.158,0.043,265.689,0.599,0.009,3.667336937927905e-12,inf,inf,0.0,inf,inf,0,0,0,1,3,2035.2
HD 156026_2,HD 156026,0.423,0.044,0.607,0.429,5.954,0.68,0.158,0.028,134.889,0.439,0.007,5.758999434291765e-12,inf,inf,0.0,inf,inf,0,0,0,1,3,2035.2
HD 156026_3,HD 156026,1.001,0.06,2.318,7.407,5.954,0.68,0.158,0.171,312.793,1.046,0.446,6.328077979189621e-10,937.0298269131324,0.26028606303142565,0.158605487419061,0.32190232009745817,0.0007634176605840617,1,1,1,3,3,2035.2
HD 156026_5,HD 156026,1.693,0.124,2.972,5.791,5.954,0.68,0.158,0.293,142.095,1.878,0.528,3.096992930617902e-10,3186.1484553076034,0.8850412375854454,0.07867009398879765,0.3219020356969237,0.0007634091285680281,1,1,1,3,3,2035.2
HD 10780_0,HD 10780,0.841,0.11,1.077,3.175,10.041,0.9,0.516,0.083,300.866,0.834,0.266,3.6802725454413635e-11,inf,inf,0.0,inf,inf,0,0,0,1,2,2035.201
HD 10780_3,HD 10780,2.25,0.098,1.348,2.964,10.041,0.9,0.516,0.175,81.131,2.149,0.66,1.3164898785939717e-10,5438.770730746006,1.510769647429446,0.061193801465996574,0.3435785794523829,0.0014137054412318036,1,1,1,2,2,2035.201
HD 10780_4,HD 10780,2.669,0.102,2.513,18.829,10.041,0.9,0.516,0.237,215.89,2.439,0.22,8.477033278723187e-11,inf,inf,0.0,inf,inf,0,0,0,1,2,2035.201
HD 95735_0,HD 95735,0.673,0.041,0.901,0.817,2.546,0.44,0.02,0.232,100.099,0.697,0.1,6.817681936115911e-11,inf,inf,0.0,inf,inf,0,0,0,4,8,2035.203
HD 95735_2,HD 95735,0.392,0.078,0.638,0.071,2.546,0.44,0.02,0.061,250.42,0.39,0.923,1.6393184912563467e-09,4035.424255797201,1.1209511821658893,0.07739498535853036,0.3864794904354444,0.002700732770723648,1,1,1,5,8,2035.203
HD 95735_3,HD 95735,0.164,0.146,0.847,0.43,2.546,0.44,0.02,0.052,335.619,0.141,0.524,1.2304466472451996e-08,inf,inf,0.0,inf,inf,0,0,0,4,8,2035.203
HD 95735_4,HD 95735,2.481,0.023,1.454,2.418,2.546,0.44,0.02,0.758,316.898,2.502,0.704,1.286241288720021e-10,118580.61080102494,32.93905855584026,0.011602229796594248,0.3054756786342448,0.0002706184166876608,1,0,0,0,8,2035.203
HD 95735_6,HD 95735,0.163,0.047,1.008,0.827,2.546,0.44,0.02,0.031,259.235,0.168,0.012,2.449250316335089e-10,inf,inf,0.0,inf,inf,0,0,0,3,8,2035.203
HD 165341 B_1,HD 165341 B,1.256,0.089,0.5,0.038,5.122,0.78,0.164,0.178,52.952,1.26,0.052,3.2566176878319294e-12,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.204
HD 165341 B_2,HD 165341 B,4.082,0.042,1.247,2.163,5.122,0.78,0.164,0.507,45.2,4.217,0.03,5.757263921433115e-13,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.204
HD 165341 B_3,HD 165341 B,0.1,0.077,0.528,0.115,5.122,0.78,0.164,0.006,120.357,0.103,0.953,1.456073218533406e-08,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.204
HD 165341 B_4,HD 165341 B,0.76,0.117,1.137,8.764,5.122,0.78,0.164,0.085,265.458,0.801,0.02,9.68750025863605e-12,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.204
HD 155885_0,HD 155885,0.424,0.016,1.08,0.596,5.948,0.85,0.332,0.07,75.507,0.418,0.351,1.2291182139015004e-09,223.40027068371174,0.06205563074547548,0.6072775070438793,0.9801140403555257,0.020509769268326088,1,1,1,2,2,2035.205
HD 155885_1,HD 155885,0.125,0.137,2.355,5.439,5.948,0.85,0.332,0.012,227.718,0.139,0.879,9.367204960257876e-08,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.205
HD 155885_4,HD 155885,2.293,0.052,0.991,0.938,5.948,0.85,0.332,0.285,76.188,2.39,0.754,7.689664470963777e-11,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.205
HD 217987_0,HD 217987,3.278,0.032,3.1,11.412,3.287,0.49,0.036,0.956,170.185,3.272,0.192,1.3607489528728574e-10,90047.87270776661,25.013297974379615,0.013347728768818776,0.30626432131490483,0.00029427769710746145,1,0,0,0,6,2035.21
HD 217987_1,HD 217987,0.104,0.158,2.049,5.502,3.287,0.49,0.036,0.032,28.93,0.113,0.151,2.1671878213423912e-08,inf,inf,0.0,inf,inf,0,0,0,0,6,2035.21
HD 192310_0,HD 192310,1.267,0.07,0.641,0.153,8.812,0.77,0.404,0.019,53.235,1.191,0.0,5.802384066847567e-14,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.216
HD 192310_1,HD 192310,1.472,0.082,2.73,11.177,8.812,0.77,0.404,0.142,80.713,1.569,0.076,2.151668380116945e-10,2663.690634111288,0.7399140650309134,0.08927041362343982,0.33950164415251505,0.0012913973822357668,1,1,1,2,2,2035.216
HD 192310_2,HD 192310,0.631,0.109,2.544,15.688,8.812,0.77,0.404,0.058,7.548,0.576,0.577,7.351936986037129e-09,inf,inf,0.0,inf,inf,0,0,0,1,2,2035.216
HD 192310_3,HD 192310,0.091,0.084,2.458,5.736,8.812,0.77,0.404,0.01,313.362,0.085,0.334,1.2690810740690648e-07,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.216
HD 216803_1,HD 216803,3.539,0.087,2.035,4.875,7.601,0.72,0.196,0.464,203.566,3.801,0.526,9.746531759447868e-11,inf,inf,0.0,inf,inf,0,0,0,1,3,2035.218
HD 216803_3,HD 216803,0.104,0.044,0.893,0.812,7.601,0.72,0.196,0.013,196.155,0.107,0.468,1.756682633596154e-08,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.218
HD 216803_4,HD 216803,2.738,0.038,2.631,16.763,7.601,0.72,0.196,0.174,1.937,2.799,0.894,9.685316901149316e-11,inf,inf,0.0,inf,inf,0,0,0,2,3,2035.218
HD 216803_5,HD 216803,0.109,0.06,0.686,0.087,7.601,0.72,0.196,0.013,205.928,0.103,0.258,7.325808518582962e-09,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.218
HD 216803_6,HD 216803,0.431,0.071,1.431,3.714,7.601,0.72,0.196,0.059,245.297,0.458,0.406,1.376866830246794e-09,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.218
HD 88230_0,HD 88230,1.858,0.024,1.413,3.099,4.871,0.63,0.103,0.262,236.731,1.843,0.765,3.578478195811418e-10,3703.9050260035974,1.0288625072232216,0.07180414790131416,0.31657544082394645,0.0006036112823787106,1,1,1,4,4,2035.219
HD 88230_1,HD 88230,0.369,0.102,2.613,10.567,4.871,0.63,0.103,0.071,251.915,0.39,0.119,1.7582508408061793e-09,657.335336936007,0.18259314914889083,0.2329609175854459,0.47600906342961175,0.005386619960548668,1,1,1,2,4,2035.219
HD 88230_2,HD 88230,0.941,0.058,0.511,0.385,4.871,0.63,0.103,0.063,227.314,0.975,0.952,1.2608194854901195e-10,-16072.26084284878,-4.4645169007913275,0.013991561743351406,0.49562910317368125,0.005975221152870754,1,1,1,1,4,2035.219
HD 88230_3,HD 88230,1.397,0.055,1.541,2.774,4.871,0.63,0.103,0.239,163.873,1.449,0.673,3.898802309053197e-10,3177.1019082775406,0.8825283078548724,0.07813740599344848,0.3165754408239465,0.0006036112823787123,1,1,1,4,4,2035.219
HD 88230_4,HD 88230,0.683,0.12,0.831,0.351,4.871,0.63,0.103,0.129,87.139,0.677,0.154,1.367460663240397e-10,25102.30998991858,6.972863886088494,0.026279488016373087,0.3175048649854457,0.0006314940072236881,1,1,1,1,4,2035.219
HD 88230_5,HD 88230,2.552,0.09,1.594,2.577,4.871,0.63,0.103,0.49,9.373,2.701,0.589,1.8502757271396734e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.219
HD 88230_6,HD 88230,2.842,0.103,0.661,0.337,4.871,0.63,0.103,0.338,41.119,2.985,0.02,5.573201830465348e-13,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.219
HD 149661_2,HD 149661,2.991,0.073,1.285,2.457,9.894,0.87,0.462,0.312,283.818,3.115,0.385,7.09829581645757e-12,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.221
HD 149661_3,HD 149661,2.364,0.065,0.7,0.667,9.894,0.87,0.462,0.155,84.563,2.404,0.034,1.0962119265766252e-12,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.221
HD 149661_5,HD 149661,3.155,0.051,2.936,9.958,9.894,0.87,0.462,0.292,32.918,3.007,0.471,3.551875453091474e-10,1101.8107869654837,0.3060585519348566,0.14713593005747383,0.3379539178196582,0.0012449655922500624,1,1,1,2,2,2035.221
HD 201091_1,HD 201091,1.051,0.108,0.699,0.461,3.497,0.68,0.142,0.322,106.706,1.152,0.429,7.919214788549388e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.222
HD 201091_2,HD 201091,2.964,0.153,0.94,1.051,3.497,0.68,0.142,0.354,131.274,2.559,0.013,8.948503930982137e-13,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.222
HD 201091_4,HD 201091,2.241,0.067,3.013,11.536,3.497,0.68,0.142,0.31,116.063,2.355,0.011,1.2533849652585442e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.222
HD 166_0,HD 166,1.592,0.09,1.08,2.269,13.766,0.94,0.647,0.117,217.198,1.669,0.452,5.4932719648373126e-11,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.232
HD 166_1,HD 166,0.635,0.021,0.515,0.073,13.766,0.94,0.647,0.018,330.414,0.623,0.924,3.286824694533318e-10,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.232
HD 101501_3,HD 101501,0.112,0.069,1.262,1.452,9.576,0.94,0.609,0.011,300.199,0.118,0.613,3.036064208298784e-08,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.238
HD 101501_7,HD 101501,0.888,0.054,0.887,1.019,9.576,0.94,0.609,0.096,13.654,0.918,0.337,2.1594086629542774e-10,2462.6992761179995,0.6840831322549998,0.11822656458020804,0.49600945427435,0.0059866316858908164,1,1,1,1,2,2035.238
HD 131156 A_0,HD 131156 A,0.922,0.01,2.426,4.769,6.754,0.96,0.553,0.135,202.091,0.914,0.342,1.6068194867586922e-09,30.05686332580064,0.008349128701611289,1.9816976634038062,0.42676296882847153,0.0039092371225144616,1,1,1,2,2,2035.24
HD 131156 A_1,HD 131156 A,1.097,0.147,1.932,5.127,6.754,0.96,0.553,0.117,53.124,1.238,0.803,3.2101319215727546e-10,280.40240737378656,0.0778895576038296,0.3846948500035023,0.4557728772940227,0.004779534376480998,1,1,1,2,2,2035.24
HD 10700_0,HD 10700,1.625,0.099,0.563,0.125,3.652,0.94,0.506,0.476,58.278,1.75,0.373,2.3686349638868494e-11,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.241
HD 3651 A_0,HD 3651 A,0.818,0.09,1.086,0.913,11.108,0.86,0.532,0.05,217.38,0.781,0.747,7.788150955575792e-10,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.242
HD 3651 A_3,HD 3651 A,0.106,0.12,3.284,11.26,11.108,0.86,0.532,0.005,245.204,0.115,0.014,2.3170198723324934e-09,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.242
HD 3651 A_5,HD 3651 A,0.552,0.025,0.534,0.105,11.108,0.86,0.532,0.048,9.502,0.539,0.243,1.4358586668813395e-10,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.242
HD 26965 A_1,HD 26965 A,0.482,0.058,1.38,2.132,5.01,0.86,0.41,0.062,33.536,0.455,0.775,2.4404214105585504e-09,52.25443935392222,0.014515122042756174,1.8588123807639918,1.7293016117715463,0.04298539641080671,1,1,1,2,2,2035.244
HD 26965 A_2,HD 26965 A,0.345,0.049,0.5,0.039,5.01,0.86,0.41,0.068,181.057,0.339,0.32,3.938294994725768e-10,2394.9375531950113,0.6652604314430587,0.34950781602851555,1.653223471674302,0.040703052207889376,1,1,1,2,2,2035.244
HD 185144_1,HD 185144,0.747,0.07,0.5,0.186,5.764,0.87,0.434,0.112,100.533,0.786,0.088,1.70077626955128e-11,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.245
HD 185144_3,HD 185144,0.688,0.135,2.317,5.722,5.764,0.87,0.434,0.064,187.278,0.768,0.889,1.6782694250884923e-09,108.5657137783349,0.03015714271620414,1.0867531399947103,1.4090277496857235,0.03337718054823202,1,1,1,2,2,2035.245
HD 217987_0,HD 217987,3.278,0.032,3.1,11.412,3.287,0.49,0.036,0.956,171.817,3.275,0.191,1.3515193291012457e-10,91286.62462488041,25.357395729133447,0.013257194561090566,0.30626432131490483,0.00029427769710746145,1,0,0,0,7,2035.247
HD 217987_1,HD 217987,0.104,0.158,2.049,5.502,3.287,0.49,0.036,0.035,340.15,0.12,0.495,6.324048799984171e-08,inf,inf,0.0,inf,inf,0,0,0,0,7,2035.247
HD 10476_0,HD 10476,0.171,0.07,0.738,0.586,7.644,0.85,0.454,0.017,7.377,0.166,0.697,8.453353580308307e-09,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.248
HD 201092_1,HD 201092,2.708,0.059,2.37,6.91,3.496,0.63,0.078,0.734,358.081,2.571,0.347,1.7565235925214817e-11,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.252
HD 202560_0,HD 202560,0.846,0.075,1.59,3.098,3.97,0.59,0.083,0.118,27.427,0.783,0.829,4.2572692655144666e-10,3842.9582980983314,1.0674884161384255,0.07053706707067493,0.3180633980430003,0.0006482499989503263,1,1,1,3,4,2035.253
HD 202560_1,HD 202560,0.552,0.052,0.674,0.277,3.97,0.59,0.083,0.138,94.492,0.548,0.351,3.251968343150053e-10,5905.7627983639,1.6404896662121946,0.05552257608860742,0.31433063099412895,0.0005362669874841851,1,1,1,4,4,2035.253
HD 202560_3,HD 202560,0.867,0.117,1.589,3.993,3.97,0.59,0.083,0.231,322.932,0.964,0.49,8.622862919602547e-10,991.2617705435804,0.2753504918176612,0.15181157460443115,0.3141413283654592,0.0005305879086240934,1,1,1,4,4,2035.253
HD 202560_4,HD 202560,2.302,0.14,0.558,0.242,3.97,0.59,0.083,0.481,272.173,2.193,0.112,3.6074562785102035e-12,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.253
HD 202560_5,HD 202560,3.244,0.082,0.847,0.597,3.97,0.59,0.083,0.706,217.535,3.479,0.08,2.3803152880331048e-12,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.253
HD 202560_6,HD 202560,0.414,0.085,0.785,0.52,3.97,0.59,0.083,0.095,189.04,0.388,0.205,4.762678541119226e-10,4101.634665934575,1.1393429627596043,0.0725887452963077,0.35557205980909,0.0017735098519330165,1,1,1,4,4,2035.253
HD 131977_0,HD 131977,2.114,0.033,1.305,2.487,5.886,0.72,0.223,0.306,42.485,2.123,0.628,1.5240037689137975e-10,4712.709606221582,1.3090860017282173,0.06552134858976168,0.33951130403382745,0.0012916871786751408,1,1,1,3,3,2035.271
HD 20794_0,HD 20794,4.322,0.17,2.962,9.511,6.041,0.97,0.654,0.428,159.661,4.456,0.024,9.403265792574094e-12,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.278
HD 20794_1,HD 20794,2.398,0.095,1.302,1.37,6.041,0.97,0.654,0.286,5.337,2.335,0.057,9.785523570964885e-12,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.278
HD 217987_0,HD 217987,3.278,0.032,3.1,11.412,3.287,0.49,0.036,0.957,173.51,3.278,0.19,1.3426498843007102e-10,92501.82184930313,25.694950513695314,0.013170193439683389,0.30626432131490483,0.00029427769710746145,1,0,0,0,8,2035.285
HD 217987_1,HD 217987,0.104,0.158,2.049,5.502,3.287,0.49,0.036,0.024,275.105,0.106,0.73,1.1817507973457542e-07,inf,inf,0.0,inf,inf,0,0,0,0,8,2035.285
HD 20766_0,HD 20766,1.336,0.161,1.674,1.89,12.045,1.01,0.794,0.098,149.912,1.184,0.337,4.391638689890822e-10,793.1797682973981,0.22032771341594393,0.20160864300999431,0.4413546353774365,0.004346987118983412,1,1,1,1,2,2035.286
HD 20766_1,HD 20766,0.327,0.097,2.659,6.024,12.045,1.01,0.794,0.021,313.151,0.301,0.09,4.867080308956446e-09,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.286
HD 20766_4,HD 20766,1.915,0.031,0.912,0.437,12.045,1.01,0.794,0.13,336.515,1.86,0.635,9.141362727989485e-11,inf,inf,0.0,inf,inf,0,0,0,1,2,2035.286
HD 165341 A_0,HD 165341 A,3.482,0.036,1.359,3.948,5.113,0.88,0.532,0.194,40.472,3.445,0.003,8.857669803139666e-14,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.288
HD 165341 A_2,HD 165341 A,0.277,0.022,2.947,9.091,5.113,0.88,0.532,0.009,37.662,0.279,0.987,6.839537283075002e-08,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.288
HD 165341 A_3,HD 165341 A,0.642,0.027,1.615,3.243,5.113,0.88,0.532,0.121,151.388,0.634,0.43,5.78761071953509e-10,79.64758824676323,0.022124330068545344,0.9394425290768492,0.4923606306407573,0.005877166976883035,1,1,1,2,2,2035.288
HD 140538 A_0,HD 140538 A,2.088,0.047,0.685,0.191,14.793,0.94,0.834,0.062,302.017,2.175,0.915,4.552786749669151e-11,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.289
HD 140538 A_1,HD 140538 A,0.512,0.053,2.798,6.483,14.793,0.94,0.834,0.031,127.757,0.486,0.502,5.054259220977946e-09,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.289
HD 140538 A_2,HD 140538 A,4.137,0.053,0.916,1.1,14.793,0.94,0.834,0.251,278.813,4.079,0.554,1.5210986379452707e-11,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.289
HD 88230_0,HD 88230,1.858,0.024,1.413,3.099,4.871,0.63,0.103,0.27,248.11,1.849,0.751,3.489703968920823e-10,3875.3835362495383,1.076495426735983,0.07004456805700106,0.31657544082394645,0.0006036112823787106,1,1,1,5,5,2035.29
HD 88230_1,HD 88230,0.369,0.102,2.613,10.567,4.871,0.63,0.103,0.038,7.637,0.402,0.011,1.5169876281622654e-10,inf,inf,0.0,inf,inf,0,0,0,2,5,2035.29
HD 88230_2,HD 88230,0.941,0.058,0.511,0.385,4.871,0.63,0.103,0.073,291.208,0.956,0.935,1.2850463765318426e-10,-24246.230154556917,-6.735063931821366,0.017678281675712972,0.4677163249295232,0.005137837805546013,1,1,1,2,5,2035.29
HD 88230_3,HD 88230,1.397,0.055,1.541,2.774,4.871,0.63,0.103,0.254,175.839,1.436,0.615,3.626739786352368e-10,3617.200624877562,1.0047779513548782,0.07274426761771817,0.31657544082394645,0.0006036112823787106,1,1,1,5,5,2035.29
HD 88230_4,HD 88230,0.683,0.12,0.831,0.351,4.871,0.63,0.103,0.124,96.845,0.628,0.471,4.862149050544299e-10,2350.357098275627,0.6528769717432297,0.09271112411830268,0.3185453695377737,0.0006627091437935273,1,1,1,2,5,2035.29
HD 88230_5,HD 88230,2.552,0.09,1.594,2.577,4.871,0.63,0.103,0.498,13.466,2.686,0.563,1.7888402218442836e-11,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.29
HD 88230_6,HD 88230,2.842,0.103,0.661,0.337,4.871,0.63,0.103,0.331,47.896,3.002,0.019,5.058367818517872e-13,inf,inf,0.0,inf,inf,0,0,0,0,5,2035.29
HD 32147_1,HD 32147,0.121,0.122,1.044,4.364,8.844,0.75,0.29,0.015,118.14,0.135,0.414,5.382267339426666e-09,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.292
HD 32147_2,HD 32147,3.272,0.062,1.942,10.352,8.844,0.75,0.29,0.364,50.358,3.469,0.528,8.148025944776026e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.292
HD 128621_0,HD 128621,0.181,0.076,0.591,0.128,1.332,0.94,0.503,0.111,122.357,0.192,0.703,4.058342405923601e-09,0.5644412560634271,0.00015678923779539642,90.53713497484303,3.87899058441887,0.10747606559022642,1,1,1,2,2,2035.293
HD 128621_1,HD 128621,3.969,0.152,0.756,0.185,1.332,0.94,0.503,2.851,80.406,3.812,0.363,8.286335133801852e-12,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.293
HD 128621_3,HD 128621,4.377,0.084,0.667,0.407,1.332,0.94,0.503,1.447,48.362,4.679,0.008,9.562658172325856e-14,inf,inf,0.0,inf,inf,0,0,0,0,2,2035.293
HD 128621_4,HD 128621,1.135,0.055,1.179,0.532,1.332,0.94,0.503,0.768,51.198,1.197,0.103,4.449967098316427e-11,inf,inf,0.0,inf,inf,0,0,0,1,2,2035.293
HD 156026_0,HD 156026,3.18,0.093,3.171,12.638,5.954,0.68,0.158,0.539,184.538,3.338,0.468,6.316017504057216e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.295
HD 156026_1,HD 156026,0.564,0.081,0.509,0.109,5.954,0.68,0.158,0.073,13.727,0.553,0.073,3.531863372215149e-11,inf,inf,0.0,inf,inf,0,0,0,1,4,2035.295
HD 156026_2,HD 156026,0.423,0.044,0.607,0.429,5.954,0.68,0.158,0.072,246.465,0.43,0.287,2.657978153417817e-10,-432369.8401070955,-120.10273336308208,0.04563263191917399,0.5170554576235397,0.006618011786366505,1,1,1,2,4,2035.295
HD 156026_3,HD 156026,1.001,0.06,2.318,7.407,5.954,0.68,0.158,0.177,329.412,1.059,0.273,3.778665064819541e-10,2274.723416786803,0.631867615774112,0.09490543404182274,0.3219020909376603,0.0007634107857901266,1,1,1,4,4,2035.295
HD 156026_5,HD 156026,1.693,0.124,2.972,5.791,5.954,0.68,0.158,0.285,152.13,1.894,0.572,3.3048334232564587e-10,2834.280137600501,0.7873000382223614,0.08393315050874563,0.3219020356969237,0.0007634091285680281,1,1,1,4,4,2035.295
HD 165341 B_1,HD 165341 B,1.256,0.089,0.5,0.038,5.122,0.78,0.164,0.189,79.996,1.299,0.059,3.458417138225919e-12,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.296
HD 165341 B_2,HD 165341 B,4.082,0.042,1.247,2.163,5.122,0.78,0.164,0.532,49.174,4.223,0.035,6.739942645950085e-13,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.296
HD 165341 B_3,HD 165341 B,0.1,0.077,0.528,0.115,5.122,0.78,0.164,0.006,308.617,0.096,0.003,5.734607240920732e-11,inf,inf,0.0,inf,inf,0,0,0,0,4,2035.296
HD 165341 B_4,HD 165341 B,0.76,0.117,1.137,8.764,5.122,0.78,0.164,0.138,279.133,0.736,0.196,1.148822344508177e-10,15060.585690396543,4.183496025110151,0.035028459547368995,0.32832849089177063,0.0009562027844134363,1,1,1,1,4,2035.296
HD 219134_0,HD 219134,1.298,0.068,3.021,8.443,6.542,0.75,0.266,0.161,63.661,1.213,0.109,1.9068092895112042e-10,2414.4900037301977,0.6706916677028327,0.09540730178498527,0.3474686948377758,0.0015304089027935908,1,1,1,1,3,2035.3
HD 219134_1,HD 219134,0.107,0.06,0.589,0.116,6.542,0.75,0.266,0.01,110.374,0.104,0.029,4.245355441868306e-10,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.3
HD 219134_2,HD 219134,0.475,0.085,1.279,3.455,6.542,0.75,0.266,0.058,63.086,0.514,0.733,3.530882042060772e-09,inf,inf,0.0,inf,inf,0,0,0,2,3,2035.3
HD 219134_3,HD 219134,2.999,0.067,1.913,5.997,6.542,0.75,0.266,0.445,172.856,2.914,0.305,6.906532307518297e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.3
HD 219134_4,HD 219134,0.285,0.083,1.716,7.189,6.542,0.75,0.266,0.044,259.164,0.285,0.322,7.0529660858745364e-09,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.3
HD 219134_5,HD 219134,1.823,0.052,1.09,2.985,6.542,0.75,0.266,0.204,78.599,1.843,0.743,1.9775603591903785e-10,2213.229540288437,0.6147859834134547,0.10012014283665724,0.34746280624644454,0.0015302322450536526,1,1,1,3,3,2035.3
HD 219134_7,HD 219134,0.986,0.056,2.277,12.655,6.542,0.75,0.266,0.138,183.315,0.959,0.17,4.6284145848976204e-10,544.119121953943,0.15114420054276195,0.22800351303282868,0.3479695834948398,0.0015454355625055102,1,1,1,3,3,2035.3
HD 10361_1,HD 10361,0.761,0.025,1.303,2.174,8.197,0.77,0.304,0.047,263.874,0.743,0.016,2.5302307657876202e-11,inf,inf,0.0,inf,inf,0,0,0,2,3,2035.307
HD 10361_2,HD 10361,0.985,0.066,0.785,0.367,8.197,0.77,0.304,0.08,129.819,0.922,0.756,2.9919117642839444e-10,7423.389501105983,2.0620526391961063,0.08458089650821225,0.5544664323484564,0.007740341028114006,1,1,1,2,3,2035.307
HD 10361_3,HD 10361,1.525,0.07,0.586,0.186,8.197,0.77,0.304,0.183,96.435,1.632,0.541,4.118556862960477e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.307
HD 10361_4,HD 10361,4.037,0.084,0.501,0.163,8.197,0.77,0.304,0.476,353.753,3.961,0.409,3.436627220793975e-12,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.307
HD 209100_0,HD 209100,2.433,0.127,0.524,0.125,3.638,0.72,0.222,0.549,187.53,2.312,0.611,1.466549220176761e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.308
HD 209100_1,HD 209100,1.218,0.094,0.54,0.063,3.638,0.72,0.222,0.267,30.811,1.283,0.716,5.973678360901049e-11,inf,inf,0.0,inf,inf,0,0,0,0,3,2035.308
HD 209100_2,HD 209100,0.989,0.073,1.925,3.381,3.638,0.72,0.222,0.21,213.611,1.023,0.724,1.2477171424705885e-09,45.109256431090444,0.012530349008636234,1.4037031292792286,0.4097045128118723,0.003397483442016486,1,1,1,3,3,2035.308
HD 209100_4,HD 209100,3.542,0.022,2.632,10.115,3.638,0.72,0.222,0.845,61.393,3.487,0.59,1.5647620991527182e-10,932.63890790776,0.2590663633077111,0.17720394585319074,0.40970451279835196,0.003397483441610875,1,1,1,3,3,2035.308
HD 209100_5,HD 209100,0.635,0.076,0.931,1.048,3.638,0.72,0.222,0.131,168.899,0.591,0.08,6.61793270645016e-11,inf,inf,0.0,inf,inf,0,0,0,2,3,2035.308
