StarName,NObs,LastObs
HD 4391,1,2035.0890410958891
HD 10780,1,2035.0904109589028
HD 140538 A,1,2035.0917808219165
HD 165341 A,1,2035.0931506849302
HD 166,1,2035.0945205479438
HD 26965 A,1,2035.0958904109575
HD 185144,1,2035.0972602739712
HD 209100,1,2035.0986301369849
HD 201091,1,2035.0999999999985
HD 155885,1,2035.1013698630122
HD 155886,1,2035.102739726026
HD 10476,1,2035.1041095890396
HD 201092,1,2035.1054794520533
HD 165341 B,1,2035.106849315067
HD 131977,1,2035.1082191780806
HD 219134,1,2035.1095890410943
HD 88230,1,2035.110958904108
HD 4628,1,2035.1123287671217
HD 192310,1,2035.1136986301353
HD 10360,1,2035.115068493149
HD 156026,1,2035.1164383561627
HD 149661,1,2035.1178082191764
HD 10361,1,2035.11917808219
HD 3651 A,1,2035.1205479452037
HD 100623 A,1,2035.1219178082174
HD 216803,1,2035.123287671231
HD 32147,1,2035.1246575342448
HD 17925,1,2035.1260273972584
HD 38392,1,2035.1273972602721
HD 37394,1,2035.1287671232858
HD 95735,1,2035.1301369862995
HD 217987,1,2035.1315068493132
HD 202560,1,2035.1328767123268
HD 95735,2,2035.1767478554293
HD 165341 B,2,2035.1970747459138
HD 88230,2,2035.2185413512511
HD 95735,3,2035.2233587245591
HD 38392,2,2035.2593166873453
HD 156026,2,2035.2867605910244
HD 20794,2,2035.288130454038
HD 10476,2,2035.2895003170518
HD 202560,2,2035.2908701800654
HD 216803,2,2035.304581349838
HD 82885 A,2,2035.3447673815938
HD 26965 A,2,2035.3554325499579
HD 165341 B,3,2035.3571631904583
HD 209100,2,2035.358533053472
HD 88230,3,2035.3599029164857
HD 155886,2,2035.3668923694668
HD 72905,2,2035.3773994815172
HD 38392,3,2035.3912361144185
HD 146233,2,2035.4010316596114
HD 185144,2,2035.4236032106971
HD 192310,2,2035.4249730737108
HD 33262 A,2,2035.4305053297433
HD 165341 A,2,2035.4501493480495
HD 202560,3,2035.4543985050818
HD 101501,2,2035.4557683680955
HD 219134,2,2035.4571382311092
HD 10361,2,2035.4585080941229
HD 10780,2,2035.4598779571365
HD 17925,2,2035.4635793108873
HD 10476,3,2035.4745727793509
HD 35296,2,2035.478703899943
HD 4813,2,2035.4800737629566
HD 131156 A,2,2035.4897709238328
HD 166,2,2035.494190077904
HD 3651 A,2,2035.5005355413443
HD 165499,2,2035.5032190779825
HD 38392,4,2035.5231555414916
HD 38393,2,2035.5369994663877
HD 37394,2,2035.5452615102563
HD 4391,2,2035.54663137327
HD 156026,3,2035.5543430998573
HD 69897,2,2035.5641153824922
HD 128621,2,2035.57788298196
HD 20766,2,2035.5886251010227
HD 102365,2,2035.607525870318
HD 82885 A,3,2035.6100827083942
HD 1581,2,2035.6146444327037
HD 219134,3,2035.6316105811452
HD 43042,2,2035.6329804441589
HD 203608,2,2035.6440709050025
HD 20807,2,2035.652947505997
HD 38392,5,2035.6550749685648
HD 190248,2,2035.657276284514
HD 10476,4,2035.65964524165
HD 65907 A,2,2035.6629425274937
HD 20630,2,2035.6643123905073
HD 95128,2,2035.670694686316
HD 50692,2,2035.6720645493297
HD 30495,2,2035.6786211398573
HD 147513,2,2035.6863018811796
HD 128620,2,2035.6903832492815
HD 185144,3,2035.6924119008486
HD 55575,2,2035.6937817638623
HD 136352,2,2035.695151626876
HD 192310,3,2035.725192754122
HD 146233,3,2035.728090716484
HD 109358,2,2035.7301523464187
HD 115617,2,2035.7413446128944
HD 10780,3,2035.7826562632104
HD 38392,6,2035.786994395638
HD 114710,2,2035.802706090705
HD 131156 A,3,2035.8315966421883
HD 10361,3,2035.832966505202
HD 10476,5,2035.844717703949
HD 155886,3,2035.8502230950962
HD 216803,3,2035.8529983161106
HD 86728 A,2,2035.8556597785555
HD 34411,2,2035.8608307714173
HD 3651 A,3,2035.8695642333755
HD 210302,2,2035.8713487189766
HD 82885 A,4,2035.8753980351946
HD 142860,2,2035.8780472707058
HD 72905,3,2035.8808263602928
HD 26965 A,3,2035.8834678396393
HD 30652,2,2035.8997441086794
HD 16895 A,2,2035.9011139716931
HD 37394,3,2035.9028517876386
HD 17925,3,2035.9079805395831
HD 143761,2,2035.9101749905917
HD 4813,3,2035.9127455534099
HD 134083,2,2035.9144632046762
HD 35296,3,2035.9163119094756
HD 53705,2,2035.9178234395881
HD 38392,7,2035.9191933026018
HD 39091,2,2035.9408517533402
HD 7570,2,2035.9499799234018
HD 190360,2,2035.9548301692623
HD 95735,4,2035.956200032276
HD 20807,3,2035.9575698952897
HD 160691,2,2035.9802538034603
HD 10361,4,2035.981623666474
HD 90839,2,2035.99434917644
HD 22484,2,2035.9957190394537
HD 128167,2,2035.9992480399712
HD 142373,2,2036.0028869773764
HD 23249,2,2036.0077734331057
HD 693,2,2036.0104324327651
HD 17206,2,2036.0118022957788
HD 43386,2,2036.0145953389638
HD 19373,2,2036.0162099017425
HD 17051,2,2036.0184184183222
HD 84737,2,2036.0203104166712
HD 187691 A,2,2036.021680279685
HD 212330 A,2,2036.0239786617535
HD 141004,2,2036.0254072069683
HD 58855,2,2036.026777069982
HD 4614 A,2,2036.028555612369
HD 203608,3,2036.0299254753827
HD 10476,6,2036.0312953383964
HD 84117,2,2036.03266520141
HD 102365,3,2036.0342298228306
HD 46588 A,2,2036.0478326462146
HD 38392,8,2036.051112729675
HD 26965 A,4,2036.0539688827505
HD 146233,4,2036.0553387457642
HD 10700,2,2036.0567086087779
HD 33262 A,3,2036.0580784717915
HD 38393,3,2036.0644098916796
HD 156274 A,2,2036.087519063153
HD 20630,3,2036.0888889261666
HD 140538 A,2,2036.0916298535435
HD 155885,2,2036.098539338377
HD 201091,2,2036.0999092013906
HD 69897,3,2036.1012790644043
HD 209100,3,2036.1049076766183
HD 201092,2,2036.106277539632
HD 131977,2,2036.1076474026456
HD 4628,2,2036.1116394202404
HD 10360,2,2036.1150336686558
HD 149661,2,2036.1170485955206
HD 100623 A,2,2036.1218918984043
HD 32147,2,2036.1245215604622
HD 217987,2,2036.131346435754
HD 82885 A,5,2036.140713361995
HD 147513,3,2036.1438366390748
HD 219134,4,2036.1636171777513
HD 4391,3,2036.1828879512238
HD 20766,3,2036.1964282842368
HD 136352,3,2036.1992534441363
HD 10476,7,2036.2163678006955
HD 115617,3,2036.2278947052446
HD 65907 A,3,2036.2313645070435
HD 1581,3,2036.2416176325305
HD 43042,3,2036.2429874955442
HD 20794,3,2036.2874318793545
HD 55575,3,2036.300334607314
HD 114710,3,2036.3177409485374
HD 155885,3,2036.3409142932046
HD 4813,4,2036.3454173438631
HD 35296,4,2036.3539199190081
HD 165341 A,3,2036.3552897820218
HD 101501,3,2036.3670758850246
HD 146233,5,2036.382397802637
HD 10360,3,2036.3837676656506
HD 109358,3,2036.389071816126
HD 165499,3,2036.4009587039045
HD 10476,8,2036.4023285669182
HD 95735,5,2036.4041807644137
HD 82885 A,6,2036.4060286887955
HD 190248,3,2036.4090731169717
HD 190360,3,2036.4329480097645
HD 50692,3,2036.4419536950102
HD 209100,4,2036.4759398340166
HD 128620,3,2036.4821363615752
HD 166,3,2036.4938596078555
HD 141004,3,2036.5234171536704
HD 210302,3,2036.534478259874
HD 128621,3,2036.5776837721332
HD 38393,4,2036.5918203169715
HD 134083,3,2036.604268875109
HD 86728 A,3,2036.6359770913587
HD 69897,4,2036.637997186623
HD 7570,3,2036.650644778314
HD 84737,3,2036.6625386415672
HD 95128,3,2036.6687866329012
HD 82885 A,7,2036.6713440155959
HD 20807,4,2036.6735310999159
HD 30495,3,2036.6777902249155
HD 39091,3,2036.691292547779
HD 146233,6,2036.7094568595096
HD 22484,3,2036.7139327920634
HD 19373,3,2036.7283102144484
HD 53705,3,2036.729680077462
HD 23249,3,2036.7511633045715
HD 4813,5,2036.7780891343164
HD 10780,4,2036.7821468980414
HD 35296,5,2036.7915279285407
HD 10700,3,2036.8148006612755
HD 212330 A,3,2036.8164504741953
HD 142860,3,2036.817820337209
HD 17925,4,2036.8222447819708
HD 34411,3,2036.8380998989974
HD 160691,3,2036.8399596617169
HD 3651 A,4,2036.8673600486852
HD 30652,3,2036.8994882173574
HD 17206,3,2036.900858080371
HD 16895 A,3,2036.9022279433848
HD 143761,3,2036.9039116250178
HD 46588 A,3,2036.9052814880315
HD 82885 A,8,2036.9366593423963
HD 17051,3,2036.95327519281
HD 58855,3,2036.9721397332682
HD 693,3,2036.97976897512
HD 10361,5,2036.9811388381336
HD 155885,4,2036.9860289740539
HD 90839,3,2036.9941778049347
HD 142373,3,2036.996184913657
HD 128167,3,2036.9984960799425
HD 43386,3,2037.014122184777
HD 187691 A,3,2037.020853929553
HD 4614 A,3,2037.0283441014508
HD 84117,3,2037.031299820541
HD 146233,7,2037.0365159163823
HD 65907 A,4,2037.0477316920692
HD 101501,4,2037.077013538943
HD 156274 A,3,2037.0873668934305
HD 140538 A,3,2037.0887391591432
HD 201091,3,2037.0976435425134
HD 201092,3,2037.1060368771512
HD 131977,3,2037.1074067401648
HD 4628,3,2037.1109500733592
HD 149661,3,2037.1162889718648
HD 100623 A,3,2037.1218659885913
HD 32147,3,2037.1243855866796
HD 217987,3,2037.131186022195
HD 128621,4,2037.1459777129976
HD 219134,5,2037.162747062022
HD 69897,5,2037.1747153088415
HD 4813,6,2037.2107609247696
HD 35296,6,2037.2291359380733
HD 3651 A,5,2037.2692654530447
HD 146233,8,2037.363574973255
HD 101501,5,2037.378732014785
HD 95735,6,2037.4028464280502
HD 209100,5,2037.4209445941462
HD 128620,4,2037.482108651948
HD 17925,5,2037.4858240928552
HD 23249,4,2037.4945531760372
HD 65907 A,5,2037.569578329154
HD 3651 A,6,2037.6232256519254
HD 84737,4,2037.624595514939
HD 4813,7,2037.6434327152228
HD 35296,7,2037.666743947606
HD 20807,5,2037.6730539483735
HD 39091,4,2037.6910484107075
HD 69897,6,2037.7114334310602
HD 22484,4,2037.7129684624772
HD 34411,4,2037.7263279306883
HD 143761,4,2037.7291551087615
HD 10780,5,2037.7816375328725
HD 17206,4,2037.8550791751488
HD 219134,6,2037.8714659873926
HD 3651 A,7,2037.8908844809444
HD 46588 A,4,2037.9051689287674
HD 128621,5,2037.910162064818
HD 10361,6,2037.9511723401724
HD 17051,4,2037.952542203186
HD 693,4,2037.9723931887072
HD 101501,6,2037.9749710385681
HD 142373,4,2037.9949623019925
HD 128167,4,2037.9977441199137
HD 187691 A,4,2038.020027579421
HD 95735,7,2038.0645257903218
HD 4813,8,2038.076104505676
HD 35296,8,2038.1043519571385
HD 65907 A,6,2038.1681372950047
HD 143761,5,2038.227001332236
HD 34411,5,2038.2460628116996
HD 69897,7,2038.2481515532788
HD 17925,6,2038.258992444834
HD 128620,5,2038.3313960108162
HD 3651 A,8,2038.3407350907826
HD 46588 A,5,2038.351631711977
HD 95735,8,2038.4152462484883
HD 209100,6,2038.420743874823
HD 23249,5,2038.494107431061
HD 128621,6,2038.540099841298
HD 84737,5,2038.5901114110632
HD 17925,7,2038.6102429885996
HD 187691 A,5,2038.6233108183358
HD 17206,5,2038.6421769822578
HD 693,5,2038.6609078132578
HD 20807,6,2038.6725767968312
HD 39091,5,2038.6908042736359
HD 10361,7,2038.700657897009
HD 143761,6,2038.7166283776282
HD 128620,6,2038.7327381642115
HD 65907 A,7,2038.773545575924
HD 10780,6,2038.7811281677036
HD 69897,8,2038.7848696754975
HD 219134,7,2038.803472583993
HD 46588 A,6,2038.8104232623098
HD 209100,7,2038.8117931253234
HD 17051,5,2038.8131629883371
HD 17925,8,2038.8505346282573
HD 34411,6,2038.8918250899694
HD 101501,7,2038.9739497883727
HD 142373,5,2038.9937396903279
HD 128621,7,2039.0549691246288
HD 209100,8,2039.199263638886
HD 693,6,2039.308326547398
HD 17051,6,2039.3315814066666
HD 46588 A,7,2039.3445572783949
HD 17206,6,2039.3785898578606
HD 101501,8,2039.4427915518836
HD 84737,6,2039.450147855134
HD 143761,7,2039.4569403545238
HD 23249,6,2039.4936616860846
HD 128620,7,2039.5053131943137
HD 10361,8,2039.5131571524748
HD 34411,7,2039.5759435326222
HD 187691 A,6,2039.6224844682038
HD 20807,7,2039.6720996452889
HD 39091,6,2039.6837108214959
HD 142373,6,2039.6938869416813
HD 65907 A,8,2039.762515500673
HD 128621,8,2039.764358955902
HD 10780,7,2039.7806188025347
HD 219134,8,2039.8026024682636
HD 46588 A,8,2039.9526638972186
HD 10780,8,2039.9787395743638
HD 187691 A,7,2040.2257677071186
HD 693,7,2040.3078000760538
HD 17051,7,2040.3308217427973
HD 128620,8,2040.332191605811
HD 17206,7,2040.3780164320897
HD 143761,8,2040.4561564410046
HD 23249,7,2040.4932159411082
HD 34411,8,2040.575130468421
HD 20807,8,2040.6264170142952
HD 39091,7,2040.6834666844243
HD 142373,7,2040.6926643300167
HD 693,8,2041.1922051115605
HD 187691 A,8,2041.2249413569866
HD 17051,8,2041.3081442707091
HD 17206,8,2041.351415609059
HD 23249,8,2041.3749619769555
HD 39091,8,2041.6832225473527
HD 142373,8,2041.691441718352
