iteration,chain,alpha,beta,gamma,freq,e_alpha,e_beta,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
501,1,-0.12405843538334693,-1.0389556009495369,-0.11091516292809622,2.3228287777124943,3.2956436147051655,40.806982219138476,-138.43008864474706,15.0,1.0,0.6238518657938187,-138.43008864474706,140.1353116161765,1.0053757947736983,1.327548584165811,4.0,0.0,0.3126529013165515,0.3126529013165515
502,1,-0.10686210728411893,-1.2248715313820444,-0.14282715425806103,2.150084311904938,3.298848549785261,40.32557845475829,-135.5461460129122,3.0,1.0,0.987955279514359,-135.5461460129122,137.45168446158073,-1.201606856206638,-1.201606856206638,2.0,0.0,0.3126529013165515,0.3126529013165515
503,1,-3.0038527388627916,-0.1318144053826913,-3.7114342154240543,1.0454350183768308,5.41900006027896,70.76265579748481,-135.62661581201593,15.0,1.0,0.8257582026509752,-135.62661581201593,137.0920942088298,0.18229837559673,0.38766730341728817,4.0,0.0,0.3126529013165515,0.3126529013165515
504,1,-3.3195537763133833,-0.376640714471991,-2.7677661896100956,0.9788288274059501,5.615305328484656,69.61985065437084,-135.18690948497883,7.0,1.0,0.9986976981534047,-135.18690948497883,136.69431091003656,-0.09312989041438868,-0.09312989041438868,3.0,0.0,0.3126529013165515,0.3126529013165515
505,1,-2.782495295224475,-0.3773771328679665,-3.2196845812535297,0.9680240632332993,3.462241250082926,52.035013590804716,-136.54479106912675,15.0,1.0,0.7097684751986792,-136.54479106912675,138.82105241875172,0.7699455948036587,0.7699455948036587,4.0,0.0,0.3126529013165515,0.3126529013165515
506,1,-3.2648606402535094,-0.5547260503047706,-2.048895184478832,1.0715905619151884,4.824636938153579,44.74123213416236,-136.50126314478993,15.0,1.0,0.9862884244756133,-136.50126314478993,137.84368685184023,-0.016212114628984864,-1.0741508350895401,3.0,0.0,0.3126529013165515,0.3126529013165515
507,1,0.11782371989862028,-0.5221173151030172,-1.3353192098309261,1.1397852720725052,5.163364429932721,49.53462022418067,-137.0243480111739,15.0,1.0,1.0,-137.0243480111739,138.57194102445368,-0.07354077485283028,-0.8556936335517946,4.0,0.0,0.3126529013165515,0.3126529013165515
508,1,-0.515729573910372,-0.3253475032794171,-2.1293683412334827,1.1681445828532302,5.154416102751997,57.47621767021934,-135.10586379010502,11.0,1.0,1.0,-135.10586379010502,140.0448810631985,-0.6557796667921991,-0.8501711908425023,3.0,0.0,0.3126529013165515,0.3126529013165515
509,1,-0.9843414291843615,-0.5383995228074632,-2.763828867378769,0.95138527915869,4.94093886806125,53.461926395410075,-134.47521019082507,7.0,1.0,0.9656089408345825,-134.47521019082507,135.97956069162123,0.02048444776374936,0.12142762084712899,3.0,0.0,0.3126529013165515,0.3126529013165515
510,1,-2.3237053305431594,-1.069240592292422,-1.409294619104152,1.3812343100341558,3.759311016541919,49.57678851209794,-134.69684466741552,15.0,1.0,0.9632287257094053,-134.69684466741552,136.39067059229177,0.051449936431112064,0.1567419352709578,4.0,0.0,0.3126529013165515,0.3126529013165515
